all regions 188
10000
{'min_lat': 40.75419436, 'max_lng': -73.9780882, 'min_lng': -73.98609448, 'max_lat': 40.75949964}
2012-12-01 01:00:00 , 196.0
2012-12-01 02:00:00 , 172.0
2012-12-01 03:00:00 , 199.0
2012-12-01 04:00:00 , 180.0
2012-12-01 05:00:00 , 158.0
2012-12-01 06:00:00 , 96.0
2012-12-01 07:00:00 , 60.0
2012-12-01 08:00:00 , 31.0
2012-12-01 09:00:00 , 20.0
2012-12-01 10:00:00 , 7.0
2012-12-01 11:00:00 , 4.0
2012-12-01 12:00:00 , 13.0
2012-12-01 13:00:00 , 15.0
2012-12-01 14:00:00 , 35.0
2012-12-01 15:00:00 , 46.0
2012-12-01 16:00:00 , 72.0
2012-12-01 17:00:00 , 90.0
2012-12-01 18:00:00 , 97.0
2012-12-01 19:00:00 , 131.0
2012-12-01 20:00:00 , 168.0
2012-12-01 21:00:00 , 162.0
2012-12-01 22:00:00 , 205.0
2012-12-01 23:00:00 , 283.0
2012-12-02 00:00:00 , 271.0
2012-12-02 01:00:00 , 285.0
2012-12-02 02:00:00 , 281.0
2012-12-02 03:00:00 , 256.0
2012-12-02 04:00:00 , 266.0
2012-12-02 05:00:00 , 215.0
2012-12-02 06:00:00 , 146.0
2012-12-02 07:00:00 , 78.0
2012-12-02 08:00:00 , 42.0
2012-12-02 09:00:00 , 29.0
2012-12-02 10:00:00 , 12.0
2012-12-02 11:00:00 , 6.0
2012-12-02 12:00:00 , 18.0
2012-12-02 13:00:00 , 27.0
2012-12-02 14:00:00 , 39.0
2012-12-02 15:00:00 , 70.0
2012-12-02 16:00:00 , 81.0
2012-12-02 17:00:00 , 98.0
2012-12-02 18:00:00 , 103.0
2012-12-02 19:00:00 , 122.0
2012-12-02 20:00:00 , 138.0
2012-12-02 21:00:00 , 138.0
2012-12-02 22:00:00 , 190.0
2012-12-02 23:00:00 , 214.0
2012-12-03 00:00:00 , 222.0
2012-12-03 01:00:00 , 214.0
2012-12-03 02:00:00 , 206.0
2012-12-03 03:00:00 , 157.0
2012-12-03 04:00:00 , 141.0
2012-12-03 05:00:00 , 98.0
2012-12-03 06:00:00 , 61.0
2012-12-03 07:00:00 , 34.0
2012-12-03 08:00:00 , 21.0
2012-12-03 09:00:00 , 12.0
2012-12-03 10:00:00 , 6.0
