all regions 625
40.698827226 , -74.049341446
40.699333333 , -74.048666667
40.697950486 , -74.049430404
40.698703551 , -74.034563899
40.7 , -74.0345
40.698333333 , -74.0345
40.698666667 , -74.0345
40.699072 , -74.033216
40.699072 , -74.033216
40.699072 , -74.033216
40.699072 , -74.033216
40.699333333 , -74.033833333
40.699072 , -74.033216
40.7005 , -74.0275
40.7005 , -74.028166667
40.699 , -74.034
40.699072 , -74.033216
40.6999947 , -74.0182957
40.6999947 , -74.0182957
40.699666667 , -74.019666667
40.7 , -74.018166667
40.698393337 , -74.018688742
40.6995 , -74.0255
40.700359843 , -74.01330234
40.701 , -74.015333333
40.700757367 , -74.012770017
40.698 , -74.015166667
40.700284164 , -74.013099524
40.700661873 , -74.012332537
40.700654518 , -74.014659034
40.700676692 , -74.012325879
40.700939745 , -74.012387296
40.700666667 , -74.013333333
40.7 , -74.013166667
40.699771768 , -74.013390541
40.699771768 , -74.013390541
40.699833333 , -74.015333333
40.699771768 , -74.013390541
40.700333333 , -74.012833333
40.700642056 , -74.011819891
40.701 , -74.013
40.700848659 , -74.010414071
40.700284164 , -74.013099524
40.69866172 , -74.014793666
40.69866172 , -74.014793666
40.6995 , -74.013166667
40.699554732 , -74.01053661
40.697666667 , -74.013
40.697666667 , -74.0145
40.701 , -74.0155
40.7007186 , -74.01225494
40.7 , -74.013666667
40.700784958 , -74.015583223
40.700833333 , -74.014833333
40.699666667 , -74.013166667
40.701060805 , -74.013347478
40.70075717 , -74.0123112
40.701 , -74.0125
40.700280101 , -74.01252774
40.699666667 , -74.018
40.701 , -74.015333333
40.700284164 , -74.013099524
40.701096671 , -74.011917679
40.700707655 , -74.012264727
40.701 , -74.010666667
40.697928636 , -74.014468551
40.699259271 , -74.013245031
40.699006934 , -74.012695095
40.699006934 , -74.012695095
40.700333333 , -74.0135
40.699559648 , -74.014090042
40.6985 , -74.0155
40.700966077 , -74.010119916
40.701 , -74.010166667
40.700833333 , -74.011
40.698333333 , -74.012666667
40.699351849 , -74.012984354
40.700553367 , -74.012225696
40.699333333 , -74.004166667
40.699 , -74.008833333
40.700450979 , -74.005111613
40.699166667 , -74.007
40.701 , -74.003666667
40.70111739 , -73.99440552
40.699666667 , -73.995666667
40.7005 , -73.996833333
40.700259802 , -73.996986151
40.699833333 , -73.996
40.700259802 , -73.996986151
40.699 , -73.996
40.700941812 , -73.996004798
40.698223453 , -73.994388469
40.701137125 , -73.99624289
40.699707892 , -73.995605258
40.700846331 , -73.995315877
40.69905325 , -73.99816932
40.700846331 , -73.995315877
40.697802665 , -73.994145163
40.700846331 , -73.995315877
40.697666667 , -73.994166667
40.700107824 , -73.9958094
40.699166667 , -73.996
40.699480237 , -73.996794848
40.700846331 , -73.995315877
40.700846331 , -73.995315877
40.699469316 , -73.995832367
40.699833333 , -73.996166667
40.699294809 , -73.999376189
40.700346472 , -73.994657407
40.699395185 , -73.994387879
40.698534271 , -73.994564076
40.698 , -73.999333333
40.69982696 , -73.9943497
40.700666667 , -73.996
40.701 , -73.996
40.697658411 , -73.994120294
40.699833333 , -73.996166667
40.700833333 , -73.996
40.700166667 , -73.996166667
40.698 , -73.994166667
40.700846331 , -73.995315877
40.698833333 , -73.994166667
40.700846331 , -73.995315877
40.700166667 , -73.995833333
40.698910573 , -73.994978587
40.698324521 , -73.994368399
40.700846331 , -73.995315877
40.699247159 , -73.994937955
40.700167073 , -73.996067159
40.700715297 , -73.99523735
40.700715297 , -73.99523735
40.700846331 , -73.995315877
40.69984407 , -73.99426076
40.7 , -73.996166667
40.699776678 , -73.994255324
40.700846331 , -73.995315877
40.700259802 , -73.996986151
40.701054678 , -73.995264228
40.701054678 , -73.995264228
40.701054678 , -73.995264228
40.701054678 , -73.995264228
40.698739523 , -73.994185234
40.701054678 , -73.995264228
40.699986 , -73.996118
40.700686672 , -73.995825289
40.70002488 , -73.995791285
