0.390312,1.214166,0,0.128941,-0.603248,-0.442299,-0.084549,-0.803455,0.708231,1.308958,1.214166,-0.68062,-0.710958,511489d2c2a3754cfe6698a6,-1,-1
-0.267713,1.075053,0,-0.281731,-0.280998,-0.703484,-0.431219,1.013056,1.151371,0.472508,1.075053,-0.530178,-1.146223,51148af4c2a3754cfe669a43,-1,-1
-0.217731,0.756224,0,0.842214,-0.240716,0.189642,-0.431219,-0.726979,0.870534,0.516532,0.756224,-0.448532,-0.867694,51147a85c2a3754cfe668609,-1,-1
0.307975,1.287741,0,0.582842,0.605192,1.538816,-0.812556,-0.767101,1.085231,1.308958,1.287741,-0.379681,-1.089607,511479e6c2a3754cfe668563,1,-1
0.786306,0.328366,0,0.781185,-0.280998,-0.469086,0.402957,-0.082715,0.92572,0.866131,0.328366,0.282531,-0.887831,5114862fc2a3754cfe669453,-1,-1
-0.474475,0.224647,0,-0.281731,0.806598,0.002934,-0.916557,0.790546,1.209441,0.524786,0.224647,-0.362561,-1.242528,51147ac8c2a3754cfe668655,-1,-1
-0.582835,0.174452,0,0.602794,-0.522686,-0.704029,0.175454,-0.101118,0.670482,-0.428284,0.174452,-0.401658,-0.705939,511488aac2a3754cfe66977a,-1,-1
-0.176339,0.488971,0,0.744949,0.162097,0.549203,-0.673888,0.079427,0.950183,0.1327,0.488971,-0.387633,-0.954293,51147d98c2a3754cfe668922,-1,-1
-0.33235,0.487539,0,-0.701954,0.363504,0.185285,-0.895145,-0.647551,0.2206,-0.616822,0.487539,-0.207938,-0.101889,51147db1c2a3754cfe66895a,-1,-1
1.306366,0.674798,0,1.360958,-0.401842,-0.845886,-0.524553,0.718306,0.542523,1.308958,0.674798,-0.629901,-0.55319,51148e8dc2a3754cfe66a0a4,-1,-1
-0.847878,1.305331,0,-1.638735,-0.321279,0.039763,-0.507053,-0.559467,0.174365,-1.309494,1.305331,-0.512869,-0.159706,5114830cc2a3754cfe668fa6,-1,-1
-0.494075,0.808276,0,1.360958,-0.482404,-1.106071,-0.524553,4.313063,0.9264,0.150796,0.808276,-0.586955,-0.923855,5114a930c2a3754cfe66c03c,-1,-1
-0.264589,1.041937,0,0.375344,-0.522686,-0.556563,-0.431219,-0.790131,0.548576,1.308958,1.041937,-0.68062,-0.567992,511489b4c2a3754cfe669881,-1,-1
-1.119363,0.033997,0,-0.281731,-0.079591,-0.86326,-0.18855,0.532528,0.227299,0.367952,0.033997,-0.099167,-0.177505,51148caac2a3754cfe669d7d,-1,-1
0.547622,1.027222,0,1.360958,-0.321279,-0.07308,-0.673888,-0.04713,0.774516,1.308958,1.027222,-0.632879,-0.763611,5114841fc2a3754cfe6690eb,-1,-1
1.985587,1.012305,0,-1.327078,-0.603248,0.529097,0.630459,-0.728233,0.716752,-0.744146,1.012305,-0.533543,-0.692046,51148f69c2a3754cfe66a1bd,-1,-1
1.966258,-0.19001,0,1.360958,-0.200435,-0.828323,-0.552554,0.075596,0.408706,0.556153,-0.19001,-0.570764,-0.393257,51148bb5c2a3754cfe669bbc,-1,-1
-0.304839,1.098783,0,0.656948,-0.36156,-0.110948,-0.524553,-0.673718,1.152984,1.308958,1.098783,-0.586955,-1.164334,51148138c2a3754cfe668e27,-1,-1
0.423782,-0.800154,0,-1.595882,0.000972,0.629751,-0.604554,-0.617447,0.451699,-0.447587,-0.800154,-0.439154,-0.319249,51147b51c2a3754cfe6686f2,-1,-1
0.46562,0.836042,0,0.265832,-0.603248,-0.702011,-0.279551,-0.527703,1.145971,0.472508,0.836042,-0.68062,-1.163464,51148af5c2a3754cfe669a46,-1,-1
-0.113601,1.242151,0,0.681224,0.081534,-0.225388,-0.296403,-0.576376,0.556804,0.270606,1.242151,-0.076088,-0.511883,51147e20c2a3754cfe6689f3,-1,-1
0.199531,0.002473,0,-0.829294,-0.603248,-0.804304,-0.084549,-0.082451,0.989576,0.472508,0.002473,-0.68062,-0.996234,51148b65c2a3754cfe669aea,-1,-1
-0.995356,0.925656,0,-2.22309,-0.603248,-0.85074,0.955462,0.654383,0.998261,-0.744146,0.925656,-0.323987,-1.010577,511492bfc2a3754cfe66a5d9,-1,-1
-0.671928,-0.126528,0,1.360958,-0.482404,-0.629764,2.953378,0.509158,-0.367928,-1.860747,-0.126528,5.221059,0.299146,51148a0ac2a3754cfe669906,1,-1
-0.922558,-0.522631,0,-0.610269,-0.401842,-0.560066,-0.431219,-0.573959,0.361974,0.305218,-0.522631,-0.532017,-0.397996,51148a18c2a3754cfe669916,-1,-1
