40.454545,0.300913,0.916667,9,2.022741,0.212121,3.82434,1.855389,0.75,51149037c2a3754cfe66a266,1,1
37.285714,0.23143,0.763636,37,0.947841,0.198413,7.354406,1.948742,0.672727,51148bb7c2a3754cfe669bca,1,1
37.173913,0.281148,0.938776,37,2.956401,0.065217,6.34491,2.714146,0.755102,51147c35c2a3754cfe668796,1,1
42.777778,0.405786,0.803571,40,8.279348,0.103704,3.80656,2.304649,0.714286,51147841c2a3754cfe668466,1,1
48.75,0.132001,0.75,15,1.039513,0.277778,5.180848,1.198192,0.9375,5114a33bc2a3754cfe66b985,1,1
43.666667,0.285353,0.9,18,1.923946,0.12963,4.495107,2.603702,0.9,51148321c2a3754cfe668fad,-1,1
25.6,0.146564,0.909091,8,0.681173,0.2,9.290744,1.672933,0.727273,5114940dc2a3754cfe66a75a,1,1
43.073171,0.330303,0.901099,77,1.070714,0.069106,6.195443,3.027363,0.846154,511486cfc2a3754cfe669515,1,1
44.857143,0.113663,0.777778,18,1.238908,0.15873,6.130098,1.351644,0.666667,5114a33dc2a3754cfe66b9a4,1,1
49.684211,0.1434,1,21,1.680243,0.096491,3.771936,1.467458,0.552632,51148d8ac2a3754cfe669ebd,1,1
41.248,0.193836,0.896057,229,5.868432,0.192,5.402154,1.970214,0.820789,51147952c2a3754cfe6684ee,1,1
87.857143,0.305244,0.777778,9,0.857818,0.142857,5.993556,2.725481,1,5114910fc2a3754cfe66a361,-1,1
43.40625,0.245166,0.932039,96,5.759817,0.086806,4.544656,2.221567,0.932039,511479acc2a3754cfe668542,1,1
66.198444,0.20359,0.948339,205,6.690609,0.171206,4.191645,1.870726,0.756458,5114798cc2a3754cfe668532,1,1
50.656,0.258,0.880282,132,2.421468,0.109333,6.579885,2.532542,0.929577,51148308c2a3754cfe668f8e,1,1
41.622222,0.352505,0.9,47,4.566771,0.074074,3.251575,2.558301,0.94,51147a2cc2a3754cfe668575,1,1
44.380952,0.302983,0.875,37,2.35189,0.126984,4.246045,2.453329,0.770833,51147f9ac2a3754cfe668c31,1,1
33.695652,0.291789,0.793103,19,2.692631,0.15942,4.609262,1.199704,0.655172,51148f61c2a3754cfe66a1b2,1,1
71.263158,0.342818,0.95,19,1.960066,0.157895,4.073419,2.560964,0.95,5114804bc2a3754cfe668c94,-1,1
27.941176,0.186158,1,15,2.057306,0.215686,3.155597,1.321607,0.882353,51147fabc2a3754cfe668c47,1,1
35,0.311294,0.875,5,1.324911,0.285714,4.174546,2.405639,0.625,5114908ec2a3754cfe66a292,-1,1
37.93617,0.115228,0.839286,32,3.646457,0.212766,3.418475,1.224488,0.571429,51147951c2a3754cfe6684e9,1,1
48.5,0.225793,0.619048,28,1.14522,0.128205,5.387129,1.807288,0.666667,51148557c2a3754cfe6692d9,1,1
61.666667,0.273289,0.857143,10,1.023183,0.277778,5.849053,1.556657,0.714286,51148eecc2a3754cfe66a0f4,1,-1
72.571429,0.199821,0.777778,8,1.029516,0.238095,4.053397,1.891061,0.888889,51148ed2c2a3754cfe66a0d0,1,-1
42.967742,0.33266,0.837838,29,2.977488,0.096774,4.138536,2.851119,0.783784,51147c42c2a3754cfe6687b1,-1,-1
32.4375,0.358266,0.8,17,1.282385,0.083333,7.037882,2.608695,0.85,5114847ec2a3754cfe669123,-1,-1
