@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute AvgPhotoDis real
@attribute AvgPhotoDisbyCap real
@attribute CaptionPercentage real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute TheRatioOfPeopleToPhoto real
@attribute tfidf1 real
@attribute tfidf2 real
@attribute tfidf3 real
@attribute NumberOfHashtages1 real
@attribute NumberOfHashtages2 real
@attribute NumberOfHashtages3 real
@attribute NumberOfPhotsoContaingTopWord1 real
@attribute NumberOfPhotsoContaingTopWord2 real
@attribute NumberOfPhotsoContaingTopWord3 real
@attribute Top10PhotoLocationNameFreq real
@attribute Top3PhotoLocationNameSame real
@attribute ID string
@attribute label {1,-1}
@data
35.8 , 0.153047168335 , 618.94061035 , 1.0 , 1.03951254227 , 0.233333333333 , 5.18084780877 , 2.68732306847 , 1.5 , 1.24750861394 , 0.910228823227 , 0.690541061298 , 0.25 , 0.0 , 0.5 , 4 , 2 , 2 , 0.5 , 1 , 5114a33bc2a3754cfe66b985 , 1
42.0 , 0.00432696254381 , 481.896657908 , 1.0 , 1.21359213603 , 0.6 , 5.04711108513 , 2.2450986816 , 6.1 , 4.13074958316 , 2.8933862408 , 0.605522151291 , 1.2 , 1.2 , 1.6 , 10 , 10 , 5 , 0.7 , 0 , 51148712c2a3754cfe669570 , 1
53.4 , 0.377267304247 , 516.586586907 , 1.0 , 1.77830348798 , 0.2 , 3.61390221715 , 3.076103171 , 1.3 , 1.10887917783 , 1.02778615621 , 0.62375430697 , 0.0 , 0.0 , 0.0 , 2 , 2 , 2 , 0.2 , 0 , 511482e1c2a3754cfe668f78 , 1
26.2 , 0.150128515961 , 428.33337418 , 1.0 , 2.85602869458 , 0.3 , 3.88088064971 , 2.66898014502 , 1.5 , 3.81435999654 , 0.62375430697 , 0.605522151291 , 0.428571428571 , 0.0 , 0.0 , 7 , 1 , 1 , 0.4 , 0 , 51147c8dc2a3754cfe6687f1 , 1
46.8 , 0.148290300319 , 570.700279207 , 1.0 , 1.36387696242 , 0.4 , 3.96707818263 , 2.77560285813 , 3.6 , 2.17963428374 , 1.6944252278 , 1.55829490542 , 0.6 , 0.2 , 0.0 , 5 , 5 , 4 , 0.0 , 0 , 51148d4dc2a3754cfe669e6d , 1
52.9 , 0.418024455906 , 527.265813134 , 1.0 , 1.89439962346 , 0.1 , 4.53140076273 , 3.00531485689 , 2.8 , 0.605522151291 , 0.590107083308 , 0.56497564048 , 0.0 , 0.0 , 1.0 , 1 , 1 , 1 , 0.1 , 0 , 5114837ec2a3754cfe669027 , 1
47.5 , 0.333015194008 , 651.553348134 , 1.0 , 3.50567799116 , 0.133333333333 , 3.20830384402 , 3.01057093427 , 2.7 , 1.10887917783 , 0.62375430697 , 0.62375430697 , 1.0 , 0.0 , 0.0 , 2 , 1 , 1 , 0.1 , 0 , 51147bdbc2a3754cfe66874c , 1
45.1 , 0.28830938317 , 633.290097319 , 1.0 , 2.39012289642 , 0.233333333333 , 5.42520021277 , 2.86557685521 , 12.2 , 1.40067814554 , 1.21104430258 , 0.586865219281 , 0.333333333333 , 0.0 , 0.0 , 3 , 2 , 2 , 0.3 , 0 , 51147a4fc2a3754cfe66858e , 1
27.8 , 0.240969323003 , 509.730531138 , 1.0 , 2.35189042161 , 0.366666666667 , 4.24604537903 , 2.7528553052 , 3.7 , 3.02761075646 , 1.0432599389 , 1.02484925499 , 1.2 , 1.0 , 0.8 , 5 , 5 , 5 , 0.5 , 0 , 51147f9ac2a3754cfe668c31 , 1
76.0 , 0.389121384817 , 645.407359405 , 1.0 , 0.920137957901 , 0.166666666667 , 6.61400870629 , 3.01057093427 , 1.1 , 0.791032136806 , 0.62375430697 , 0.62375430697 , 11.5 , 3.0 , 3.5 , 2 , 2 , 2 , 0.1 , 0 , 51148bb1c2a3754cfe669ba2 , 1
