@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute AvgPhotoDis real
@attribute AvgPhotoDisbyCap real
@attribute CaptionPercentage real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute tfidf1 real
@attribute tfidf2 real
@attribute tfidf3 real
@attribute NumberOfHashtages1 real
@attribute NumberOfHashtages2 real
@attribute NumberOfHashtages3 real
@attribute NumberOfPhotsoContaingTopWord1 real
@attribute NumberOfPhotsoContaingTopWord2 real
@attribute NumberOfPhotsoContaingTopWord3 real
@attribute Top10PhotoLocationNameFreq real
@attribute Top3PhotoLocationNameSame real
@attribute ID string
@attribute label {1,-1}
@data
48.75 , 0.132000633418 , 899.338529963 , 0.75 , 1.03951254227 , 0.277777777778 , 5.18084780877 , 2.4213152774 , 1.55938576743 , 1.13778602903 , 0.880338604113 , 3.0 , 0.666666666667 , 0.666666666667 , 5 , 3 , 3 , 1.0 , 0 , 5114a33bc2a3754cfe66b985 , 1
47.9014084507 , 0.328724623899 , 35438.098013 , 0.946666666667 , 1.21359213603 , 0.145539906103 , 5.04711108513 , 2.54029507791 , 1.08047775817 , 0.815038377691 , 0.159148067741 , 1.2 , 1.26315789474 , 2.25 , 20 , 19 , 4 , 1.4 , 0 , 51148712c2a3754cfe669570 , 1
58.0666666667 , 0.344592499947 , 1316.14186846 , 0.9375 , 1.77830348798 , 0.2 , 3.61390221715 , 2.91740581143 , 0.739252785219 , 0.685190770805 , 0.572217722753 , 2.5 , 3.33333333333 , 5.0 , 4 , 3 , 2 , 0.4 , 0 , 511482e1c2a3754cfe668f78 , 1
30.0454545455 , 0.17169598073 , 1862.77913952 , 0.916666666667 , 2.85602869458 , 0.378787878788 , 3.88088064971 , 2.47606419505 , 3.96297142497 , 1.74634856161 , 0.283524684987 , 1.875 , 3.0 , 0.0 , 16 , 8 , 1 , 1.2 , 0 , 51147c8dc2a3754cfe6687f1 , 1
62.8048780488 , 0.195328298363 , 11024.0382239 , 0.97619047619 , 1.36387696242 , 0.19512195122 , 3.96707818263 , 2.33386490796 , 1.06323623597 , 0.95017982038 , 0.644150198131 , 2.90909090909 , 2.54545454545 , 4.0 , 11 , 11 , 6 , 0.1 , 0 , 51148d4dc2a3754cfe669e6d , 1
46.064516129 , 0.313600365268 , 5821.97554896 , 0.815789473684 , 1.89439962346 , 0.118279569892 , 4.53140076273 , 2.76872295871 , 0.951785618239 , 0.3273801458 , 0.247719212704 , 1.0 , 1.5 , 1.5 , 5 , 4 , 2 , 0.2 , 0 , 5114837ec2a3754cfe669027 , 1
47.8636363636 , 0.305411809242 , 3337.17338274 , 0.6875 , 3.50567799116 , 0.121212121212 , 3.20830384402 , 3.0034177145 , 0.504035989922 , 0.304288301074 , 0.283524684987 , 2.0 , 2.0 , 3.5 , 3 , 3 , 2 , 0.2 , 0 , 51147bdbc2a3754cfe66874c , 1
42.3875968992 , 0.345317430119 , 106674.260013 , 0.877551020408 , 2.39012289642 , 0.046511627907 , 5.42520021277 , 2.88963548633 , 0.24176523526 , 0.144772934939 , 0.140819104951 , 2.0 , 0.285714285714 , 1.42857142857 , 7 , 7 , 7 , 1.5 , 0 , 51147a4fc2a3754cfe66858e , 1
44.4285714286 , 0.302982726235 , 12308.3583417 , 0.875 , 2.35189042161 , 0.126984126984 , 4.24604537903 , 2.70662680747 , 1.00920358549 , 0.274024230674 , 0.259480271873 , 1.14285714286 , 4.71428571429 , 4.25 , 7 , 7 , 4 , 0.8 , 0 , 51147f9ac2a3754cfe668c31 , 1
82.0625 , 0.346093306403 , 1641.85758963 , 1.0 , 0.920137957901 , 0.270833333333 , 6.61400870629 , 2.80385618977 , 1.84408463534 , 1.26962229632 , 1.1064507812 , 5.8 , 5.8 , 6.0 , 5 , 5 , 3 , 0.1 , 0 , 51148bb1c2a3754cfe669ba2 , 1
