@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute stat_StdPhotoDis real
@attribute AvgPhotoDis real
@attribute MeanPhotoDisbyCap real
@attribute CaptionPercentage real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute diff_AvgPhotoDis real
@attribute diff_TopWordPopularity real
@attribute diff_Entropy real
@attribute tfidf1 real
@attribute tfidf2 real
@attribute tfidf3 real
@attribute NumberOfHashtages1 real
@attribute NumberOfHashtages2 real
@attribute NumberOfHashtages3 real
@attribute NumberOfPhotsoContaingTopWord1 real
@attribute NumberOfPhotsoContaingTopWord2 real
@attribute NumberOfPhotsoContaingTopWord3 real
@attribute Top10PhotoLocationNameFreq real
@attribute ID string
@attribute label {1,-1}
@data
49.5454545455 , 0.0563931529446 , 0.137812185934 , 7.75012375359 , 0.733333333333 , 1.03951254227 , 0.242424242424 , 5.18084780877 , 2.471251836 , 0.0467752896265 , 18.6077770852 , 0.0688637473167 , 1.13409873995 , 0.960369386305 , 0.934351051098 , 3.0 , 7.0 , 7.0 , 5 , 2 , 2 , 0.9 , 5114a33bc2a3754cfe66b985 , 1
51.4736842105 , 0.0902684971715 , 0.34232013686 , 7.40398698782 , 0.934426229508 , 1.21359213603 , 0.116959064327 , 5.04711108513 , 2.66894704859 , -0.0155986919479 , 18.5518721324 , 0.212451640954 , 0.828220467801 , 0.580127567079 , 0.18939398632 , 1.15384615385 , 1.15384615385 , 2.25 , 13 , 13 , 4 , 1.0 , 51148712c2a3754cfe669570 , 1
60.3333333333 , 0.0672378172537 , 0.350846428669 , 7.57930912508 , 0.923076923077 , 1.77830348798 , 0.194444444444 , 3.61390221715 , 2.95854298188 , 0.144976098603 , 22.059841177 , 0.347855324717 , 0.924065981524 , 0.856488463506 , 0.519795255809 , 2.0 , 0.0 , 3.0 , 3 , 2 , 2 , 0.3 , 511482e1c2a3754cfe668f78 , 1
26.8571428571 , 0.0994039078501 , 0.219678977368 , 5.63872236362 , 0.933333333333 , 2.85602869458 , 0.261904761905 , 3.88088064971 , 2.72957395851 , -0.0153628507227 , 21.8280472749 , 0.277433336038 , 3.50298367029 , 0.445538790693 , 0.432515822351 , 1.0 , 0.0 , 0.0 , 9 , 1 , 1 , 0.5 , 51147c8dc2a3754cfe6687f1 , 1
68.2571428571 , 0.0848749032624 , 0.20360569113 , 7.21297576984 , 0.972222222222 , 1.36387696242 , 0.2 , 3.96707818263 , 2.40580448402 , -0.116327600654 , 18.9230775216 , 0.22705097231 , 1.08981714187 , 0.89045423167 , 0.754575946382 , 3.0 , 3.11111111111 , 4.0 , 9 , 9 , 6 , 0.1 , 51148d4dc2a3754cfe669e6d , 1
47.347826087 , 0.0780739832902 , 0.319627966883 , 7.92983381484 , 0.821428571429 , 1.89439962346 , 0.101449275362 , 4.53140076273 , 2.84243889967 , 0.019748005867 , 19.0951599978 , 0.113062073181 , 0.441251500861 , 0.333882417122 , 0.282770533218 , 2.0 , 1.5 , 1.5 , 3 , 2 , 2 , 0.2 , 5114837ec2a3754cfe669027 , 1
49.0 , 0.0724851007341 , 0.304374117987 , 8.19161888583 , 0.666666666667 , 3.50567799116 , 0.111111111111 , 3.20830384402 , 3.01301554334 , -0.0717570309389 , 19.575195724 , 0.242000314769 , 0.616043987683 , 0.371907923534 , 0.346530170539 , 2.0 , 3.5 , 3.5 , 2 , 2 , 2 , 0.1 , 51147bdbc2a3754cfe66874c , 1
44.128440367 , 0.0515086514342 , 0.346976134966 , 7.65080343235 , 0.893442622951 , 2.39012289642 , 0.0489296636086 , 5.42520021277 , 2.90837216793 , 0.0184231079518 , 16.0410669405 , 0.0536329004588 , 0.171675497331 , 0.143337348235 , 0.128502582159 , 1.83333333333 , 0.333333333333 , 1.16666666667 , 6 , 6 , 6 , 1.2 , 51147a4fc2a3754cfe66858e , 1
33.6 , 0.0862292098229 , 0.28138591402 , 7.92643000588 , 0.833333333333 , 1.83914219497 , 0.177777777778 , 6.98078159719 , 2.74974063226 , 0.0571839891437 , 17.3307294015 , 0.133756841188 , 0.545797433944 , 0.526409044906 , 0.415836204647 , 0.666666666667 , 0.666666666667 , 1.0 , 3 , 3 , 2 , 0.7 , 51147e9ec2a3754cfe668ab2 , 1
45.0 , 0.0257131622644 , 0.0370370450515 , 7.05422612352 , 1.0 , 0.838418333023 , 0.222222222222 , 6.84152080167 , 2.47385138961 , -0.209348315408 , 22.0708356968 , 0.215413541727 , 1.34560478065 , 1.34560478065 , 0.902842521827 , 1.33333333333 , 0.0 , 0.0 , 3 , 2 , 2 , 0.444444444444 , 51148bdac2a3754cfe669c33 , 1
42.48 , 0.0963839120825 , 0.324460346495 , 7.49570690535 , 0.892857142857 , 1.91267015535 , 0.12 , 3.98082596282 , 2.73195344981 , -0.0739159043785 , 19.4237598698 , 0.729284252707 , 1.15350788809 , 0.435926856747 , 0.249501722788 , 1.0 , 1.0 , 1.0 , 5 , 3 , 2 , 0.6 , 51147e35c2a3754cfe668a2a , 1
47.4827586207 , 0.0782927880814 , 0.290604728921 , 7.43440465047 , 0.966666666667 , 3.04081811118 , 0.0574712643678 , 3.72305553992 , 2.85656164789 , -0.0237507011711 , 19.5937350485 , 0.3772829386 , 0.397761340721 , 0.218907044667 , 0.215087692059 , 1.0 , 0.0 , 0.0 , 2 , 2 , 1 , 0.3 , 51147c43c2a3754cfe6687b5 , 1
42.28125 , 0.0639058418921 , 0.29827713779 , 7.54477754803 , 0.864864864865 , 2.35189042161 , 0.135416666667 , 4.24604537903 , 2.76858606749 , -0.0313705733759 , 18.2001032977 , 0.131484135851 , 0.946128361392 , 0.359656802759 , 0.326018730907 , 1.2 , 4.2 , 0.8 , 5 , 5 , 5 , 0.6 , 51147f9ac2a3754cfe668c31 , 1
52.972972973 , 0.0642726560919 , 0.25514320968 , 7.47807236374 , 0.90243902439 , 0.951286709564 , 0.108108108108 , 6.15304147896 , 2.56610806237 , -0.00448349410352 , 18.920457711 , 0.427843211305 , 0.66981205733 , 0.571030445911 , 0.299697075089 , 1.125 , 1.25 , 1.125 , 8 , 8 , 8 , 0.4 , 51148bb8c2a3754cfe669bd6 , 1
44.4 , 0.0893683506394 , 0.315175923929 , 8.04826946321 , 0.909090909091 , 2.69705812532 , 0.1 , 3.76190156137 , 2.86406768073 , -0.0297017269791 , 21.0232237559 , 0.547994220124 , 0.513893078104 , 0.365732624011 , 0.311877153485 , 0.5 , 1.5 , 1.5 , 2 , 2 , 2 , 0.2 , 51148f62c2a3754cfe66a1b7 , 1
41.4482758621 , 0.0747284956941 , 0.384233512104 , 7.90243826929 , 0.805555555556 , 10.7563783259 , 0.0804597701149 , 3.38904783661 , 2.50266001626 , -0.0248796315108 , 15.1396071948 , 0.11915932231 , 0.223573158355 , 0.186171483126 , 0.174066965724 , 3.0 , 0.6 , 0.6 , 9 , 5 , 5 , 1.1 , 5114783fc2a3754cfe668457 , 1
50.2857142857 , 0.0322195995207 , 0.0778920251281 , 6.77838464313 , 0.875 , 0.880226838511 , 0.380952380952 , 7.87438548496 , 2.69619904981 , -0.233651211967 , 20.8969321733 , 0.159472493123 , 2.5950949341 , 2.33532244686 , 0.891077581386 , 1.5 , 2.0 , 2.0 , 6 , 4 , 2 , 0.25 , 51148c29c2a3754cfe669ce4 , 1
44.6666666667 , 0.102032197706 , 0.248685332468 , 7.54913547015 , 0.9375 , 5.75981729468 , 0.0925925925926 , 4.54465599865 , 2.36613130675 , -0.0623046249773 , 15.6725752608 , 0.100806983514 , 0.538241912259 , 0.432859695951 , 0.40506072853 , 2.33333333333 , 2.7 , 1.11111111111 , 12 , 10 , 9 , 3.9 , 511479acc2a3754cfe668542 , 1
44.0416666667 , 0.087197407981 , 0.211424917278 , 7.3130103524 , 0.96 , 1.07558102931 , 0.208333333333 , 6.7012345227 , 2.47702497354 , -0.113620129382 , 18.2560521983 , 0.430677709984 , 1.34051858309 , 0.941626067467 , 0.778154525298 , 3.5 , 2.6 , 4.6 , 6 , 5 , 5 , 0.7 , 51148da1c2a3754cfe669ef9 , 1
63.4705882353 , 0.0702753391612 , 0.139891663967 , 8.13476058293 , 0.708333333333 , 3.18365976036 , 0.117647058824 , 3.54602109238 , 2.46882689331 , -0.160680731184 , 19.8110894843 , 1.04766244777 , 0.630832274394 , 0.535428719545 , 0.401901668623 , 0.5 , 16.5 , 1.0 , 2 , 2 , 2 , 0.4 , 511481bfc2a3754cfe668e85 , 1
45.8188976378 , 0.129717115063 , 0.326364362294 , 7.88384463153 , 0.788819875776 , 12.9266338537 , 0.110236220472 , 3.58333263299 , 1.90192560349 , -0.0707750385193 , 12.8393124238 , 0.219390940958 , 0.357364969654 , 0.270915039975 , 0.159354940723 , 2.35714285714 , 3.47368421053 , 3.1 , 28 , 19 , 10 , 5.9 , 511477f9c2a3754cfe66842f , 1
