@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute AvgPhotoDis real
@attribute AvgPhotoDisbyCap real
@attribute CaptionPercentage real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute tfidf1 real
@attribute tfidf2 real
@attribute tfidf3 real
@attribute NumberOfHashtages1 real
@attribute NumberOfHashtages2 real
@attribute NumberOfHashtages3 real
@attribute NumberOfPhotsoContaingTopWord1 real
@attribute NumberOfPhotsoContaingTopWord2 real
@attribute NumberOfPhotsoContaingTopWord3 real
@attribute Top10PhotoLocationNameFreq real
@attribute Top3PhotoLocationNameSame real
@attribute ID string
@attribute label {1,-1}
@data
38.6 , 0.0386899273761 , 361.415196584 , 1.0 , 2.42146847448 , 0.466666666667 , 6.57988518896 , 2.39428114771 , 2.10469741121 , 1.63431234658 , 1.18021416662 , 1.4 , 1.2 , 0.8 , 5 , 5 , 5 , 0.4 , 0 , 51148308c2a3754cfe668f8e , 1
16.0 , 0.0638390297934 , 225.731910148 , 1.0 , 5.86843189721 , 0.566666666667 , 5.40215365069 , 2.49612685475 , 4.10931136386 , 1.32147447995 , 1.16872117907 , 1.1 , 1.0 , 1.66666666667 , 10 , 4 , 3 , 0.6 , 0 , 51147952c2a3754cfe6684ee , 1
53.6 , 0.262053865812 , 475.814886119 , 1.0 , 2.1774615157 , 0.266666666667 , 3.63233361713 , 2.80004461848 , 1.6347257128 , 0.64637209306 , 0.62375430697 , 1.66666666667 , 1.66666666667 , 0.0 , 3 , 3 , 2 , 0.4 , 0 , 51147facc2a3754cfe668c48 , 1
37.5 , 0.0476478190221 , 620.744543855 , 1.0 , 0.951286709564 , 0.2 , 6.15304147896 , 2.2450986816 , 1.08981714187 , 1.05640632494 , 0.991321844849 , 1.5 , 1.5 , 0.5 , 2 , 2 , 2 , 0.4 , 0 , 51148bb8c2a3754cfe669bd6 , 1
35.0 , 0.0105592346903 , 483.449421598 , 1.0 , 1.21359213603 , 0.5 , 5.04711108513 , 2.2450986816 , 3.54064249985 , 2.48004534926 , 0.62375430697 , 1.3 , 1.3 , 1.6 , 10 , 10 , 5 , 0.6 , 0 , 51148712c2a3754cfe669570 , 1
50.6 , 0.21950688052 , 636.434347806 , 1.0 , 1.81670929946 , 0.2 , 3.68468385103 , 2.62924922386 , 1.29618613726 , 0.62375430697 , 0.605522151291 , 1.0 , 0.666666666667 , 0.0 , 3 , 3 , 1 , 0.2 , 0 , 51148a80c2a3754cfe66997f , 1
59.7 , 0.106688020311 , 553.543046243 , 1.0 , 3.00913386378 , 0.433333333333 , 3.78112761007 , 2.39428114771 , 2.53719612995 , 0.831416045601 , 0.631126619982 , 0.714285714286 , 0.714285714286 , 2.33333333333 , 7 , 7 , 3 , 0.6 , 1 , 51147caac2a3754cfe668801 , 1
41.6 , 0.0540315832955 , 531.862588354 , 1.0 , 2.6849495669 , 0.466666666667 , 4.61417183559 , 2.2450986816 , 2.72454285467 , 2.05557231241 , 1.21104430258 , 0.2 , 1.4 , 0.4 , 5 , 5 , 5 , 0.5 , 0 , 51148f61c2a3754cfe66a1aa , 1
47.1 , 0.143748831481 , 571.031073067 , 1.0 , 1.36387696242 , 0.433333333333 , 3.96707818263 , 2.71532669877 , 2.11803153475 , 1.55829490542 , 1.21883740447 , 1.2 , 1.33333333333 , 1.4 , 10 , 9 , 5 , 0.0 , 0 , 51148d4dc2a3754cfe669e6d , 1
40.1 , 0.0556236905628 , 562.632515957 , 1.0 , 2.39012289642 , 0.4 , 5.42520021277 , 2.53585777592 , 3.11877153485 , 1.86757086072 , 1.81656645387 , 0.6 , 0.5 , 0.333333333333 , 5 , 4 , 3 , 0.6 , 1 , 51147a4fc2a3754cfe66858e , 1
