@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute stat_StdPhotoDis real
@attribute AvgPhotoDis real
@attribute MeanPhotoDisbyCap real
@attribute CaptionPercentage real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute diff_AvgPhotoDis real
@attribute diff_TopWordPopularity real
@attribute diff_Entropy real
@attribute tfidf1 real
@attribute tfidf2 real
@attribute tfidf3 real
@attribute NumberOfHashtages1 real
@attribute NumberOfHashtages2 real
@attribute NumberOfHashtages3 real
@attribute NumberOfPhotsoContaingTopWord1 real
@attribute NumberOfPhotsoContaingTopWord2 real
@attribute NumberOfPhotsoContaingTopWord3 real
@attribute Top10PhotoLocationNameFreq real
@attribute PercentageOfTweetsWithTopWords real
@attribute diff_PercentageOfTweetsWithTopWords real
@attribute ID string
@attribute label {1,-1}
@data
50.4090909091 , 0.119697449337 , 0.253806669795 , 8.21993138946 , 0.758620689655 , 2.18266007402 , 0.121212121212 , 5.57678783445 , 2.17260164207 , -0.0905029245417 , 4.87089098121 , 0.334033402291 , 0.504035989922 , 0.480184693152 , 0.297889264735 , 2.83333333333 , 11.5 , 3.0 , 6 , 2 , 2 , 0.2 , 0.2 , 0.2 , 51148233c2a3754cfe668e93 , 1
50.2272727273 , 0.0748851089018 , 0.297013282764 , 7.22565745198 , 1.0 , 1.17379725689 , 0.166666666667 , 7.02148572861 , 2.97271495667 , -0.0513762139686 , 5.59727525089 , 0.520552397876 , 0.550474682992 , 0.536460984826 , 0.30804514317 , 1.5 , 2.25 , 2.33333333333 , 6 , 4 , 3 , 0.3 , 0.1 , 0.1 , 51148735c2a3754cfe6695a9 , 1
57.5423728814 , 0.100900013453 , 0.3633259602 , 7.75518474788 , 0.855072463768 , 9.84683051355 , 0.146892655367 , 3.07221367913 , 2.12479127489 , -0.0302666255299 , 3.03648886388 , 0.399645186596 , 0.494513511277 , 0.249924044142 , 0.245013044452 , 3.09090909091 , 1.90909090909 , 1.25 , 11 , 11 , 8 , 1.9 , 0 , -0.423076923077 , 511477ffc2a3754cfe668450 , 1
26.8571428571 , 0.0994039078501 , 0.219678977368 , 5.63872236362 , 0.933333333333 , 2.85602869458 , 0.261904761905 , 3.88088064971 , 2.72957395851 , -0.0236144853078 , 6.27790726731 , 0.211160610127 , 3.50298367029 , 0.445538790693 , 0.432515822351 , 1.0 , 0.0 , 0.0 , 9 , 1 , 1 , 0.5 , 1.0 , 1.0 , 51147c8dc2a3754cfe6687f1 , 1
64.4545454545 , 0.0330346560653 , 0.103075363142 , 7.00545258253 , 0.916666666667 , 1.11391831148 , 0.363636363636 , 7.47346514257 , 2.48093811385 , -0.0781748419289 , 5.51878572229 , 0.219025508264 , 1.60472501006 , 1.44055407946 , 1.0462743353 , 3.2 , 3.2 , 1.66666666667 , 5 , 5 , 3 , 0.6 , 1.0 , 0.666666666667 , 5114a32bc2a3754cfe66b952 , 1
55.7692307692 , 0.0545093031051 , 0.26732434168 , 7.26792404115 , 0.928571428571 , 1.47433251283 , 0.205128205128 , 4.34897528504 , 2.72960000263 , -0.0909331347263 , 6.13676551012 , 0.772536566879 , 1.26440349657 , 0.869193293047 , 0.762555265268 , 2.0 , 3.5 , 0.0 , 5 , 2 , 2 , 0.2 , 0 , 0.0 , 51148d37c2a3754cfe669e54 , 1
51.3968253968 , 0.146803661366 , 0.242818199145 , 7.36633403529 , 0.926470588235 , 2.64808239543 , 0.195767195767 , 5.0501513148 , 1.88838660832 , 0.000364648843374 , 3.17378451021 , 0.108911453199 , 1.49868465602 , 0.843010119012 , 0.433442296775 , 2.33333333333 , 3.36363636364 , 1.72727272727 , 33 , 22 , 22 , 3.3 , 0.375 , 0.375 , 51148f4fc2a3754cfe66a178 , 1
54.3076923077 , 0.0848399439173 , 0.379015881899 , 7.67431210797 , 0.866666666667 , 9.84683051355 , 0.128205128205 , 3.07221367913 , 2.20604760148 , -0.00592385810687 , 3.97841673204 , 0.240513979122 , 0.33249341499 , 0.294070171597 , 0.222396455734 , 3.125 , 6.6 , 3.4 , 8 , 5 , 5 , 0.7 , 0 , -0.190476190476 , 511477fec2a3754cfe66844f , 1
53.65625 , 0.101406837628 , 0.255539771551 , 7.53306881899 , 0.914285714286 , 2.12875248351 , 0.09375 , 3.54354477662 , 2.36006438872 , -0.085575025358 , 4.21676058031 , 0.241274420464 , 0.479955974613 , 0.294467922888 , 0.286805277757 , 6.75 , 5.0 , 5.33333333333 , 4 , 4 , 3 , 0.8 , 0.0 , 0.0 , 51147f74c2a3754cfe668bb8 , 1
44.128440367 , 0.0515086514342 , 0.346976134966 , 7.65080343235 , 0.893442622951 , 2.39012289642 , 0.0489296636086 , 5.42520021277 , 2.90837216793 , 0.00855962117047 , 2.55277863494 , 0.12090841605 , 0.171675497331 , 0.143337348235 , 0.128502582159 , 1.83333333333 , 0.666666666667 , 1.16666666667 , 6 , 6 , 6 , 1.2 , 0.117647058824 , 0.0138734739179 , 51147a4fc2a3754cfe66858e , 1
40.3636363636 , 0.0910293602757 , 0.198389313991 , 7.8102886343 , 0.846153846154 , 0.624625447385 , 0.181818181818 , 20.5651218036 , 2.75444184571 , -0.196450688498 , 5.43463796436 , 0.650626417783 , 0.841473664958 , 0.756018459641 , 0.504035989922 , 0.5 , 0.5 , 1.0 , 2 , 2 , 2 , 0.4 , 0 , 0.0 , 5114a19ac2a3754cfe66b7c8 , 1
60.3333333333 , 0.0672378172537 , 0.350846428669 , 7.57930912508 , 0.923076923077 , 1.77830348798 , 0.194444444444 , 3.61390221715 , 2.95854298188 , 0.122024686461 , 6.34926268255 , 0.270502100616 , 0.924065981524 , 0.856488463506 , 0.519795255809 , 2.0 , 0.0 , 3.0 , 3 , 2 , 2 , 0.3 , 0.428571428571 , 0.428571428571 , 511482e1c2a3754cfe668f78 , 1
43.1578947368 , 0.0755714598601 , 0.296277831 , 7.80410632638 , 0.791666666667 , 1.34827413904 , 0.114035087719 , 7.34328277269 , 2.79717521903 , 0.0378514586553 , 3.62572226096 , 0.105753026433 , 0.606260178459 , 0.322561647351 , 0.258028526472 , 0.833333333333 , 4.0 , 0.0 , 6 , 5 , 3 , 1.0 , 0 , -0.178217821782 , 511487dcc2a3754cfe669668 , 1
36.0555555556 , 0.0404594713516 , 0.313087461436 , 7.53280365873 , 0.9 , 1.835522358 , 0.148148148148 , 3.96013192204 , 2.80112787472 , 0.0412747881961 , 6.09902904043 , 0.235945309842 , 0.767267845886 , 0.336401195162 , 0.327837268505 , 2.16666666667 , 1.0 , 3.0 , 6 , 1 , 1 , 0.2 , 0.285714285714 , -0.0892857142857 , 51147f87c2a3754cfe668bde , 1
50.3333333333 , 0.0728830662041 , 0.194067155607 , 7.98007983598 , 0.75 , 1.1452201916 , 0.126984126984 , 5.38712869948 , 2.21747432768 , -0.066225021253 , 4.92958725653 , 0.483915390871 , 0.966550906647 , 0.297025860462 , 0.297025860462 , 1.5 , 0.0 , 2.5 , 4 , 2 , 2 , 0.5 , 0.0 , -0.1 , 51148557c2a3754cfe6692d9 , 1
52.6666666667 , 0.0874650367861 , 0.211754626814 , 7.20081503475 , 1.0 , 0.624616594278 , 0.174603174603 , 13.4154520299 , 2.71440934525 , -0.138548054039 , 5.1975153087 , 0.490960623017 , 1.18014505339 , 0.594014504004 , 0.297025860462 , 2.6 , 3.66666666667 , 2.0 , 5 , 3 , 3 , 0.3 , 0 , -0.166666666667 , 5114a199c2a3754cfe66b7ba , 1
55.3673469388 , 0.109753004805 , 0.37198319218 , 7.50931486725 , 0.924528301887 , 9.91943157885 , 0.122448979592 , 3.27489774647 , 2.40287899095 , -0.0488365950007 , 3.5229562772 , 0.222826049075 , 0.330797020015 , 0.295015706585 , 0.267492400986 , 3.91666666667 , 4.0 , 6.0 , 12 , 6 , 6 , 1.0 , 0.0 , -0.047619047619 , 51147850c2a3754cfe668469 , 1
35.8518518519 , 0.0561762551308 , 0.144255338622 , 7.75732035043 , 0.84375 , 3.64645670141 , 0.111111111111 , 3.41847478284 , 2.21385853577 , -0.15037305784 , 4.59811747233 , 0.987202893325 , 0.880729357182 , 0.462040227386 , 0.375880908141 , 1.6 , 3.0 , 3.0 , 10 , 2 , 2 , 1.4 , 0.317073170732 , 0.317073170732 , 51147951c2a3754cfe6684e9 , 1
53.75 , 0.0914457693421 , 0.367676050163 , 7.67864520129 , 0.857142857143 , 7.43034324952 , 0.111111111111 , 3.68457146795 , 2.43525821616 , -0.0368951638575 , 3.48459186913 , 0.248676424322 , 0.27306515934 , 0.224957208777 , 0.210330916917 , 3.09090909091 , 0.5 , 0.75 , 11 , 4 , 4 , 1.5 , 0.0769230769231 , -0.146957520092 , 511477e7c2a3754cfe668418 , 1
32.0 , 0.0615547241061 , 0.242614558376 , 7.59411823829 , 0.951219512195 , 1.42662846771 , 0.0683760683761 , 6.57270197393 , 2.56340877331 , -0.058821317618 , 4.12924520962 , 0.347043779795 , 0.520450488195 , 0.302619017081 , 0.295771253357 , 2.25 , 1.5 , 2.0 , 4 , 2 , 2 , 1.1 , 0.2 , 0.147368421053 , 51148568c2a3754cfe669331 , 1
42.28125 , 0.0639058418921 , 0.29827713779 , 7.54477754803 , 0.864864864865 , 2.35189042161 , 0.135416666667 , 4.24604537903 , 2.76858606749 , -0.0633606673681 , 4.77507974912 , 0.243157914571 , 0.946128361392 , 0.359656802759 , 0.326018730907 , 1.2 , 4.8 , 0.6 , 5 , 5 , 5 , 0.6 , 0 , -0.181818181818 , 51147f9ac2a3754cfe668c31 , 1
81.2222222222 , 0.107810296964 , 0.246164092709 , 7.77744385641 , 0.9 , 1.81670929946 , 0.148148148148 , 3.68468385103 , 2.60335761633 , 0.0362834465795 , 5.19693677672 , 0.496981845405 , 0.960137879449 , 0.528437614309 , 0.370680163958 , 2.5 , 3.5 , 0.5 , 4 , 2 , 2 , 0.3 , 0 , -0.222222222222 , 51148a80c2a3754cfe66997f , 1
45.0 , 0.0257131622644 , 0.0370370450515 , 7.05422612352 , 1.0 , 0.838418333023 , 0.222222222222 , 6.84152080167 , 2.47385138961 , -0.132495171513 , 6.57296802024 , 0.205332989617 , 1.34560478065 , 1.34560478065 , 0.902842521827 , 1.33333333333 , 0.0 , 0.0 , 3 , 2 , 2 , 0.444444444444 , 0 , 0.0 , 51148bdac2a3754cfe669c33 , 1
41.7272727273 , 0.0693700749349 , 0.219033919529 , 7.38006118273 , 0.95652173913 , 2.85934548832 , 0.121212121212 , 3.79224710036 , 2.92922929667 , -0.121199921977 , 5.36399511711 , 0.300195701299 , 1.2384285703 , 0.283524684987 , 0.275237341496 , 0.8 , 1.66666666667 , 3.5 , 5 , 3 , 2 , 0.4 , 0.0 , -0.1 , 51147c8dc2a3754cfe6687ee , 1
54.5376344086 , 0.0647664855803 , 0.307679767726 , 7.67989319202 , 0.861111111111 , 2.75715980668 , 0.0824372759857 , 4.6793728704 , 2.88387188579 , -0.0417322517736 , 2.70639601249 , 0.227967379205 , 0.536554440885 , 0.380714247296 , 0.260439634964 , 1.55555555556 , 5.125 , 0.142857142857 , 9 , 8 , 7 , 1.2 , 0.25 , 0.25 , 51147c22c2a3754cfe668773 , 1
30.2 , 0.0588827920869 , 0.188790167555 , 7.39770292129 , 0.909090909091 , 0.883412850921 , 0.133333333333 , 6.5484324376 , 2.90370169606 , -0.068276867312 , 6.76616115114 , 0.667015770002 , 1.21104430258 , 0.56497564048 , 0.544908570934 , 0.666666666667 , 1.0 , 0.0 , 3 , 1 , 1 , 0.1 , 0 , 0 , 51148c2bc2a3754cfe669d04 , 1
52.4074074074 , 0.0514952845862 , 0.263905366513 , 7.45791911415 , 0.931034482759 , 3.50572568224 , 0.0740740740741 , 3.31875382998 , 2.96821197441 , 0.0314782392601 , 4.60641582305 , 0.393364028394 , 0.294502220091 , 0.231020113693 , 0.231020113693 , 4.75 , 2.0 , 5.5 , 4 , 2 , 2 , 0.2 , 0 , -0.1875 , 51147aebc2a3754cfe668685 , 1
50.4814814815 , 0.0823253895721 , 0.177658096101 , 7.58974358228 , 0.870967741935 , 1.31219401586 , 0.16049382716 , 6.32411884137 , 2.34516116422 , -0.144558478521 , 5.14656543062 , 0.303132695655 , 0.964430306023 , 0.807271956939 , 0.495877231379 , 1.0 , 1.0 , 0.0 , 6 , 4 , 4 , 0.3 , 0.352941176471 , 0.352941176471 , 51148d6dc2a3754cfe669e8b , 1
46.3859649123 , 0.0851471006585 , 0.270842575402 , 7.51044551691 , 0.934426229508 , 6.258273843 , 0.134502923977 , 3.86650864524 , 2.6515923918 , -0.057963226013 , 3.4394274387 , 0.0941581937273 , 0.763240950995 , 0.534268665697 , 0.414206102812 , 1.33333333333 , 1.375 , 1.125 , 15 , 8 , 8 , 1.3 , 0 , -0.325301204819 , 51147966c2a3754cfe668500 , 1
68.8181818182 , 0.0324478529334 , 0.262522265294 , 7.20400327762 , 1.0 , 1.01584048276 , 0.212121212121 , 5.17801156882 , 2.67095059445 , -0.0830383892125 , 6.41203845171 , 0.361888982225 , 0.974922605882 , 0.567049369973 , 0.536460984826 , 2.25 , 2.0 , 11.0 , 4 , 2 , 2 , 0.4 , 0.166666666667 , 0.166666666667 , 5114928fc2a3754cfe66a588 , 1
62.21875 , 0.0795676064682 , 0.269568183102 , 7.7268786758 , 0.864864864865 , 3.36120785656 , 0.135416666667 , 3.67669734871 , 2.79536169685 , -0.0390812160521 , 4.21959681241 , 0.526471650325 , 0.4495574504 , 0.419970483014 , 0.372729372303 , 2.6 , 4.0 , 3.25 , 5 , 4 , 4 , 0.3 , 0.222222222222 , 0.200483091787 , 51147ad4c2a3754cfe668660 , 1
46.5833333333 , 0.124419977643 , 0.123499291801 , 6.08054051914 , 0.857142857143 , 2.09393300489 , 0.527777777778 , 3.13753487312 , 2.25809602841 , -0.16168870831 , 6.23116111804 , 0.231258866887 , 2.18842186045 , 2.17523671034 , 1.30353421285 , 1.125 , 1.28571428571 , 1.28571428571 , 8 , 7 , 7 , 1.0 , 0.5 , 0.5 , 51147fedc2a3754cfe668c4e , 1
33.4333333333 , 0.0851933799592 , 0.309617207466 , 7.63552937233 , 0.909090909091 , 1.35625851159 , 0.1 , 4.78347690589 , 2.84986971425 , -0.0107301052219 , 4.54090617008 , 0.367041893372 , 0.347194910168 , 0.306907138355 , 0.294199585177 , 1.5 , 1.0 , 0.5 , 4 , 4 , 2 , 0.5 , 0.428571428571 , 0.241071428571 , 511484e1c2a3754cfe669225 , 1
38.5833333333 , 0.072613335399 , 0.247120195261 , 7.65279039746 , 0.857142857143 , 5.69636839771 , 0.0972222222222 , 3.08098818365 , 2.84502246143 , -0.0396717191778 , 5.15153794981 , 0.536303460426 , 0.491869747089 , 0.491755902757 , 0.265295157336 , 0.25 , 1.75 , 0.5 , 4 , 4 , 2 , 0.4 , 0.25 , 0.222222222222 , 511478ecc2a3754cfe6684c9 , 1
24.0 , 0.0648807539809 , 0.186236785552 , 7.13775307246 , 1.0 , 0.68117346394 , 0.166666666667 , 9.29074357094 , 2.82218195864 , -0.0601868337914 , 6.04816226187 , 0.248028217861 , 1.34051858309 , 0.62672095476 , 0.61957615303 , 0.5 , 0.0 , 2.0 , 2 , 1 , 1 , 0.25 , 0 , -0.333333333333 , 5114940dc2a3754cfe66a75a , 1
39.6851851852 , 0.0605120260703 , 0.398236860223 , 8.00580648053 , 0.830769230769 , 10.9928461203 , 0.0679012345679 , 3.48556186549 , 2.3179498601 , 0.00947577096208 , 2.99971320126 , 0.208232066701 , 0.229633828635 , 0.15308921909 , 0.1517028663 , 3.16666666667 , 5.0 , 4.33333333333 , 6 , 3 , 3 , 1.0 , 0.166666666667 , -0.0460992907801 , 511477e8c2a3754cfe66841d , 1
42.5294117647 , 0.108038729286 , 0.200728654983 , 7.2906977853 , 0.890829694323 , 5.86843189721 , 0.202614379085 , 5.40215365069 , 2.12829252866 , -0.105941922215 , 2.04995864099 , 0.225838396151 , 1.51077623671 , 0.453447125472 , 0.401031777131 , 1.72527472527 , 1.37931034483 , 4.0 , 91 , 29 , 22 , 8.6 , 0.4375 , 0.343160377358 , 51147952c2a3754cfe6684ee , 1
52.8583333333 , 0.0542784684964 , 0.264622104726 , 7.6049299981 , 0.89552238806 , 2.72525723599 , 0.0694444444444 , 4.2041745034 , 2.91343937195 , -0.0435488464588 , 2.32546336364 , 0.0801419738244 , 0.442580312481 , 0.415836204647 , 0.259897627904 , 1.32142857143 , 2.0 , 1.3 , 28 , 10 , 10 , 2.1 , 0.0705882352941 , 0.0568896051571 , 51147b20c2a3754cfe668697 , 1
41.4482758621 , 0.0747284956941 , 0.384233512104 , 7.90243826929 , 0.805555555556 , 10.7563783259 , 0.0804597701149 , 3.38904783661 , 2.50266001626 , -0.0231700641492 , 3.11612023579 , 0.14402294302 , 0.223573158355 , 0.186171483126 , 0.174066965724 , 3.0 , 0.6 , 0.6 , 9 , 5 , 5 , 1.1 , 0.148148148148 , 0.0825743776563 , 5114783fc2a3754cfe668457 , 1
24.375 , 0.061722244607 , 0.230998985263 , 7.64000665627 , 0.8 , 1.77396609286 , 0.208333333333 , 3.26741507445 , 2.92585301456 , -0.0956335339131 , 6.91287698191 , 0.472355012561 , 0.720942430057 , 0.7062195506 , 0.660253953085 , 0.333333333333 , 0.0 , 1.0 , 3 , 1 , 1 , 0.1 , 0.5 , 0.5 , 51148549c2a3754cfe6692cf , 1
64.0 , 0.0358806100389 , 0.144062953299 , 7.09681092791 , 1.0 , 1.68024416195 , 0.305555555556 , 3.85545751177 , 2.71996430474 , -0.120652191327 , 6.09282118655 , 0.207635042543 , 1.67125587936 , 1.67125587936 , 0.959911949227 , 4.8 , 4.4 , 3.8 , 5 , 5 , 5 , 0.1 , 1.0 , 1.0 , 51148d8bc2a3754cfe669ec3 , 1
61.8148148148 , 0.0930249917018 , 0.394986821339 , 7.91893347168 , 0.794117647059 , 10.9507436022 , 0.0987654320988 , 3.05937815528 , 2.60208618008 , -0.0271591652755 , 4.44601587198 , 0.292764472289 , 0.317898734863 , 0.272043978685 , 0.269799137981 , 3.0 , 4.5 , 0.5 , 4 , 2 , 2 , 0.4 , 0.0 , -0.1 , 5114783ec2a3754cfe668455 , 1
46.4193548387 , 0.0938120439571 , 0.245086139594 , 7.52274382446 , 0.885714285714 , 7.00360227623 , 0.139784946237 , 3.15888653988 , 2.57173502714 , -0.05542881098 , 4.5653662578 , 0.153600025809 , 0.703107833463 , 0.683235978951 , 0.393173356279 , 1.0 , 0.0 , 1.0 , 8 , 6 , 6 , 0.9 , 0.526315789474 , 0.505039193729 , 51147989c2a3754cfe66852e , 1
57.0526315789 , 0.0725817905381 , 0.310853215657 , 7.56740426439 , 0.904761904762 , 6.92265717723 , 0.0964912280702 , 3.48752752123 , 2.73340278643 , 0.0260946378773 , 4.12811678155 , 0.288254176976 , 0.505521952044 , 0.457944570597 , 0.328291740511 , 2.0 , 2.0 , 6.75 , 6 , 5 , 4 , 0.8 , 0 , -0.025 , 51147969c2a3754cfe66850e , 1
40.5405405405 , 0.0427328200406 , 0.359564828428 , 7.66572723917 , 0.90243902439 , 2.7277832147 , 0.117117117117 , 5.10830290582 , 2.86287957161 , 0.0856715913555 , 4.45938029055 , 0.359290580946 , 0.542028933847 , 0.434762783704 , 0.294545173478 , 0.833333333333 , 1.0 , 1.33333333333 , 6 , 6 , 3 , 0.5 , 0 , 0.0 , 51147a64c2a3754cfe6685eb , 1
37.3793103448 , 0.082515445488 , 0.29381403468 , 7.6341224237 , 0.935483870968 , 7.0791546353 , 0.103448275862 , 3.11275321778 , 2.84296520749 , -0.0383792744241 , 4.22142297978 , 0.265786779723 , 0.425101175571 , 0.369798229817 , 0.341760641366 , 0.333333333333 , 0.333333333333 , 4.33333333333 , 3 , 3 , 3 , 0.5 , 0 , -0.102040816327 , 51147974c2a3754cfe668526 , 1
52.972972973 , 0.0642726560919 , 0.25514320968 , 7.47807236374 , 0.90243902439 , 0.951286709564 , 0.108108108108 , 6.15304147896 , 2.56610806237 , -0.0251824277148 , 4.46341942322 , 0.309333715625 , 0.66981205733 , 0.571030445911 , 0.299697075089 , 1.125 , 1.25 , 1.0 , 8 , 8 , 8 , 0.4 , 0.0 , 0.0 , 51148bb8c2a3754cfe669bd6 , 1
48.5769230769 , 0.0688464468493 , 0.33313406808 , 7.6473017955 , 0.928571428571 , 2.9957504478 , 0.115384615385 , 4.38127557176 , 2.88977268142 , 0.0182403143378 , 5.21532571551 , 0.273408662551 , 0.559759466375 , 0.434596646523 , 0.395554658578 , 2.0 , 2.0 , 2.66666666667 , 3 , 3 , 3 , 0.2 , 0.0 , 0.0 , 51147ab9c2a3754cfe66863e , 1
38.5 , 0.137143613856 , 0.248811466537 , 7.2966744993 , 0.947368421053 , 2.69263063071 , 0.166666666667 , 4.60926231458 , 2.2858063887 , -0.131307638394 , 5.68024269724 , 0.084297710479 , 1.03753936706 , 0.672802390323 , 0.346530170539 , 0.8 , 1.66666666667 , 0.0 , 5 , 3 , 2 , 0.7 , 0 , 0.0 , 51148f61c2a3754cfe66a1b2 , 1
34.4166666667 , 0.080730613761 , 0.279757029546 , 7.46285441781 , 0.9 , 2.86300146584 , 0.12037037037 , 5.42398497707 , 2.69771080316 , -0.0429137824267 , 4.28224376328 , 0.417417635805 , 1.36227142734 , 0.196082937145 , 0.17326508527 , 0.666666666667 , 1.0 , 1.5 , 9 , 2 , 2 , 1.1 , 0.363636363636 , 0.301136363636 , 51147c8cc2a3754cfe6687ea , 1
42.7058823529 , 0.0603613864016 , 0.151800395275 , 7.60041287994 , 0.829268292683 , 1.16708323265 , 0.205882352941 , 7.24641059838 , 2.24005433566 , -0.00539582433098 , 3.62550990255 , 0.0714620617444 , 0.744701144537 , 0.519175738547 , 0.294363659614 , 3.16666666667 , 1.0 , 1.5 , 12 , 8 , 6 , 1.8 , 1.0 , 0.857142857143 , 5114a339c2a3754cfe66b976 , 1
47.347826087 , 0.0780739832902 , 0.319627966883 , 7.92983381484 , 0.821428571429 , 1.89439962346 , 0.101449275362 , 4.53140076273 , 2.84243889967 , -0.00658819769661 , 4.96570240921 , 0.117521551498 , 0.441251500861 , 0.333882417122 , 0.282770533218 , 2.0 , 1.5 , 1.5 , 3 , 2 , 2 , 0.2 , 0.166666666667 , 0.00537634408602 , 5114837ec2a3754cfe669027 , 1
28.6 , 0.092100031597 , 0.199231054879 , 7.15603114959 , 1.0 , 2.05730613073 , 0.222222222222 , 3.15559689861 , 2.519815717 , -0.0877209094847 , 6.06229793878 , 0.434593302458 , 0.726544761245 , 0.588399170354 , 0.403681434194 , 0.857142857143 , 1.28571428571 , 1.5 , 7 , 7 , 4 , 0.6 , 0 , 0.0 , 51147fabc2a3754cfe668c47 , 1
