@relation 'CityBeatEvents-weka.filters.unsupervised.attribute.Remove-R2-3,6-8,11-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1-weka.filters.unsupervised.attribute.Standardize-weka.filters.MultiFilter-Fweka.filters.supervised.instance.SpreadSubsample -M 1.0 -X 0.0 -S 1-Fweka.filters.unsupervised.attribute.Standardize_predicted'

@attribute AvgCaptionLen numeric
@attribute stat_StdPhotoDis numeric
@attribute AvgPhotoDis numeric
@attribute stat_StdPhotoDisbyCap numeric
@attribute MeanPhotoDisbyCap numeric
@attribute CaptionPercentage numeric
@attribute PredictedStd numeric
@attribute TopWordPopularity numeric
@attribute Zscore numeric
@attribute Entropy numeric
@attribute diff_AvgPhotoDis numeric
@attribute diff_TopWordPopularity numeric
@attribute diff_Entropy numeric
@attribute tfidf1 numeric
@attribute tfidf2 numeric
@attribute tfidf3 numeric
@attribute NumberOfHashtages1 numeric
@attribute NumberOfHashtages2 numeric
@attribute NumberOfHashtages3 numeric
@attribute NumberOfPhotsoContaingTopWord1 numeric
@attribute NumberOfPhotsoContaingTopWord2 numeric
@attribute NumberOfPhotsoContaingTopWord3 numeric
@attribute Top10PhotoLocationNameFreq numeric
@attribute Top3PhotoLocationNameSame numeric
@attribute ID string
@attribute predictedlabel {1,-1}
@attribute label {1,-1}

@data
-1.428399,-0.338656,-0.558552,-0.818263,-0.380016,0.431617,-0.706991,-0.711218,1.859704,0.115789,-0.558552,-0.70329,-0.168016,-0.419612,-0.162596,0.166795,1.392462,-0.73452,-0.718992,-0.441489,-0.49574,-0.463868,-0.321026,-0.078689,51148e85c2a3754cfe66a090,-1,-1
0.806232,-0.936126,1.27445,0.239581,0.580135,-0.310534,0.083806,-0.8241,-0.386611,0.969767,1.27445,-0.102239,-0.992247,-1.114911,-1.048749,-1.230806,1.078192,2.346623,0.747306,-0.238303,-0.129028,-0.000715,-0.321026,-0.078689,51147df1c2a3754cfe668983,-1,-1
0.591968,-0.99017,-0.659892,0.966727,2.033899,-1.810458,0.546286,-0.291943,-0.62056,0.957053,-0.659892,-0.548438,-0.937742,-0.67634,-0.408091,-0.228178,0.030626,-0.314364,0.574801,-0.238303,-0.312384,-0.463868,-0.409594,-0.078689,51147b62c2a3754cfe668716,-1,-1
-0.335323,0.940696,1.652364,0.206926,0.50886,0.337161,-0.291979,-0.57576,-0.592525,0.818301,1.652364,-0.70329,-0.811417,-0.260125,0.11562,0.437545,-0.493158,-0.73452,2.386111,-0.441489,-0.49574,-0.463868,-0.409594,-0.078689,511482bac2a3754cfe668f42,-1,-1
1.094666,-0.64716,0.261758,-0.182991,0.286715,-0.191789,-0.490972,0.22657,-0.293419,0.767657,0.261758,-0.484999,-0.710959,-0.293354,-0.264923,0.021844,2.335272,-0.73452,-0.330855,-0.339896,-0.312384,-0.232291,-0.321026,-0.078689,51148062c2a3754cfe668cdd,-1,-1
1.206194,-0.846477,0.370822,-0.721259,-0.854192,0.691369,-0.469215,0.914281,-0.142755,0.99576,0.370822,0.408844,-0.956865,0.192393,0.664399,1.261939,-0.178888,0.012424,0.316042,-0.136711,-0.129028,-0.232291,-0.321026,-0.078689,5114862fc2a3754cfe669453,-1,-1
-0.38973,-0.318059,-0.942083,0.107348,-0.177868,-0.399592,0.465051,-0.020647,-0.313775,0.123169,-0.942083,-0.262584,-0.082966,-0.411303,-0.606675,-0.462269,0.449652,-0.73452,0.186663,-0.238303,-0.312384,-0.232291,-0.321026,-0.078689,51147b57c2a3754cfe668709,1,-1
-1.099832,-0.491576,0.699368,-0.400837,0.142614,0.08528,-0.397065,-0.20325,-0.465481,0.633255,0.699368,-0.70329,-0.623545,0.079263,0.465012,0.992708,-0.807427,-0.73452,-0.718992,-0.441489,-0.49574,-0.463868,-0.301345,-0.078689,51148663c2a3754cfe6694c5,-1,-1
-1.417129,-0.431468,0.858902,0.191802,0.289036,0.362349,0.550829,-1.096669,-0.228884,1.063983,0.858902,-0.310334,-1.06913,-1.031766,-1.008217,-1.228637,-0.618866,-0.314364,-0.589613,-0.035118,-0.312384,-0.232291,-0.232459,-0.078689,51147bdbc2a3754cfe668749,1,1
-0.002331,0.526132,0.112788,0.440561,0.518536,-1.09634,0.536087,-0.4102,-0.786146,-0.020308,0.112788,-0.041304,0.02005,-0.666327,-0.515024,-0.451328,-0.807427,0.479264,-0.546487,-0.238303,-0.129028,-0.000715,0.12181,-0.078689,51147864c2a3754cfe668473,1,1
0.527614,1.067607,-0.301804,-0.410481,-0.266945,0.401931,-0.118357,-0.668888,-0.604817,-1.438057,-0.301804,-0.192654,1.389645,-0.57309,-0.825979,-0.805785,1.313895,0.666,0.661053,-0.136711,0.054328,-0.000715,0.210378,-0.078689,51147f74c2a3754cfe668bb8,1,1
0.339347,2.903554,-0.469603,0.467017,-0.745943,0.553853,0.134037,0.851211,-0.048191,-3.143298,-0.469603,2.516849,3.18379,1.644092,0.834526,-0.17699,-0.074131,0.207648,0.092569,2.809473,3.354733,4.399243,2.424561,-0.078689,51148f4fc2a3754cfe66a178,1,1
-1.143578,0.45379,0.039112,1.144652,0.863109,-0.607394,-0.259108,0.583161,0.665092,-0.029274,0.039112,-0.107792,0.023327,-0.429792,-0.123865,-0.252487,-0.597914,-0.547784,-0.460234,-0.238303,-0.129028,-0.232291,0.12181,-0.078689,51147e9ec2a3754cfe668ab2,1,1
-0.752827,-0.211961,0.992322,-0.062439,0.053432,0.283187,0.449627,-0.758748,-0.618337,0.694824,0.992322,-0.063739,-0.745009,-0.188674,-0.847793,-1.352336,-0.571725,-0.524442,-0.330855,-0.136711,0.054328,0.230862,-0.143892,-0.078689,51147abac2a3754cfe668648,1,1
-0.649508,1.501664,-0.732742,0.4839,0.744722,-1.363037,0.872597,-0.604977,-0.658389,-1.477335,-0.732742,-0.53307,1.307195,-0.610132,-0.606675,-0.508258,-0.388401,-0.594468,-0.718992,-0.238303,-0.312384,-0.463868,-0.055324,-0.078689,51147f1bc2a3754cfe668b3b,1,1
-0.078185,0.410027,-0.099957,-0.168194,-0.331937,0.653045,1.88859,-0.061652,-0.485496,-0.384106,-0.099957,1.010151,0.475046,0.043457,-0.100073,-0.259477,-0.388401,-0.349377,-0.427889,0.980807,0.787751,1.157169,0.653214,-0.078689,51147966c2a3754cfe668500,1,1
1.427384,-1.697514,-2.312837,1.917016,-1.782688,0.431617,-0.611567,3.35253,0.847117,-1.001067,-2.312837,0.785754,0.869547,1.874881,2.643364,2.450899,0.198236,0.161813,-0.287728,-0.035118,0.237684,-0.000715,0.033243,-0.078689,5114a32bc2a3754cfe66b952,1,1
0.500707,1.161266,-0.394569,0.465914,-0.868461,0.100504,2.118073,1.398698,-0.040928,-1.865125,-0.394569,4.088408,2.104002,1.596925,1.244,0.542347,0.111208,0.201147,0.564848,6.060434,7.93863,5.32555,4.815879,-0.078689,51147967c2a3754cfe668503,1,1
0.601055,-0.414209,0.385933,0.122666,0.154854,-0.261057,0.187049,-0.837452,-0.185178,0.455647,0.385933,0.710165,-0.50359,-0.449908,-0.564901,-0.918844,-0.318563,0.701013,-0.682027,0.371252,0.787751,0.925592,0.564647,-0.078689,51147c22c2a3754cfe668773,1,1
-0.615852,-1.187588,-2.248852,0.309389,-0.204014,-0.607394,-0.550821,0.252041,0.350802,-1.253811,-2.248852,-0.187014,1.201286,-0.780837,-0.577202,-0.45064,-0.807427,0.105792,-0.589613,-0.238303,-0.312384,-0.232291,0.564647,12.668981,5114a33dc2a3754cfe66b9a4,1,1
-0.636529,-0.586269,1.580397,0.774241,1.091143,-0.639363,4.189593,-1.054045,-0.626239,-1.590313,1.580397,-0.048557,1.929622,-1.117897,-1.253949,-1.385119,0.187761,0.666,0.402295,0.066474,-0.129028,-0.000715,0.387512,-0.078689,511477e8c2a3754cfe66841d,1,1
-0.384828,-0.592361,-1.670145,0.879303,-0.073478,-0.658077,-0.585728,1.001931,0.76323,-1.871926,-1.670145,1.503389,2.042212,0.003107,-0.145761,-0.773374,0.187761,-0.454416,-0.330855,0.676029,0.787751,0.694015,1.096051,-0.078689,5114a339c2a3754cfe66b976,1,1
-0.110345,-0.231283,-0.110208,0.67645,0.675412,-0.888207,0.194237,-0.4102,-0.683238,-0.349295,-0.110208,-0.04604,0.424831,-0.237553,-0.598465,-0.774078,-0.283644,-0.127628,1.092318,0.066474,0.421039,-0.000715,0.47608,-0.078689,511478dac2a3754cfe6684b7,1,1
-0.510306,-1.765598,-1.033273,-2.277433,-0.811847,1.470627,-0.844891,-0.07908,3.52614,0.008951,-1.033273,-0.534028,-0.045059,-0.260125,0.068957,0.341859,-0.283644,-0.454416,-0.718992,-0.238303,-0.49574,-0.463868,-0.321026,-0.078689,5114a47fc2a3754cfe66bb07,1,1
1.938475,-0.067411,-0.451962,-2.286405,-1.709991,1.470627,-0.415353,1.732343,-0.142415,-0.003014,-0.451962,0.566648,-0.02421,0.876078,1.299826,1.341546,0.57536,0.595974,-0.395544,-0.035118,0.054328,0.230862,-0.409594,-0.078689,51148d4fc2a3754cfe669e7a,1,1
3.324506,2.640354,-0.018439,-2.673283,-0.932972,1.470627,-0.609164,0.141667,-0.053209,-0.046982,-0.018439,-0.630838,-0.085824,0.07039,0.380609,0.775965,-0.807427,-0.73452,5.491214,-0.339896,-0.49574,-0.463868,-0.399753,-0.078689,51148b02c2a3754cfe669a65,-1,-1
0.269004,1.136483,-0.407732,0.540497,1.056131,-0.468859,0.872581,-0.758748,-0.701165,-1.58267,-0.407732,-0.136455,1.697657,-0.799728,-0.705021,-0.703517,0.135382,0.035766,-0.546487,-0.136711,0.054328,-0.000715,0.47608,-0.078689,51147f1ac2a3754cfe668b36,1,-1
0.53245,0.612245,1.250342,-0.199095,0.250625,-0.087888,-0.452385,0.062829,-0.73058,0.762199,1.250342,-0.70329,-0.755509,0.264996,0.901187,1.57928,-0.493158,2.626727,2.386111,-0.441489,-0.49574,-0.463868,-0.387452,-0.078689,511489d2c2a3754cfe6698a6,-1,-1
-1.610199,-0.55526,1.175111,0.737053,1.308876,-1.463049,-0.529692,-0.919616,0.686188,0.638442,1.175111,-0.70329,-0.632837,-0.603929,-0.307377,-0.133189,-0.807427,-0.454416,-0.718992,-0.441489,-0.49574,-0.463868,-0.409594,-0.078689,5114847ec2a3754cfe669123,-1,-1
-1.179686,0.675961,1.439769,1.077246,2.639212,-4.196702,-0.191113,0.417601,-0.560519,0.545389,1.439769,-0.70329,-0.588579,0.64491,1.133048,1.85874,-0.178888,-0.174312,-0.718992,-0.441489,-0.49574,-0.463868,-0.232459,-0.078689,51148030c2a3754cfe668c8d,-1,-1
1.120596,-0.416309,-0.538715,-0.442934,-0.463944,0.431617,0.01452,0.417601,-0.700792,0.352491,-0.538715,0.317343,-0.369595,-0.044409,0.131797,0.04401,0.711544,0.619316,0.316042,0.066474,0.421039,0.462439,-0.143892,-0.078689,51147ac9c2a3754cfe668658,1,-1
1.750585,-0.281178,0.722134,-1.221033,-0.920531,0.81441,-0.200339,0.417601,-0.409051,0.516777,0.722134,-0.241725,-0.480019,-0.352512,-0.66838,-0.593113,-0.178888,-0.26768,-0.201475,-0.136711,-0.129028,-0.232291,-0.232459,-0.078689,5114804bc2a3754cfe668c94,-1,-1
-0.741236,0.017366,-0.860581,-0.321595,-0.268494,-0.087888,-0.770293,0.062829,1.132399,0.072085,-0.860581,-0.70329,-0.167499,0.321683,0.901187,1.154667,0.763922,-0.73452,0.574801,-0.441489,-0.49574,-0.463868,-0.387452,-0.078689,511491f5c2a3754cfe66a511,-1,-1
0.601707,0.298951,0.880482,0.37876,0.617775,-1.201114,-0.753629,-0.711218,-0.11945,1.177671,0.880482,-0.70329,-1.215952,-0.476532,-0.162596,0.125723,-0.807427,-0.73452,-0.201475,-0.441489,-0.49574,-0.463868,-0.409594,-0.078689,511494e8c2a3754cfe66a81a,-1,-1
-0.825962,-0.21726,-0.128959,0.762106,0.746998,-0.399592,0.121747,-0.897142,-0.645592,0.7336,-0.128959,-0.608009,-0.719717,-0.842458,-0.63914,-0.580824,-0.336023,0.666,-0.201475,-0.339896,-0.49574,-0.463868,-0.321026,-0.078689,51147a60c2a3754cfe6685dc,-1,-1
-0.02702,-1.507214,-0.695201,0.890067,2.095733,-3.204919,-0.529741,0.914281,-0.691737,0.922736,-0.695201,-0.70329,-0.921386,1.097427,1.855284,2.910728,-0.807427,-0.454416,-0.460234,-0.441489,-0.49574,-0.463868,-0.387452,-0.078689,511488f8c2a3754cfe6697ef,-1,-1
-1.099832,0.166195,0.826108,0.341152,0.258899,0.737208,-0.397863,0.107175,-0.063799,0.124867,0.826108,-0.087385,-0.119979,-0.888293,-0.718035,-0.691914,0.21395,0.175818,-0.201475,-0.136711,0.054328,-0.463868,-0.321026,-0.078689,5114865bc2a3754cfe6694bf,-1,-1
3.285158,-1.038221,0.991736,0.58575,0.685069,0.08528,-0.222737,0.417601,-0.703285,1.025086,0.991736,0.203879,-1.056381,0.029662,0.573868,1.210042,3.08952,5.427766,4.973697,-0.035118,-0.312384,-0.232291,-0.409594,-0.078689,51148168c2a3754cfe668e4c,-1,-1
1.75614,-0.455245,0.039111,1.114263,1.364475,-2.685414,-0.063737,0.417601,-0.024875,0.82646,0.039111,-0.528017,-0.806312,-0.051313,0.170811,0.639088,0.763922,0.666,0.574801,-0.238303,-0.129028,-0.232291,-0.232459,-0.078689,51147d5ac2a3754cfe6688f2,-1,-1
-0.816159,-0.747375,0.104866,-1.011348,-0.787565,1.470627,-0.195383,-0.312812,-0.601032,0.60746,0.104866,-0.439728,-0.552893,-0.399921,-0.606675,-0.610534,-0.178888,-0.594468,0.186663,-0.339896,-0.312384,-0.232291,-0.409594,-0.078689,51147cbec2a3754cfe668838,-1,-1
-0.50614,-0.533456,0.8323,-0.957829,-0.555309,0.737208,-0.486173,-0.8241,0.333801,0.630375,0.8323,-0.620777,-0.560859,-0.732999,-0.571751,-0.412797,-0.807427,-0.73452,-0.718992,-0.339896,-0.49574,-0.463868,-0.409594,-0.078689,51148841c2a3754cfe669727,-1,-1
0.454415,0.404611,-0.430462,-0.187775,0.077265,0.223815,0.371524,-1.146023,-0.130021,-0.948691,-0.430462,-0.142197,1.001922,-0.863481,-0.699042,-1.125217,0.21395,-0.361048,-0.201475,-0.136711,-0.129028,-0.000715,-0.143892,-0.078689,51147ab9c2a3754cfe668641,1,1
-0.751308,-2.172296,-3.177838,-0.118374,-4.059279,1.470627,0.106386,3.665127,-0.261862,-2.607578,-3.177838,2.111244,2.149812,4.175828,0.820331,-0.089143,-0.650293,-0.594468,-0.373981,0.269659,0.787751,-0.000715,0.033243,-0.078689,51147fddc2a3754cfe668c4b,1,1
-0.347164,0.022767,0.235539,0.631585,0.511696,-1.126899,-0.49767,-0.366632,0.799021,0.142215,0.235539,0.384593,-0.02662,-0.298199,-0.740936,-0.929183,-0.545536,0.385896,-0.718992,0.066474,0.237684,-0.000715,0.387512,-0.078689,511487dcc2a3754cfe669668,1,1
0.728859,0.874892,0.310947,0.771763,1.265471,-0.418483,0.158018,-0.114557,-0.577001,-0.512864,0.310947,0.009119,0.519776,-0.088368,-0.559393,-0.707325,0.359861,-0.398395,-0.330855,0.168067,0.237684,0.230862,0.033243,-0.078689,51147f0dc2a3754cfe668b31,1,1
-0.353655,1.415305,0.642307,0.78989,0.70843,-0.607394,-0.031426,-0.675096,-0.14071,-1.306523,0.642307,0.318373,1.035278,-0.6299,-1.017219,-1.100987,-0.178888,-0.398395,-0.546487,0.269659,0.237684,-0.000715,-0.232459,-0.078689,51148245c2a3754cfe668eb2,1,1
-0.237317,-0.634836,1.456645,0.478824,0.389033,-0.310534,5.076992,-0.646714,-0.724346,-0.845609,1.456645,0.151414,1.020958,-1.108272,-1.016415,-1.150096,0.096099,-0.127628,0.057283,0.269659,0.421039,0.230862,0.47608,-0.078689,511477f5c2a3754cfe668421,1,1
-1.138578,-0.188226,1.375059,0.912329,1.321215,-1.829759,5.076353,-0.774432,-0.665962,-1.326867,1.375059,0.226344,1.573047,-0.912122,-1.122216,-1.500692,0.253234,-0.342374,-0.072096,0.269659,0.237684,-0.232291,1.096051,-0.078689,511477f5c2a3754cfe66841f,1,1
-1.912253,-0.537325,-0.625501,2.132782,0.040268,-1.022998,-0.290783,1.038451,-0.706835,0.60742,-0.625501,0.20664,-0.617564,-0.048602,0.420444,0.795602,-0.702671,-0.73452,-0.460234,-0.238303,-0.49574,-0.463868,-0.409594,-0.078689,51148549c2a3754cfe6692cf,-1,1
-1.143578,2.5268,-1.052904,-0.66608,-0.457335,0.337161,-0.025751,-0.07908,-0.603579,-1.073278,-1.052904,-0.528017,0.81176,0.754224,0.11562,0.08981,-0.178888,0.105792,1.092318,-0.339896,-0.49574,-0.463868,-0.321026,-0.078689,51147feec2a3754cfe668c51,1,1
0.423554,-0.950926,-0.19146,-0.95051,-0.482836,0.610756,0.550852,-0.962067,-0.687867,0.760559,-0.19146,-0.583863,-0.695187,-0.976716,-1.018043,-1.044998,0.685355,-0.174312,0.316042,-0.136711,-0.312384,-0.232291,-0.321026,-0.078689,51147aebc2a3754cfe668685,-1,1
-1.269955,-0.388613,-1.471106,1.192975,-0.240049,-0.310534,-0.596492,1.245401,0.318981,-1.635971,-1.471106,0.364775,1.41291,-0.050428,-0.007804,0.1933,-0.556012,-0.38439,-0.589613,-0.035118,0.054328,-0.232291,0.033243,-0.078689,51148defc2a3754cfe669f4d,1,1
-1.075529,0.231415,0.017626,0.636049,-0.468658,0.223815,0.238488,-0.272233,0.089924,-0.217375,0.017626,0.575235,0.234419,1.347199,-1.123802,-1.292658,-0.597914,-0.454416,-0.330855,0.371252,-0.312384,-0.232291,0.47608,-0.078689,51147c8cc2a3754cfe6687ea,1,1
-0.610297,-1.662799,-2.351664,3.400196,-2.256047,-1.646404,-0.637358,4.556604,0.420914,-1.260176,-2.351664,0.642127,0.915008,4.785345,1.337614,2.086334,-0.571725,-0.314364,-0.330855,-0.136711,-0.312384,-0.232291,-0.166033,-0.078689,5114a32ac2a3754cfe66b944,1,1
0.445156,0.50377,-0.879338,-1.989705,-1.221448,1.470627,-0.849367,0.535858,3.042422,-0.157006,-0.879338,0.158229,0.024944,0.950816,0.080785,-0.761958,0.009674,0.292528,-0.115222,-0.035118,-0.129028,-0.000715,-0.232459,-0.078689,5114a199c2a3754cfe66b7ba,1,1
-1.089417,-0.072667,-0.844908,0.749545,0.436791,0.08528,-0.595812,0.417601,0.397832,0.686412,-0.844908,-0.52743,-0.700396,0.234637,0.642857,1.127416,-0.178888,-0.73452,-0.718992,-0.339896,-0.49574,-0.463868,-0.399753,-0.078689,51149ab2c2a3754cfe66af56,-1,1
