@relation 'CityBeatEvents-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1-weka.filters.unsupervised.attribute.Standardize-weka.filters.MultiFilter-Fweka.filters.supervised.instance.SpreadSubsample -M 1.0 -X 0.0 -S 1-Fweka.filters.unsupervised.attribute.Standardize_predicted'

@attribute AvgCaptionLen numeric
@attribute AvgPhotoDis numeric
@attribute AvgPhotoDisbyCap numeric
@attribute CaptionPercentage numeric
@attribute PredictedStd numeric
@attribute TopWordPopularity numeric
@attribute Zscore numeric
@attribute Entropy numeric
@attribute tfidf1 numeric
@attribute tfidf2 numeric
@attribute tfidf3 numeric
@attribute NumberOfHashtages1 numeric
@attribute NumberOfHashtages2 numeric
@attribute NumberOfHashtages3 numeric
@attribute NumberOfPhotsoContaingTopWord1 numeric
@attribute NumberOfPhotsoContaingTopWord2 numeric
@attribute NumberOfPhotsoContaingTopWord3 numeric
@attribute Top10PhotoLocationNameFreq numeric
@attribute Top3PhotoLocationNameSame numeric
@attribute ID string
@attribute predictedlabel {1,-1}
@attribute label {1,-1}

@data
1.478763,1.029566,0.913433,0.373239,-0.550998,-0.352505,-0.28391,1.190062,-0.603657,-0.354938,-0.332558,-0.053892,-0.535428,-0.244516,-0.195264,-0.293208,-0.687047,-0.732666,-0.316947,51148062c2a3754cfe668cdd,-1,-1
1.435471,0.835078,-1.596684,-1.435427,-0.854972,-0.731263,-0.350956,0.748774,-0.555456,-0.222432,0.090731,-0.592302,-0.535428,-0.561231,-0.988429,-0.798606,-0.687047,-0.602033,-0.316947,51148b60c2a3754cfe669adb,-1,-1
-1.339551,0.233008,0.353282,0.373239,3.518897,0.310321,-0.798025,0.431508,0.187061,0.277978,0.672673,-0.390398,-0.324969,0.388912,0.201319,0.21219,-0.010332,-0.210133,-0.316947,51147974c2a3754cfe668526,1,1
-1.142572,-0.919705,-0.5208,0.373239,2.534517,0.089379,-0.810847,-0.031529,0.122388,0.470212,0.810805,-0.350017,-0.219739,-0.244516,0.597901,-0.293208,-0.010332,0.312401,-0.316947,511478ecc2a3754cfe6684c9,1,1
1.009044,1.205429,0.829484,0.373239,-0.099628,-0.352505,-0.574535,0.431508,-0.180358,0.470212,-0.382449,0.215313,0.095951,0.072198,-0.195264,0.21219,-0.010332,0.312401,-0.316947,511482cec2a3754cfe668f72,1,1
-0.294048,-1.729046,-1.172326,0.373239,0.203178,1.415031,0.601504,-1.57652,0.614529,1.102728,1.190155,-0.026971,-0.156601,-0.307859,0.597901,1.222987,2.019815,0.834935,-0.316947,51148308c2a3754cfe668f8e,1,1
-1.286519,-1.74535,0.32515,0.373239,0.396214,0.531263,-0.19395,-2.219304,-0.038321,0.410585,0.94279,0.134552,-0.377584,-0.350088,0.597901,0.717588,0.666384,0.834935,-0.316947,51148f61c2a3754cfe66a1b2,1,1
-0.475874,-0.646999,-0.104063,0.373239,0.365646,-0.352505,-0.372941,-1.137697,-0.667138,-0.509534,-0.382449,0.417217,-0.377584,-0.561231,-0.591847,-0.293208,-0.010332,-0.210133,-0.316947,51148241c2a3754cfe668ea4,1,1
1.653014,-0.270149,0.989236,0.373239,1.487539,-0.352505,-0.690368,0.171795,-0.180358,-0.02888,0.159763,-0.592302,-0.535428,-0.561231,-0.591847,-0.293208,-0.010332,-0.732666,-0.316947,5114789bc2a3754cfe668496,1,1
-1.40016,-1.439157,-1.712409,0.373239,3.517356,1.856915,-0.529509,-1.57652,2.473444,0.591164,-0.404582,-0.188494,-0.219739,-0.561231,2.580814,0.717588,-0.010332,2.402535,-0.316947,51147971c2a3754cfe668514,1,1
-2.051706,-1.992096,-1.650785,0.373239,0.479843,0.973147,0.276174,-2.219304,0.178716,-0.966669,-2.039417,-0.440874,-0.377584,-0.561231,1.787649,0.717588,-0.687047,2.925069,-0.316947,51147c8bc2a3754cfe6687e2,1,1
-0.809223,-1.857464,0.353677,0.373239,-0.056062,0.752205,-0.780731,-2.219304,-0.326588,-0.014343,0.375751,-0.23897,-0.140816,-0.117831,1.787649,2.739181,2.019815,1.357468,-0.316947,51147fabc2a3754cfe668c47,1,1
1.766656,1.23957,-0.185766,0.373239,0.611999,0.310321,-0.285978,0.282966,0.0124,0.277978,0.774841,0.484518,0.306411,0.072198,-0.195264,0.21219,0.666384,-0.210133,-0.316947,51147ab9c2a3754cfe66863e,1,1
-1.37175,-0.030082,-1.780735,-2.520627,-0.257766,-0.29727,-0.735595,0.713867,-0.668652,-0.414924,-0.232679,-0.457699,-0.535428,-0.244516,-0.195264,-0.798606,-0.687047,-0.732666,-0.316947,51148549c2a3754cfe6692cf,-1,1
-0.922865,-0.193666,0.881635,0.373239,-0.888715,-0.573447,-0.079836,-0.031529,-0.775683,-0.626631,-0.461171,-0.188494,-0.377584,-0.561231,-0.195264,-0.293208,-0.687047,0.834935,3.143059,51149261c2a3754cfe66a56e,1,1
0.857522,1.549609,0.869338,0.373239,-0.800412,-0.352505,1.491488,0.431508,-0.267526,-0.579588,-0.382449,0.417217,0.253796,-0.561231,-0.591847,-0.293208,-0.010332,-0.732666,-0.316947,51148ae1c2a3754cfe6699da,-1,-1
-1.460769,0.571243,0.581305,0.373239,0.418048,-0.131563,0.025183,0.796532,0.15451,-0.549774,-0.572124,0.215313,-0.219739,-0.561231,-0.195264,-0.293208,-0.010332,0.312401,3.143059,51147d98c2a3754cfe668922,1,-1
0.584782,1.073874,0.986488,0.373239,-0.622298,-0.794389,-0.050742,0.713867,-0.854255,-0.729423,-0.794029,-0.592302,-0.219739,-0.244516,-0.591847,-0.798606,-0.687047,-0.732666,-0.316947,51148987c2a3754cfe66982f,-1,-1
-0.203134,-0.245939,0.702518,0.373239,0.083118,-0.352505,-0.622615,-0.564112,-0.512664,-0.262606,-0.332558,0.619121,0.411641,-0.561231,-0.591847,-0.293208,-0.010332,1.357468,-0.316947,51147db1c2a3754cfe66895a,1,-1
0.851028,1.226325,-1.547421,-1.435427,-0.494476,-0.731263,-0.761538,0.898335,-0.535036,-0.155228,0.26742,-0.188494,3.252848,3.239341,-0.988429,-0.798606,-0.687047,-0.602033,-0.316947,511489d2c2a3754cfe6698a6,-1,-1
-1.157725,-0.370645,0.606019,0.373239,-0.501555,-0.131563,-0.012637,-0.564112,0.398061,-0.233516,0.147993,-0.053892,-0.061894,-0.402873,-0.195264,-0.293208,-0.010332,-0.210133,-0.316947,5114849ac2a3754cfe669185,1,-1
-1.011884,0.733639,-2.175608,-2.520627,-0.467268,-0.849625,-0.403829,0.967721,-0.614172,-0.294777,0.031793,1.830544,0.095951,1.339055,-0.988429,-0.798606,-0.687047,-0.732666,-0.316947,511484c1c2a3754cfe6691cb,-1,-1
0.721152,1.193813,0.811165,0.373239,0.290922,-0.352505,-0.385729,1.250081,-0.599832,-0.549774,-0.332558,-0.592302,-0.535428,-0.402873,-0.591847,-0.293208,-0.010332,-0.210133,-0.316947,51147df1c2a3754cfe668983,-1,-1
-1.26379,1.182635,0.472254,0.373239,-0.289446,0.089379,-0.303717,0.796532,-0.578003,-0.278555,-0.332558,-0.390398,-0.377584,-0.350088,0.201319,0.717588,0.666384,-0.210133,-0.316947,51147f08c2a3754cfe668b26,1,-1
0.506495,0.22089,-2.218871,-4.449871,-0.629397,-0.573447,-0.59166,0.901453,-0.401342,0.038515,0.406072,-0.188494,-0.219739,-0.561231,-0.988429,-0.798606,-0.687047,-0.674607,-0.316947,51148a47c2a3754cfe66993b,-1,-1
-0.028042,1.431868,0.025012,0.373239,-0.550534,-0.941684,-0.571484,1.106057,-0.694508,-0.469569,-0.321622,-0.592302,-0.535428,-0.244516,-0.988429,-0.798606,-0.687047,-0.674607,-0.316947,511485f2c2a3754cfe6693e5,-1,-1
2.493963,-0.351025,1.032353,0.373239,0.519185,-0.131563,-0.770929,0.171795,-0.214172,-0.088889,0.27892,-0.592302,-0.535428,-0.561231,-0.195264,-0.293208,-0.010332,-0.732666,-0.316947,51147f5cc2a3754cfe668b77,1,-1
-1.544107,0.191613,-0.063953,0.373239,0.492311,-1.015331,-0.654478,1.250081,-0.854255,-0.768078,-0.711907,-0.592302,-0.535428,-0.561231,-0.988429,-0.798606,-0.687047,-0.210133,-0.316947,51147b4dc2a3754cfe6686e3,-1,-1
0.690847,-1.640546,-0.245294,0.373239,-0.53517,0.089379,0.701724,-1.137697,0.594566,0.212349,0.092664,-0.026971,-0.377584,0.388912,0.597901,-0.293208,-0.010332,-0.732666,-0.316947,51148d6dc2a3754cfe669e91,1,1
-0.741038,-1.2699,-0.558609,0.373239,-0.727642,0.752205,0.962203,-0.846471,0.299705,1.021452,0.480071,-0.087542,-0.140816,-0.033373,0.201319,0.717588,0.666384,1.357468,-0.316947,5114a32bc2a3754cfe66b952,1,1
-0.930441,0.493301,-2.346235,0.373239,0.248185,-0.352505,-0.266832,0.171795,-0.47885,-0.579588,-0.548314,-0.592302,-0.219739,-0.561231,-0.591847,-0.293208,-0.010332,-0.210133,-0.316947,51147a63c2a3754cfe6685e4,-1,1
1.266632,-0.628365,0.814025,0.373239,-0.440233,-0.131563,-0.118928,-0.193229,-0.326588,0.072266,0.27892,-0.323097,-0.430198,-0.244516,-0.195264,0.21219,0.666384,-0.210133,-0.316947,51148d4fc2a3754cfe669e7a,1,1
-0.180406,-1.579444,0.302378,0.373239,0.180864,0.973147,0.135408,-0.966508,1.554899,1.484162,2.931487,-0.350017,-0.377584,-0.455659,0.597901,0.717588,0.666384,1.880002,3.143059,51147a4fc2a3754cfe66858e,1,1
-0.975898,-1.50535,-1.071312,0.373239,3.099779,2.298799,0.313767,-1.57652,2.382292,2.825355,2.076528,-0.350017,-0.346015,-0.165338,2.580814,3.749978,1.343099,0.312401,-0.316947,511479d1c2a3754cfe66854c,1,1
-0.58194,-0.690025,-1.333127,0.373239,-0.754933,0.310321,0.650487,0.000607,0.651745,0.277978,0.851363,0.215313,-0.219739,0.230555,0.201319,0.21219,-0.010332,0.312401,-0.316947,51148da1c2a3754cfe669ef9,1,1
-1.112268,-1.672224,-1.72209,0.373239,1.097215,-0.352505,-0.168749,-1.57652,-0.267526,-0.05615,0.27892,-0.592302,-0.377584,-0.402873,-0.591847,-0.293208,-0.010332,1.880002,-0.316947,51147c44c2a3754cfe6687bf,1,1
-1.036507,0.369503,0.85511,0.373239,-0.150998,-0.573447,-0.240029,1.056245,-0.758776,-0.549774,-0.382449,-0.457699,-0.535428,-0.561231,-0.195264,-0.293208,-0.687047,-0.732666,-0.316947,51148321c2a3754cfe668fad,-1,1
-1.210757,0.590368,0.401682,0.373239,0.583987,0.089379,0.506655,0.713867,0.15451,0.470212,1.190155,0.619121,0.411641,-0.138945,-0.195264,0.21219,0.666384,-0.210133,-0.316947,51147c35c2a3754cfe668796,1,1
-1.241062,-0.536116,-2.906895,0.373239,-0.704958,4.508219,0.049803,-0.313889,2.755055,2.194235,0.672888,-0.430779,-0.409152,-0.49085,2.580814,3.749978,4.726677,1.357468,-0.316947,5114a33bc2a3754cfe66b988,1,1
-1.49865,-1.901052,-1.067765,0.373239,0.323998,2.298799,-0.249432,-2.219304,2.406646,-0.66312,-0.548314,-0.430779,-0.409152,-0.244516,2.580814,3.749978,1.343099,1.357468,3.143059,51147fddc2a3754cfe668c4b,1,1
-1.271366,-0.675223,0.636652,0.373239,-1.035704,-0.352505,1.695758,0.139659,0.651745,-0.645891,-0.667435,-0.087542,-0.535428,0.072198,0.201319,-0.798606,-0.687047,0.312401,-0.316947,5114940dc2a3754cfe66a75a,1,1
0.883497,-0.476015,-2.204897,-2.842168,-0.872943,-0.731263,0.379332,0.242008,-0.510883,-0.112637,0.169177,-0.188494,-0.535428,0.705627,-0.988429,-0.798606,-0.687047,-0.094014,-0.316947,51148c26c2a3754cfe669cc8,-1,-1
0.160519,0.472796,0.963221,0.373239,-0.664307,-0.794389,0.36903,1.190062,-0.308911,-0.549774,-0.332558,-0.390398,-0.377584,0.388912,-0.591847,-0.293208,-0.687047,-0.210133,-0.316947,51148830c2a3754cfe669706,-1,-1
0.380227,0.755635,-1.050116,0.373239,-0.859258,-0.352505,0.673041,0.713867,-0.758776,-0.552387,-0.461171,1.022929,0.72733,0.705627,-0.591847,-0.293208,-0.010332,-1.2552,-0.316947,51148e80c2a3754cfe66a05d,-1,-1
0.849946,-0.116458,0.826451,0.373239,-0.196642,-0.131563,-0.586123,-0.031529,-0.650266,-0.579588,-0.548314,-0.053892,0.095951,0.072198,-0.195264,-0.293208,-0.010332,-0.210133,-0.316947,511482c0c2a3754cfe668f53,-1,-1
2.630333,1.205308,1.07612,0.373239,-0.047896,-1.015331,-0.795261,0.454155,-0.758776,-0.604795,-0.424631,11.118119,8.619573,8.623485,-0.988429,-0.798606,-0.687047,-0.732666,-0.316947,511480ccc2a3754cfe668daa,1,-1
-0.862256,1.003354,-0.026058,0.373239,-0.5208,-0.794389,-0.804468,1.078892,-0.789978,-0.626631,-0.461171,0.417217,0.095951,-0.561231,-0.591847,-0.798606,-0.687047,-0.732666,-0.316947,511482a9c2a3754cfe668f00,-1,-1
0.728728,1.124608,0.97167,0.373239,-0.2923,-1.015331,-0.729723,0.967721,-0.789978,-0.604795,-0.493401,-0.188494,-0.535428,-0.561231,-0.988429,-0.798606,-0.687047,-0.732666,-0.316947,51147f07c2a3754cfe668b22,-1,-1
0.357498,0.445333,0.8031,0.373239,-0.843903,-0.352505,3.17302,0.885056,-0.267526,-0.262606,-0.382449,-0.188494,0.569486,0.705627,-0.591847,-0.293208,-0.010332,-0.732666,-0.316947,51148ba4c2a3754cfe669b5a,-1,-1
0.175672,0.643593,0.828076,0.373239,-0.633511,0.310321,0.74994,0.454155,0.34734,1.259629,2.695321,-0.592302,-0.535428,-0.561231,-0.195264,0.21219,0.666384,-0.732666,-0.316947,51148a29c2a3754cfe66992b,1,-1
-0.104645,1.036273,1.069612,0.373239,-0.407372,-0.794389,-0.65961,0.907703,-0.802361,-0.645891,-0.522233,-0.390398,-0.535428,0.072198,-0.591847,-0.798606,-0.687047,-0.732666,-0.316947,511483efc2a3754cfe669091,-1,-1
0.221128,-0.180412,0.969973,0.373239,-0.780825,-1.015331,0.053187,0.454155,-0.758776,-0.549774,-0.461171,-0.592302,-0.219739,1.65577,-0.988429,-0.798606,-0.687047,0.312401,-0.316947,51148e11c2a3754cfe669fcb,-1,-1
3.054595,-0.046891,0.690616,0.373239,0.872161,0.531263,-0.570385,-0.031529,0.13753,0.312181,-0.24855,-0.350017,-0.456506,-0.244516,0.597901,0.717588,0.666384,-0.210133,-0.316947,51147ad4c2a3754cfe668660,1,-1
-0.765661,1.00733,-1.567014,-2.520627,-0.805283,-0.849625,0.338557,0.796532,-0.705566,-0.556606,-0.469773,-0.188494,-0.219739,-0.244516,-0.988429,-0.798606,-0.687047,-0.732666,-0.316947,51148c3ac2a3754cfe669d1a,-1,-1
-0.316776,-0.43784,0.745134,0.373239,0.975007,0.089379,-0.759455,-0.193229,-0.308911,-0.549774,-0.332558,0.215313,0.095951,-0.244516,-0.195264,0.21219,-0.010332,-0.732666,-0.316947,51147bdbc2a3754cfe66874c,1,1
0.33477,-0.916933,-0.472934,0.373239,0.433962,0.531263,-0.29798,-1.57652,0.287928,0.895814,0.89517,-0.49135,-0.535428,-0.402873,0.201319,0.717588,-0.010332,-0.732666,-0.316947,51148288c2a3754cfe668edd,1,1
-0.703158,0.544588,-0.955188,0.373239,3.454497,-0.352505,-0.768643,-0.202718,-0.813283,-0.645891,-0.548314,0.821025,0.095951,0.54727,-0.591847,-0.293208,-0.010332,-0.732666,-0.316947,5114796ac2a3754cfe668511,1,1
-0.48345,-1.625087,-0.269136,0.373239,-0.873666,2.077857,2.651553,-0.846471,1.806278,3.240332,5.416099,-0.476928,-0.445231,-0.470741,1.391066,2.233783,3.373246,-0.732666,-0.316947,51148c24c2a3754cfe669cc1,1,1
1.046925,0.720338,0.997447,0.373239,1.378003,-0.573447,-0.824998,0.967721,-0.768219,-0.626631,-0.461171,-0.188494,-0.219739,0.072198,-0.591847,-0.293208,-0.687047,-0.210133,-0.316947,51147898c2a3754cfe668495,-1,1
-1.854727,-1.977122,-3.821107,0.373239,-1.07596,4.950103,6.246729,-2.219304,3.312163,6.2834,9.33893,-0.188494,-0.219739,-0.244516,2.580814,3.749978,5.403392,-1.2552,-0.316947,5114a19ac2a3754cfe66b7c8,1,1
-0.513755,-0.19889,0.50086,0.373239,0.559686,0.973147,-0.077702,-0.031529,1.14898,1.325135,1.600243,-0.390398,-0.47229,-0.561231,0.994484,1.222987,0.666384,-0.732666,-0.316947,51147d55c2a3754cfe6688e9,1,1
0.455988,0.432291,0.432034,0.373239,1.431245,0.310321,-0.665424,0.282966,-0.356844,-0.158305,-0.020974,-0.289446,-0.114509,-0.561231,0.201319,0.21219,-0.010332,-0.210133,-0.316947,51147bc6c2a3754cfe668728,1,1
-0.286471,-0.650366,0.039323,0.373239,-1.06941,-0.794389,3.889216,-0.846471,-0.758776,-0.604795,-0.493401,-0.188494,-0.219739,-0.561231,-0.591847,-0.798606,-0.687047,1.880002,3.143059,5114a47fc2a3754cfe66bb07,1,1
-0.218286,-0.495567,-0.573046,0.373239,0.153647,0.752205,-0.340565,-1.137697,2.593387,-0.432442,-0.169799,-0.130808,0.569486,-0.244516,1.391066,-0.293208,-0.010332,2.402535,-0.316947,51147f9ac2a3754cfe668c31,1,1
-0.271319,0.988846,0.562025,0.373239,0.116423,0.310321,0.026419,1.078892,-0.269943,0.133478,-0.461171,-0.269256,-0.219739,-0.561231,0.597901,-0.293208,-0.010332,-0.732666,-0.316947,51147f99c2a3754cfe668c2b,-1,1
-1.64428,1.058565,-1.751937,-1.073694,0.090258,-0.205211,-0.411324,-0.031529,-0.742935,-0.623517,-0.769666,-0.188494,-0.219739,-0.561231,-0.591847,-0.293208,-0.010332,1.357468,-0.316947,51147cb1c2a3754cfe66881a,-1,1
-0.051612,-0.846785,0.816368,0.373239,-0.550284,-0.131563,-0.40183,-0.564112,-0.180358,0.44615,0.94279,-0.390398,-0.377584,-0.402873,0.201319,-0.293208,-0.010332,-0.732666,-0.316947,51148d1ac2a3754cfe669e26,1,1
-1.013778,-0.954936,0.69835,0.373239,0.599676,-0.131563,-0.720971,-1.57652,-0.242508,-0.402098,-0.332558,-0.188494,-0.061894,-0.086159,-0.195264,-0.293208,-0.010332,0.312401,-0.316947,51147f61c2a3754cfe668b8f,1,-1
-0.794071,0.742971,0.953724,0.373239,0.62768,-0.794389,-0.78529,0.139659,-0.437465,-0.549774,-0.332558,0.013409,-0.061894,-0.561231,-0.591847,-0.293208,-0.687047,-0.732666,-0.316947,51147a6fc2a3754cfe668601,-1,-1
0.072973,1.000025,0.029518,-1.073694,1.084765,-0.941684,-0.792378,0.454155,-0.694508,-0.469569,-0.24521,-0.592302,-0.219739,-0.561231,-0.988429,-0.798606,-0.687047,-0.210133,-0.316947,51147aaac2a3754cfe66863c,-1,-1
0.046878,1.688108,0.887813,0.373239,-0.570266,-0.573447,-0.524422,1.078892,-0.712249,-0.579588,-0.572124,0.215313,-0.219739,-0.561231,-0.591847,-0.293208,-0.687047,-0.732666,-0.316947,51148669c2a3754cfe6694cb,-1,-1
1.206023,0.004252,0.060685,0.373239,-0.792235,-0.794389,0.306499,-0.202718,-0.758776,-0.579588,-0.424631,3.647678,1.990089,1.972484,-0.591847,-0.798606,-0.687047,0.834935,-0.316947,51148eecc2a3754cfe66a0f4,-1,-1
-0.406847,0.702579,-0.784918,-1.073694,-0.449213,-0.941684,-0.79381,0.713867,-0.765926,-0.610052,-0.433428,0.215313,-0.535428,-0.244516,-0.988429,-0.798606,-0.687047,-0.732666,-0.316947,511484dac2a3754cfe669210,-1,-1
-0.339504,0.045092,-0.867845,-2.520627,-0.779741,-0.573447,0.771847,0.454155,-0.614172,-0.294777,-0.176582,-0.390398,1.6744,1.65577,-0.591847,-0.798606,-0.687047,-0.732666,-0.316947,51148c67c2a3754cfe669d56,-1,-1
0.008997,0.445033,-0.079138,0.373239,-0.321717,-0.573447,-0.441593,0.796532,-0.718466,-0.549774,-0.424631,-0.188494,-0.377584,-0.244516,-0.591847,-0.293208,-0.687047,-0.732666,-0.316947,51148502c2a3754cfe6692b9,-1,-1
0.695898,-0.241982,0.024013,-1.073694,0.074805,-0.696193,0.009492,0.625344,-0.694508,-0.497577,-0.28581,0.013409,-0.535428,2.605913,-0.591847,-0.798606,-0.687047,-0.210133,-0.316947,51147d5ac2a3754cfe6688f2,-1,-1
-1.104692,0.843164,0.895102,0.373239,0.246061,-0.573447,-0.739057,0.713867,-0.758776,-0.549774,-0.374048,-0.592302,-0.377584,-0.561231,-0.591847,-0.293208,-0.687047,-0.210133,-0.316947,51147e0cc2a3754cfe6689bc,-1,-1
-1.021355,0.800277,-0.106842,-1.073694,-0.710463,-0.696193,0.477135,0.431508,-0.742935,-0.543239,-0.353657,-0.592302,-0.535428,-0.561231,-0.591847,-0.798606,-0.687047,-0.210133,-0.316947,511488c7c2a3754cfe6697a9,-1,-1
-0.150101,0.065221,0.774979,0.373239,-0.881905,-0.131563,0.428934,-0.313889,0.719373,-0.579588,-0.382449,-0.026971,0.095951,0.388912,0.597901,-0.293208,-0.687047,-0.732666,-0.316947,51148caac2a3754cfe669d7d,1,-1
0.123481,1.114945,0.087247,-1.073694,-0.599638,-0.941684,-0.749665,0.713867,-0.742935,-0.610052,-0.45596,1.830544,0.411641,0.388912,-0.988429,-0.798606,-0.687047,-0.732666,-0.316947,511489b4c2a3754cfe669881,-1,-1
-0.07434,0.656436,-0.237755,0.373239,0.399626,0.089379,-0.593743,0.625344,0.122388,-0.156712,-0.085435,-0.289446,-0.219739,-0.244516,0.201319,0.21219,0.666384,-0.732666,-0.316947,51147f0dc2a3754cfe668b31,1,1
-0.566788,-1.977568,-0.277948,0.373239,-0.656686,1.635973,-0.01721,-2.219304,1.946107,2.485703,-0.332558,-0.067352,-0.125032,-0.054488,2.580814,3.749978,2.019815,1.880002,-0.316947,51148712c2a3754cfe669570,1,1
-0.195558,-0.584226,1.001558,0.373239,-0.324486,-1.015331,-0.038196,-0.564112,-0.813283,-0.645891,-0.548314,1.830544,-0.535428,0.388912,-0.988429,-0.798606,-0.687047,1.880002,3.143059,51148d89c2a3754cfe669eb5,1,1
-0.474191,-0.815976,-0.882902,0.373239,-0.47854,-0.941684,-0.127046,-0.246754,-0.694508,-0.469569,-0.24521,0.080711,-0.219739,-0.561231,-0.195264,-0.798606,-0.687047,2.228358,3.143059,51148d30c2a3754cfe669e4f,1,1
0.584782,0.737763,0.976918,0.373239,-0.503466,-0.794389,-0.299031,1.078892,-0.758776,-0.692934,-0.650846,0.215313,-0.535428,0.388912,0.201319,-0.798606,-0.687047,-0.732666,-0.316947,51148657c2a3754cfe66949e,-1,1
-1.134996,-1.637919,-1.184529,0.373239,0.338624,1.635973,0.506914,-2.219304,2.951687,0.835286,1.274519,-0.551921,-0.535428,-0.561231,2.580814,0.21219,0.666384,2.402535,3.143059,51148f5fc2a3754cfe66a195,1,1
1.675742,0.128882,0.874524,0.373239,-0.47107,-0.352505,-0.299016,0.542678,-0.289371,0.051286,0.20955,-0.592302,-0.535428,0.54727,-0.591847,-0.293208,-0.010332,-0.210133,-0.316947,51148d37c2a3754cfe669e54,-1,1
0.637815,-0.286073,0.704975,0.373239,0.70528,0.089379,0.599005,0.431508,-0.58621,-0.331573,-0.332558,-0.49135,-0.456506,-0.086159,0.201319,0.717588,-0.010332,-0.210133,-0.316947,511478cac2a3754cfe6684ac,1,1
-0.566788,-1.032252,0.676719,0.373239,-0.705561,0.089379,0.385179,-1.57652,-0.535877,-0.461561,-0.382449,-0.269256,-0.140816,-0.402873,0.597901,0.717588,-0.010332,1.880002,3.143059,51148defc2a3754cfe669f4d,1,1
-1.36228,-1.722827,-1.270258,0.373239,2.579685,0.310321,-0.220029,-2.219304,0.908852,0.341376,-0.424631,0.148012,0.095951,-0.561231,0.994484,1.222987,-0.010332,2.925069,3.143059,511479acc2a3754cfe668542,1,1
0.402955,1.208357,0.517387,0.373239,0.421238,0.531263,0.007491,0.713867,-0.407324,-0.184511,-0.461171,-0.430779,-0.324969,0.072198,0.597901,0.21219,-0.010332,0.312401,-0.316947,51147a64c2a3754cfe6685eb,1,1
1.653014,1.230098,0.954645,0.373239,-0.254679,-0.131563,-0.595733,1.250081,-0.308911,0.110914,0.309332,-0.053892,-0.535428,0.072198,-0.195264,-0.293208,-0.010332,0.312401,3.143059,511482e1c2a3754cfe668f78,-1,1
-0.612244,-1.863059,0.044408,0.373239,-0.461128,0.973147,0.308406,-2.219304,1.554899,0.951251,0.643674,-0.148114,-0.219739,0.072198,2.580814,0.717588,0.666384,0.834935,-0.316947,5114848ac2a3754cfe669163,1,1
0.418107,0.597329,0.915637,0.373239,-1.105375,-0.794389,3.797704,0.796532,-0.661683,-0.549774,-0.382449,-0.592302,-0.535428,-0.561231,-0.591847,-0.798606,-0.687047,-0.732666,-0.316947,5114a930c2a3754cfe66c03c,-1,-1
-0.803541,0.163832,-0.865086,-2.520627,-0.632838,-0.849625,-0.309153,0.237672,-0.614172,-0.294777,-0.175538,-0.592302,-0.535428,-0.561231,-0.988429,-0.798606,-0.687047,-0.732666,-0.316947,5114a346c2a3754cfe66b9ad,-1,-1
-0.475874,0.394852,0.986862,0.373239,-0.652224,-0.794389,-0.314797,0.796532,-0.788847,-0.66312,-0.548314,-0.390398,-0.535428,-0.244516,-0.591847,-0.798606,-0.687047,-0.732666,-0.316947,511485d1c2a3754cfe6693a2,-1,-1
0.274161,0.506143,0.08165,0.373239,-0.288699,-1.015331,-0.422636,0.602697,-0.775683,-0.579588,-0.493401,-0.188494,0.72733,0.705627,-0.988429,-0.798606,-0.687047,-0.732666,-0.316947,51148010c2a3754cfe668c63,-1,-1
0.910555,0.881162,0.858407,0.373239,-0.388458,-0.794389,-0.337156,1.078892,-0.758776,-0.549774,-0.382449,-0.390398,-0.535428,-0.561231,-0.591847,-0.798606,-0.687047,-0.732666,-0.316947,511484f1c2a3754cfe66927e,-1,-1
1.336711,0.422868,-1.588163,-2.520627,-0.678323,-0.573447,-0.748569,1.078892,-0.614172,-0.332045,-0.066609,1.830544,2.305779,0.705627,-0.591847,-0.798606,-0.687047,-0.732666,-0.316947,51148a58c2a3754cfe66994c,-1,-1
-0.620903,0.930191,-2.191433,-3.96756,0.132956,-0.731263,-0.592806,1.078892,-0.535036,-0.222432,0.21522,-0.592302,-0.535428,-0.561231,-0.988429,-0.798606,-0.687047,-0.210133,-0.316947,51147d8ec2a3754cfe668905,-1,-1
1.463611,0.832162,1.043935,0.373239,-0.335544,-0.794389,-0.059483,0.171795,-0.758776,-0.626631,-0.493401,-0.188494,0.095951,0.072198,-0.591847,-0.798606,-0.687047,-0.732666,-0.316947,511484f8c2a3754cfe6692a3,-1,-1
0.1984,0.907891,0.859871,0.373239,-0.97563,-0.794389,1.808848,0.796532,-0.267526,-0.579588,-0.461171,-0.188494,-0.535428,0.388912,-0.591847,-0.798606,-0.687047,-0.732666,-0.316947,5114991cc2a3754cfe66adda,-1,-1
-0.150101,0.543944,0.873952,0.373239,-0.735358,-0.352505,-0.135697,0.885056,-0.38411,-0.549774,-0.487125,0.215313,-0.535428,-0.561231,-0.591847,-0.293208,-0.010332,-0.210133,-0.316947,511488aac2a3754cfe66977a,-1,-1
-1.119844,-1.300873,0.25144,0.373239,-0.966293,0.310321,1.684474,-1.57652,-0.451645,-0.068863,0.196673,-0.592302,-0.535428,-0.561231,0.201319,0.21219,-0.010332,-1.2552,-0.316947,51149101c2a3754cfe66a339,1,-1
