@relation CityBeatEvents-weka.filters.unsupervised.attribute.Standardize

@attribute AvgCaptionLen numeric
@attribute AvgPhotoDis numeric
@attribute AvgPhotoDisbyCap numeric
@attribute CaptionPercentage numeric
@attribute PredictedStd numeric
@attribute TopWordPopularity numeric
@attribute Zscore numeric
@attribute Entropy numeric
@attribute TheRatioOfPeopleToPhoto numeric
@attribute tfidf1 numeric
@attribute tfidf2 numeric
@attribute tfidf3 numeric
@attribute NumberOfHashtages1 numeric
@attribute NumberOfHashtages2 numeric
@attribute NumberOfHashtages3 numeric
@attribute NumberOfPhotsoContaingTopWord1 numeric
@attribute NumberOfPhotsoContaingTopWord2 numeric
@attribute NumberOfPhotsoContaingTopWord3 numeric
@attribute Top10PhotoLocationNameFreq numeric
@attribute Top3PhotoLocationNameSame numeric
@attribute ID string
@attribute label {1,-1}

@data
0.376701,0.701161,-0.589665,-1.369861,0.066732,-0.52272,-0.581543,1.099332,-0.377939,-0.162195,0.243964,0.557714,-0.454555,2.704365,0.281431,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51149489c2a3754cfe66a7a1,-1
0.496003,-0.042461,0.804815,0.633483,1.7462,0.899812,-0.038873,-0.084765,1.472857,0.141259,-0.284605,-0.277954,-0.454555,-0.451379,-0.319509,0.836239,0.562319,1.220205,-0.530888,-0.137686,51147bc8c2a3754cfe66872c,-1
-0.784928,-2.57364,0.611145,0.633483,0.137496,0.899812,-0.679757,-3.62763,-0.140657,0.47819,0.272901,-0.192521,-0.454555,-0.31989,-0.319509,0.836239,0.562319,1.220205,3.861994,7.258656,51147f0cc2a3754cfe668b2f,-1
-0.124728,0.52,-1.905595,-1.592455,-0.321075,0.337052,-0.680879,0.688718,-0.472851,-0.135024,0.239,0.158576,-0.183664,-0.451379,0.762183,0.058374,-0.506958,-0.395768,-1.409465,-0.137686,511485f3c2a3754cfe6693e7,-1
0.281119,0.604673,0.128719,-0.368189,0.053818,0.267576,-0.306363,1.099332,-0.283026,0.493487,-0.179818,-0.012664,-0.183664,0.732025,-0.199321,0.058374,0.562319,-0.395768,-0.530888,-0.137686,51148623c2a3754cfe669443,-1
-0.414463,1.083944,-0.624012,-1.369861,-0.000642,0.571536,-0.863921,0.645008,-0.23557,-0.208331,-0.047331,0.130799,-0.319109,-0.31989,-0.199321,0.058374,0.562319,-0.395768,0.347688,-0.137686,51147dd1c2a3754cfe668975,-1
-0.523719,1.02894,0.992643,0.633483,-0.61941,0.024408,1.123675,0.645008,-0.188114,-0.544953,-0.560616,-0.523713,-0.454555,-0.31989,-0.439697,0.058374,0.562319,-0.395768,-0.530888,-0.137686,51148af4c2a3754cfe669a43,-1
-0.395625,-0.004588,-0.654206,-1.369861,-0.185391,0.024408,-0.528566,-0.814537,-0.377939,0.001193,0.01104,0.355093,0.899897,-0.451379,-0.439697,0.058374,-0.506958,-0.395768,2.104841,-0.137686,511497e9c2a3754cfe66ac69,-1
-1.09637,0.97916,-1.282783,0.633483,2.986483,-0.850997,-0.804659,1.37478,0.333906,-0.634058,-0.753103,-0.730911,-0.454555,0.074578,-0.199321,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,511479e4c2a3754cfe66855e,-1
0.744375,1.066468,0.198886,-0.368189,-0.421145,-0.21876,0.024317,-0.866245,-0.377939,-0.082116,-0.099503,0.083844,1.170788,-0.188401,3.646695,0.058374,-0.506958,-0.395768,-0.530888,-0.137686,51147e8cc2a3754cfe668a86,-1
-0.046509,-0.142558,0.93151,0.633483,-0.435509,0.024408,0.29422,-0.084765,0.238993,-0.504886,-0.374277,-0.382108,-0.454555,-0.451379,-0.439697,0.058374,0.562319,-0.395768,0.347688,-0.137686,51147f84c2a3754cfe668bce,-1
-0.91051,-0.023308,0.146944,0.633483,0.482538,-0.850997,-0.744621,0.920456,-0.283026,-0.578829,-0.560616,-0.523713,-0.454555,-0.188401,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51147dcac2a3754cfe66896b,-1
0.425677,0.426622,0.958698,0.633483,0.251517,0.46211,-0.352362,0.190683,-0.093201,-0.544953,-0.686872,-0.728703,-0.319109,-0.451379,-0.319509,0.058374,0.562319,1.220205,0.347688,-0.137686,5114835fc2a3754cfe669019,-1
2.990889,0.591481,-1.796536,-1.870697,-0.471021,2.212919,-0.220868,0.154565,-0.472851,0.408957,1.153893,1.834559,4.556918,5.597131,5.08895,0.058374,0.562319,1.220205,-0.311244,-0.137686,511487d0c2a3754cfe66964a,-1
-0.041486,0.168053,1.028187,0.633483,-0.304795,-0.413295,-0.719889,0.823884,-0.425395,-0.504886,-0.374277,-0.192521,-0.183664,-0.451379,-0.439697,0.058374,-0.506958,-0.395768,-0.530888,-0.137686,511484dcc2a3754cfe669213,-1
-0.856689,-0.063625,-1.299507,-0.618607,-0.597524,-0.288237,0.139738,0.462419,-0.472851,0.082585,0.582302,0.484951,-0.454555,0.074578,0.041055,-0.719492,-0.506958,-0.395768,-1.409465,-0.137686,51148fdcc2a3754cfe66a219,-1
0.895073,-0.413118,-0.664152,-0.368189,0.095945,0.267576,-0.777167,-0.121204,-0.283026,-0.207345,-0.099503,-0.603957,1.306233,0.600536,-0.439697,0.058374,0.562319,-0.395768,1.226265,-0.137686,51149047c2a3754cfe66a27b,-1
-0.948184,-0.267415,-1.295402,-1.369861,-0.372769,-0.52272,-0.011371,-0.635661,0.191537,-0.212279,-0.229569,-0.08765,-0.454555,-0.451379,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51148647c2a3754cfe669479,-1
-0.624184,0.393827,0.912217,0.633483,-0.493044,-0.413295,0.685887,-0.217776,0.286449,-0.544953,-0.507676,-0.382108,-0.454555,-0.451379,-0.439697,0.836239,-0.506958,-0.395768,0.347688,-0.137686,511485dbc2a3754cfe6693ab,-1
-0.373021,0.854342,0.670334,0.633483,-0.423129,0.899812,-0.029994,0.823884,0.618643,0.41334,0.65195,0.183794,-0.273961,-0.451379,-0.319509,0.836239,0.562319,1.220205,-0.530888,-0.137686,511484e1c2a3754cfe669225,-1
-0.885393,0.630027,-1.299194,-0.368189,-0.804741,-0.705096,3.470638,-0.396652,-0.377939,-0.434738,-0.731681,-0.784064,-0.183664,-0.451379,-0.199321,-0.719492,-0.506958,-0.395768,0.347688,-0.137686,5114919bc2a3754cfe66a44c,-1
-0.317765,-1.90751,0.688915,0.633483,0.016176,1.337515,-0.301787,-2.646102,0.191537,1.149714,-0.507676,-0.457348,-0.183664,-0.27606,-0.319509,1.614105,1.631596,1.220205,1.226265,-0.137686,511480cac2a3754cfe668d9f,-1
-0.428277,0.612962,-0.047438,0.633483,1.191789,0.46211,-0.283034,-1.141693,3.08637,-0.281301,-0.649395,-0.665019,0.087226,0.074578,-0.439697,0.058374,0.562319,1.220205,2.983418,-0.137686,51147876c2a3754cfe668481,-1
-0.921274,-0.33379,-1.860979,-2.371534,0.311769,-0.288237,-0.824471,0.33312,-0.283026,0.082585,0.494995,0.679072,-0.454555,-0.188401,-0.439697,-0.719492,-0.506958,-0.395768,0.347688,-0.137686,51147cb8c2a3754cfe668820,-1
0.686169,0.534995,-1.845332,-0.618607,-0.579215,-0.288237,-0.758837,0.462419,-0.472851,0.025346,0.239,0.484951,-0.183664,2.704365,-0.439697,-0.719492,-0.506958,-0.395768,-0.311244,-0.137686,51148821c2a3754cfe6696de,-1
-0.458416,0.258942,-0.600251,0.633483,-0.660141,-0.52272,-0.211588,0.66234,-0.472851,-0.291305,-0.332471,-0.175805,-0.454555,-0.451379,0.762183,-0.719492,-0.506958,-0.395768,-0.311244,-0.137686,51148b45c2a3754cfe669aa9,-1
0.232282,0.677639,-1.23382,0.633483,-0.05283,0.024408,-0.395716,0.770273,-0.472851,-0.352603,-0.14678,0.013139,-0.183664,-0.451379,-0.439697,0.058374,-0.506958,-0.395768,0.786977,-0.137686,51148549c2a3754cfe6692d0,-1
-0.200974,0.010827,-0.598035,-1.369861,-0.272345,-0.52272,-0.595915,-0.263641,-0.472851,-0.291305,-0.14678,0.069515,0.358117,-0.451379,0.281431,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51148d29c2a3754cfe669e2d,-1
1.410954,1.124394,-1.23418,-1.592455,-0.487406,-0.288237,-0.624953,1.168282,-0.472851,0.082585,0.582302,1.166974,-0.183664,0.337557,-0.439697,-0.719492,-0.506958,-0.395768,-0.433269,-0.137686,5114880dc2a3754cfe6696a6,-1
-0.003532,-2.043307,-1.260114,-0.368189,-0.92651,-0.705096,1.995269,-1.417141,-0.472851,-0.352579,-0.179818,0.083844,1.983459,-0.451379,0.041055,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,5114997bc2a3754cfe66ae35,-1
-0.006323,-0.634622,-0.616079,-1.369861,-0.598385,-0.52272,1.036972,0.33312,-0.425395,-0.162195,0.153609,0.355093,-0.454555,-0.188401,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,511488b4c2a3754cfe669786,-1
0.125538,-0.584975,-0.568733,-1.369861,-0.592584,-0.52272,-0.171785,-0.121204,-0.425395,-0.162195,0.243964,0.557714,-0.454555,-0.451379,-0.199321,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51148a6bc2a3754cfe66995d,-1
0.822515,-1.017936,-2.336655,-0.618607,-0.637735,1.58763,0.290532,-0.701789,-0.472851,1.491124,2.900805,4.462043,2.52524,2.441387,2.204439,0.058374,0.562319,1.220205,0.786977,-0.137686,51148daac2a3754cfe669f22,-1
0.204654,-0.350491,1.011756,0.633483,-0.61882,-0.413295,-0.63012,0.33312,-0.472851,-0.504886,-0.374277,-0.457348,0.493562,-0.451379,-0.199321,0.058374,-0.506958,-0.395768,-0.530888,-0.137686,51148cdbc2a3754cfe669de9,-1
-0.011346,0.218203,0.754827,0.633483,-0.034829,0.899812,0.136945,0.190683,0.903381,-0.608174,-0.882121,-1.049796,-0.454555,-0.451379,-0.439697,0.836239,0.562319,1.220205,0.347688,-0.137686,5114833ac2a3754cfe668fbb,-1
1.274608,-0.106429,-1.852492,-1.870697,-0.566523,0.024408,-0.83154,0.462419,-0.472851,0.285718,1.052034,1.834559,-0.454555,-0.451379,-0.439697,-0.719492,-0.506958,-0.395768,-0.311244,-0.137686,511488d5c2a3754cfe6697bb,-1
0.152747,1.285343,0.183962,-0.368189,-0.284,-0.21876,-0.798759,0.920456,-0.472851,-0.385582,-0.247724,-0.096263,0.087226,0.600536,0.281431,0.058374,-0.506958,-0.395768,-0.530888,-0.137686,5114845bc2a3754cfe6690fe,-1
-0.503626,1.257537,1.085017,0.633483,-0.263016,-0.850997,-0.784111,0.057672,-0.377939,-0.608174,-0.649085,-0.847906,0.629007,-0.451379,0.521807,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51148668c2a3754cfe6694c9,-1
-0.373021,0.823018,0.914659,0.633483,-0.104959,0.46211,-0.712102,1.37478,-0.23557,-0.504886,-0.446561,-0.295251,-0.364258,-0.451379,-0.439697,0.836239,0.562319,-0.395768,-0.530888,-0.137686,511482bac2a3754cfe668f40,-1
1.296934,0.660813,0.132407,-0.368189,-0.228569,0.753912,0.224022,0.466131,-0.188114,-0.397098,-0.306547,-0.411454,4.015137,0.074578,-0.439697,0.058374,0.562319,1.220205,0.347688,-0.137686,51148065c2a3754cfe668cea,-1
-0.464695,0.72675,-0.647862,-1.369861,-0.900817,0.024408,1.349887,-0.360213,-0.425395,1.451093,0.243964,0.686127,-0.454555,-0.451379,-0.439697,0.058374,-0.506958,-0.395768,0.347688,-0.137686,5114992dc2a3754cfe66adfa,-1
0.104189,0.915746,0.890481,0.633483,0.652315,0.46211,-0.526441,0.645008,0.096624,-0.450808,-0.446561,-0.400375,-0.454555,-0.451379,-0.439697,0.058374,0.562319,1.220205,-0.530888,-0.137686,51148294c2a3754cfe668ee5,-1
0.325212,0.914517,1.091152,0.633483,0.62557,-0.413295,-0.495385,0.920456,-0.330482,-0.504886,-0.649085,-0.583079,0.222671,-0.451379,-0.439697,0.058374,-0.506958,-0.395768,-0.530888,-0.137686,51147d98c2a3754cfe668920,-1
-0.759812,0.441399,0.887815,0.633483,-0.293729,-0.413295,0.344334,0.645008,0.14408,-0.504886,-0.446561,-0.314309,-0.454555,-0.451379,0.041055,0.058374,-0.506958,-0.395768,-0.530888,-0.137686,51148064c2a3754cfe668ce3,-1
-0.902137,1.051813,0.105675,-0.368189,0.53683,-0.705096,-0.648405,1.195904,-0.23557,-0.352579,-0.179818,-0.096263,-0.454555,-0.451379,-0.199321,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51147e12c2a3754cfe6689c2,-1
0.064003,0.628687,0.910333,0.633483,0.966981,0.024408,-0.56923,0.33312,-0.188114,0.481092,-0.374277,-0.192521,-0.454555,-0.451379,-0.199321,0.058374,0.562319,-0.395768,-0.530888,-0.137686,51147aa8c2a3754cfe66862d,-1
2.089493,-0.323612,0.158645,0.633483,-0.607688,-0.21876,0.090181,-1.197245,-0.472851,-0.171154,-0.099503,-0.012664,-0.454555,-0.451379,5.329326,0.058374,-0.506958,-0.395768,-0.433269,-0.137686,51148b02c2a3754cfe669a65,-1
-0.493579,-0.641138,0.167399,0.633483,-0.805907,-0.850997,1.42801,-0.084765,-0.472851,-0.504886,-0.446561,-0.295251,-0.454555,-0.451379,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,511491d4c2a3754cfe66a495,-1
-0.287625,0.554798,0.869922,0.633483,0.132694,0.46211,-0.033551,0.645008,0.286449,-0.109507,-0.607313,-0.636783,-0.454555,-0.451379,-0.439697,0.058374,0.562319,1.220205,-0.530888,-0.137686,51147e7dc2a3754cfe668a77,-1
0.219724,0.728992,1.109416,0.633483,-0.358732,-0.850997,-0.53576,-0.360213,-0.377939,-0.578829,-0.607313,-0.523713,2.79613,-0.451379,-0.439697,-0.719492,-0.506958,-0.395768,0.347688,-0.137686,511489d3c2a3754cfe6698a7,-1
1.008376,-1.001801,0.973564,0.633483,-0.758542,-0.850997,0.122376,-1.089986,-0.283026,-0.578829,-0.560616,-0.583079,1.441678,-0.451379,-0.199321,-0.719492,-0.506958,-0.395768,0.347688,-0.137686,51148ee3c2a3754cfe66a0e4,-1
-0.518695,-0.426882,0.113404,0.633483,-1.127996,-0.413295,10.728948,-1.723186,-0.283026,0.063951,-0.446561,-0.382108,-0.454555,-0.451379,-0.439697,0.058374,-0.506958,-0.395768,3.861994,7.258656,5114a9f2c2a3754cfe66c114,-1
-0.699533,0.150901,0.169603,0.633483,0.345242,-0.850997,-0.679501,-0.084765,-0.045745,-0.504886,-0.507676,-0.457348,-0.454555,-0.451379,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51147cbcc2a3754cfe668832,-1
0.616003,-0.62834,0.114686,-0.368189,0.095612,0.267576,-0.333062,-0.360213,-0.377939,0.626807,-0.247724,-0.096263,1.080491,0.206068,1.242935,0.836239,0.562319,-0.395768,2.104841,-0.137686,51149046c2a3754cfe66a276,-1
-0.177114,0.308269,0.107643,0.633483,0.748669,-0.850997,-0.704823,0.36956,-0.093201,-0.504886,-0.374277,-0.295251,-0.183664,-0.188401,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,511478bcc2a3754cfe6684a2,-1
-0.141951,0.240341,0.959841,0.633483,-0.214935,-0.850997,-0.568886,0.33312,-0.093201,-0.578829,-0.607313,-0.583079,-0.454555,0.074578,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,5114800fc2a3754cfe668c5b,-1
-0.463439,0.592715,0.996604,0.633483,-0.155379,-0.413295,-0.181763,0.645008,0.618643,-0.504886,-0.560616,-0.730911,-0.183664,-0.451379,0.041055,0.058374,-0.506958,-0.395768,0.347688,-0.137686,5114810ec2a3754cfe668e11,-1
-0.728416,0.339459,-1.287953,-1.369861,-0.272738,-0.52272,-0.84332,1.37478,-0.283026,-0.162195,0.153609,-0.08765,-0.454555,0.074578,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,5114841bc2a3754cfe6690e2,-1
-0.578974,0.145496,0.830042,0.633483,-0.763446,0.46211,1.263828,0.36956,0.238993,-0.243045,-0.374277,-0.295251,-0.093367,-0.451379,0.041055,0.836239,0.562319,-0.395768,-0.530888,-0.137686,51148bb0c2a3754cfe669b97,-1
0.332747,1.169617,-0.553655,-1.369861,-0.082467,0.571536,-0.620677,0.645008,-0.377939,-0.212279,0.153609,0.557714,1.035343,-0.451379,1.964063,0.058374,0.562319,-0.395768,0.347688,-0.137686,51147ec4c2a3754cfe668aee,-1
-0.625858,0.629908,-1.85179,-3.373206,0.061045,0.024408,-0.561814,-0.360213,-0.425395,0.408957,0.885972,1.410102,0.087226,0.074578,-0.439697,-0.719492,-0.506958,-0.395768,1.226265,-0.137686,51148030c2a3754cfe668c8d,-1
-0.282602,1.621523,0.137956,0.633483,-0.349092,-0.413295,-0.676939,0.190683,-0.472851,-0.08997,-0.374277,-0.192521,0.493562,0.863514,0.281431,0.058374,0.562319,-0.395768,-0.530888,-0.137686,51148648c2a3754cfe669480,-1
-0.801672,-0.180497,0.097401,-0.368189,0.094991,0.267576,-0.651587,0.645008,-0.425395,-0.207345,-0.099503,0.144805,-0.048219,0.074578,-0.439697,0.058374,0.562319,-0.395768,-0.530888,-0.137686,51149034c2a3754cfe66a258,-1
0.916701,1.236149,-0.571251,0.633483,0.106151,0.024408,-0.869456,0.462419,-0.472851,-0.162195,0.243964,-0.133106,-0.319109,0.600536,0.521807,0.058374,-0.506958,-0.395768,-0.311244,-0.137686,51148544c2a3754cfe6692c3,-1
-0.960742,-1.629381,-0.761289,0.633483,0.724131,0.024408,-0.155039,-1.998634,4.082953,0.078363,-0.374277,-0.523713,-0.364258,-0.27606,-0.439697,0.836239,1.631596,-0.395768,1.226265,-0.137686,51147b44c2a3754cfe6686c6,-1
0.149398,0.060709,0.027791,0.633483,0.342594,0.899812,-0.036286,1.37478,0.191537,-0.634058,-0.753103,-0.882066,-0.454555,-0.451379,-0.439697,0.836239,0.562319,1.220205,-0.530888,-0.137686,51147e7fc2a3754cfe668a7e,-1
0.236468,-0.319431,0.200413,-0.368189,-0.649491,-0.21876,0.115891,0.36956,-0.472851,-0.352579,-0.099503,-0.096263,-0.454555,-0.188401,-0.439697,0.058374,-0.506958,-0.395768,-0.530888,-0.137686,51148b45c2a3754cfe669aaa,-1
0.090554,1.616332,-1.240611,-2.371534,-0.461492,-0.288237,-0.303923,0.36956,-0.472851,-0.023049,0.239,0.609033,0.358117,0.337557,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51148998c2a3754cfe669853,-1
-1.293533,-2.559362,-0.651617,-1.369861,-0.586348,-0.52272,1.197864,-1.998634,-0.377939,-0.162195,0.243964,0.686127,-0.454555,-0.451379,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51149ab2c2a3754cfe66af5a,-1
-0.042602,0.479677,-0.724113,-0.368189,-0.441691,0.267576,-0.332212,0.645008,-0.377939,-0.352579,-0.247724,-0.096263,-0.364258,0.074578,-0.439697,0.836239,-0.506958,-0.395768,-0.530888,-0.137686,511487d9c2a3754cfe66965d,-1
-0.478509,0.611165,0.976522,0.633483,-0.113334,-0.850997,-0.466126,0.057672,-0.188114,-0.504886,-0.374277,-0.382108,-0.454555,-0.451379,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51148449c2a3754cfe6690f3,-1
3.216935,1.066549,-0.421366,-0.368189,-0.50503,-0.705096,-0.078473,0.645008,-0.472851,-0.352579,-0.099503,0.197989,5.775924,-0.451379,4.127446,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,511487bac2a3754cfe66962d,-1
-0.589021,0.692943,0.923186,0.633483,0.524199,-0.850997,-0.824857,-0.396652,-0.283026,-0.544953,-0.446561,-0.523713,-0.454555,-0.451379,0.041055,-0.719492,-0.506958,-0.395768,1.226265,-0.137686,51147f65c2a3754cfe668b9e,-1
-0.23237,-0.318492,0.883233,0.633483,-0.299644,0.899812,0.097424,0.608568,-0.377939,0.323791,-0.374277,-0.295251,-0.454555,-0.188401,-0.199321,0.836239,0.562319,1.220205,-0.530888,-0.137686,51148547c2a3754cfe6692c6,-1
-0.719626,-0.611061,0.178512,0.633483,0.720749,-0.850997,-0.65444,0.823884,-0.093201,-0.504886,-0.446561,-0.523713,-0.454555,-0.451379,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51147b4dc2a3754cfe6686e3,-1
-1.158084,-1.418805,-1.30301,-0.618607,-0.882433,-0.288237,3.118474,-0.701789,-0.472851,-0.06497,-0.153583,0.018233,0.629007,0.600536,0.041055,-0.719492,-0.506958,-0.395768,-0.311244,-0.137686,51149bffc2a3754cfe66b105,-1
-0.756224,-0.278098,-1.279355,-2.371534,-0.290715,-0.288237,-0.784393,0.057672,-0.330482,0.025346,0.419365,0.8406,-0.454555,-0.451379,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51148405c2a3754cfe6690df,-1
-0.009911,0.142985,-1.300529,-2.371534,-0.402511,-0.288237,-0.592247,0.36956,-0.283026,0.025346,0.494995,0.609033,-0.454555,-0.451379,-0.199321,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,511484bfc2a3754cfe6691c8,-1
0.063445,0.322304,-0.631175,-0.368189,0.018962,0.753912,-0.39278,-1.998634,-0.23557,-0.183518,-0.306547,-0.170003,0.087226,0.074578,0.041055,0.058374,0.562319,1.220205,2.104841,-0.137686,51147ec2c2a3754cfe668ae7,-1
1.318562,-0.717907,-0.639073,-0.479486,-0.327259,1.118664,-0.391425,-0.561163,-0.472851,0.947682,1.592849,2.33827,-0.454555,-0.451379,-0.439697,0.058374,0.562319,1.220205,-0.433269,-0.137686,51148710c2a3754cfe669565,-1
-0.103997,-1.323575,0.095823,0.633483,-0.798924,-0.21876,1.475,-0.663099,-0.472851,-0.434738,-0.358432,-0.489812,-0.454555,-0.451379,-0.439697,0.058374,-0.506958,-0.395768,-0.433269,-0.137686,51148bf4c2a3754cfe669c7a,-1
-0.398137,0.610809,1.062516,0.633483,-0.030803,-0.850997,-0.328757,1.099332,-0.045745,-0.544953,-0.560616,-0.730911,-0.454555,3.230323,2.925567,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51147eacc2a3754cfe668ad5,-1
0.139352,-0.792981,0.877841,0.633483,0.601488,0.46211,-0.416265,-1.596018,1.140663,-0.504886,-0.683348,-0.636783,0.087226,-0.31989,-0.319509,0.058374,0.562319,1.220205,-0.530888,-0.137686,51147f71c2a3754cfe668bb0,-1
-0.053765,1.478262,0.14811,-0.368189,-0.351992,-0.21876,-0.447083,0.190683,-0.377939,-0.05904,-0.099503,0.197989,-0.319109,-0.188401,-0.439697,0.058374,-0.506958,-0.395768,-0.530888,-0.137686,51148893c2a3754cfe669759,-1
0.214142,0.771593,-0.62818,-0.368189,-0.451824,-0.705096,1.250376,0.057672,-0.377939,-0.352579,-0.358432,-0.295635,-0.183664,-0.451379,-0.199321,-0.719492,-0.506958,-0.395768,-1.409465,-0.137686,51148fc8c2a3754cfe66a1e6,-1
-0.292649,0.250399,0.075639,0.633483,-0.091704,0.46211,-0.485939,-0.121204,0.855925,-0.504886,-0.649085,-0.583079,-0.364258,-0.451379,-0.199321,0.836239,0.562319,-0.395768,-0.530888,-0.137686,51147e04c2a3754cfe6689ae,-1
0.018793,0.802091,-0.640621,-1.369861,0.370668,-0.52272,-0.716866,0.645008,-0.283026,-0.254624,-0.099546,0.197928,-0.454555,-0.188401,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51147dbbc2a3754cfe668967,-1
0.911817,-0.029041,0.189401,-0.368189,-0.562197,-0.21876,0.298747,0.33312,-0.377939,-0.352579,-0.247724,-0.012664,0.358117,1.389472,-0.439697,0.058374,-0.506958,-0.395768,-0.530888,-0.137686,51148a55c2a3754cfe669946,-1
-0.02516,1.586851,-0.670214,-0.479486,-0.407834,-0.52272,-0.617775,1.459033,-0.472851,-0.254624,-0.047331,0.272136,0.087226,0.337557,0.281431,-0.719492,-0.506958,-0.395768,-0.433269,-0.137686,511489a0c2a3754cfe66986b,-1
0.144375,0.696531,1.030363,0.633483,-0.195192,0.024408,-0.649605,0.823884,-0.425395,-0.578829,-0.721369,-0.772667,0.899897,-0.451379,0.521807,0.058374,0.562319,-0.395768,-0.530888,-0.137686,5114813bc2a3754cfe668e2e,-1
-0.037718,-0.073567,-0.605666,0.633483,-0.728649,-0.52272,-0.334225,0.462419,-0.472851,-0.162195,0.077215,0.197928,0.899897,-0.188401,-0.439697,-0.719492,-0.506958,-0.395768,-0.311244,-0.137686,51148b64c2a3754cfe669ae6,-1
0.079073,0.281188,0.176664,0.633483,0.40812,-0.413295,-0.439317,0.36956,0.333906,-0.544953,-0.607313,-0.583079,-0.183664,-0.451379,-0.199321,0.058374,-0.506958,-0.395768,1.226265,-0.137686,51147ee2c2a3754cfe668b09,-1
0.878329,0.32553,0.216386,-0.368189,-0.368458,-0.21876,-0.846258,0.645008,-0.472851,-0.467343,-0.446831,-0.35011,-0.454555,-0.188401,-0.199321,0.058374,-0.506958,-0.395768,0.347688,-0.137686,51148634c2a3754cfe66945b,-1
-0.031439,-1.332213,-0.592166,0.633483,-0.323752,-0.850997,-0.047993,-0.360213,-0.140657,-0.504886,-0.446561,-0.382108,-0.183664,-0.451379,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,51148845c2a3754cfe66972d,-1
-0.63423,-0.686896,0.922861,0.633483,1.210337,0.024408,-0.292531,-1.998634,0.808469,-0.188046,-0.607313,-0.914272,0.087226,-0.451379,-0.199321,0.058374,0.562319,-0.395768,1.226265,-0.137686,51147f2ec2a3754cfe668b5b,-1
0.154421,0.079207,0.082691,0.633483,-0.226587,0.46211,-0.732594,-0.396652,-0.23557,-0.368337,-0.446561,-0.382108,-0.454555,-0.451379,0.041055,0.836239,0.562319,-0.395768,0.347688,-0.137686,51148032c2a3754cfe668c8f,-1
2.1474,0.998655,-0.575487,-1.369861,-0.325693,0.024408,-0.663296,1.099332,-0.472851,-0.162195,0.243964,0.557714,-0.319109,0.337557,0.762183,0.058374,-0.506958,-0.395768,-0.530888,-0.137686,5114866bc2a3754cfe6694cc,-1
1.028469,1.433394,1.093909,0.633483,-0.043939,-0.413295,-0.809658,0.36956,-0.283026,-0.578829,-0.560616,-0.457348,-0.454555,0.863514,-0.439697,0.058374,-0.506958,-0.395768,-0.530888,-0.137686,51147d9bc2a3754cfe668935,-1
-1.091905,-1.321601,0.113297,-0.368189,-0.764176,-0.705096,2.548657,-0.814537,-0.377939,-0.496103,-0.358432,-0.400222,-0.454555,-0.451379,-0.439697,-0.719492,-0.506958,-0.395768,0.347688,-0.137686,51148e85c2a3754cfe66a090,-1
0.571352,-0.133638,1.070293,0.633483,-0.025543,-0.413295,-0.388779,0.645008,-0.188114,-0.504886,-0.446561,-0.295251,-0.048219,-0.451379,-0.439697,0.058374,-0.506958,-0.395768,-0.530888,-0.137686,51147ebfc2a3754cfe668ae1,-1
1.084841,0.284054,0.253807,-0.368189,-0.300659,-0.705096,0.029753,0.608568,-0.425395,-0.352579,-0.247724,-0.170003,-0.454555,-0.451379,-0.439697,-0.719492,-0.506958,-0.395768,-0.530888,-0.137686,511488a4c2a3754cfe669770,-1
-0.117552,-0.302014,-1.272417,-0.618607,-0.798702,0.337052,2.127357,0.462419,-0.472851,-0.101947,0.239,0.609033,-0.319109,0.337557,-0.199321,0.058374,-0.506958,-0.395768,-0.311244,-0.137686,51148bf6c2a3754cfe669c85,-1
