0.75173,0.031057,-0.324436,0.75173,0.247493,0.566185,0.281186,0.303366,0.225068,1
-3.670654,-0.194595,-3.400054,-3.670654,2.856541,2.91902,0.540115,1.252533,0.225068,1
0.19215,0.382855,0.466499,0.19215,0.159829,-0.464852,0.022257,0.066074,0.225068,1
-1.301969,-0.066739,-2.324583,-1.301969,1.230213,2.193579,0.151721,0.303366,0.529833,1
-2.22597,-0.061915,-2.738063,-2.22597,1.072366,2.8719,0.022257,0.303366,0.529833,1
-0.403788,0.031564,-0.080878,-0.403788,-0.133695,0.107009,0.022257,-0.171218,-0.079696,1
-0.733356,0.11028,-3.504832,-0.733356,2.871381,3.28477,0.669579,1.015241,1.444127,1
-0.350547,-0.019397,-0.766088,-0.350547,0.230977,0.874291,0.281186,0.777949,0.225068,1
-0.653964,-0.146701,-2.349098,-0.653964,0.452346,2.143954,0.151721,0.066074,-0.079696,1
0.051984,0.002638,0.110955,0.051984,-0.143951,-0.186216,-0.236672,-0.171218,-0.079696,1
-2.474535,-0.051328,-2.758187,-2.474535,1.480654,2.934738,0.540115,0.303366,0.529833,1
-3.093973,-0.222282,-0.618596,-3.093973,0.858771,0.43687,0.281186,0.303366,-0.079696,1
-1.349584,-0.206723,-0.348244,-1.349584,-0.362939,0.3173,-0.107208,-0.40851,-0.384461,1
-0.563573,0.144804,-1.167151,-0.563573,0.587824,1.14442,0.540115,1.252533,1.748892,1
-0.011517,-0.031596,0.000272,-0.011517,0.115411,0.038618,-0.107208,0.066074,0.225068,1
-1.145716,-0.220919,0.441918,-1.145716,-0.354909,-0.459513,-0.236672,-0.40851,-0.384461,1
0.855251,-0.20632,1.009593,0.855251,-0.568942,-1.033934,-0.366137,-0.40851,-0.384461,1
0.842726,0.126706,0.451729,0.842726,0.209435,-0.512395,0.022257,0.303366,0.529833,1
-0.678108,-0.090558,0.008947,-0.678108,-0.139072,0.072199,0.022257,0.303366,-0.079696,1
-0.664293,-0.216563,-0.379694,-0.664293,-0.496813,0.279826,-0.236672,-0.40851,-0.384461,1
-2.734461,-0.21004,-1.526286,-2.734461,1.243327,1.401441,0.151721,0.540658,0.225068,1
1.864687,-0.058873,-0.707546,1.864687,-0.268991,0.874815,-0.236672,-0.171218,-0.079696,1
-0.544661,-0.172359,0.017783,-0.544661,-0.170479,0.02319,-0.107208,0.066074,-0.079696,1
-2.155798,0.032708,-1.730217,-2.155798,5.522465,1.910376,1.964224,3.862743,2.967951,1
-1.823452,-0.202985,-2.266812,-1.823452,0.730967,2.045522,0.151721,0.303366,-0.079696,1
0.115436,0.12407,-0.198671,0.115436,0.812698,0.349539,0.281186,0.777949,1.139363,1
1.773853,0.016365,0.989544,1.773853,-0.444462,-1.005093,-0.236672,-0.171218,-0.079696,1
-1.361763,-0.182944,-1.362351,-1.361763,1.535946,1.219559,0.41065,1.015241,0.529833,1
0.744546,-0.145993,0.493217,0.744546,-0.095294,-0.554533,0.151721,0.303366,-0.079696,1
1.339644,-0.216918,-0.180711,1.339644,0.043266,0.130829,-0.236672,-0.171218,-0.079696,1
-0.582653,-0.146874,-2.826448,-0.582653,0.288436,2.589607,0.281186,-0.171218,-0.079696,1
-1.980654,0.198414,-3.123364,-1.980654,2.080847,3.212049,1.316901,1.252533,1.748892,1
-0.723189,0.555921,-0.260111,-0.723189,1.580868,0.158808,1.057972,1.727117,0.225068,1
