@relation CityBeatEvents-weka.filters.unsupervised.attribute.Standardize_predicted

@attribute AvgCaptionLen numeric
@attribute AvgPhotoDis numeric
@attribute AvgPhotoDisbyCap numeric
@attribute CaptionPercentage numeric
@attribute PredictedStd numeric
@attribute TopWordPopularity numeric
@attribute Zscore numeric
@attribute Entropy numeric
@attribute diff_AvgPhotoDis numeric
@attribute diff_TopWordPopularity numeric
@attribute diff_Entropy numeric
@attribute tfidf1 numeric
@attribute tfidf2 numeric
@attribute tfidf3 numeric
@attribute NumberOfHashtages1 numeric
@attribute NumberOfHashtages2 numeric
@attribute NumberOfHashtages3 numeric
@attribute NumberOfPhotsoContaingTopWord1 numeric
@attribute NumberOfPhotsoContaingTopWord2 numeric
@attribute NumberOfPhotsoContaingTopWord3 numeric
@attribute Top10PhotoLocationNameFreq numeric
@attribute Top3PhotoLocationNameSame numeric
@attribute ID string
@attribute predictedlabel {1,-1}
@attribute label {1,-1}

@data
-0.05357,1.2632,-0.165962,1.389073,-0.738432,-0.056035,0.142232,0.936981,1.2632,-0.527096,-0.946973,0.417012,0.763194,0.802698,-0.026307,-0.665908,-0.660559,-0.35419,-0.360953,-0.318298,-0.254787,-0.063925,51148ba6c2a3754cfe669b6a,-1,-1
0.734833,0.11188,-0.146915,0.539251,-0.220817,0.472597,-0.356562,0.558657,0.11188,-0.251647,-0.525907,0.342516,-0.003963,0.122337,-0.355709,-0.351663,-0.468927,-0.155478,-0.008208,-0.318298,-0.130407,-0.063925,51148066c2a3754cfe668cee,-1,-1
0.172771,-0.126627,-0.131319,-1.443668,-0.445621,0.51907,0.084187,0.830592,-0.126627,0.132197,-0.809999,-0.416058,-0.29361,-0.210025,-0.575311,1.952798,-0.277295,-0.155478,-0.008208,0.136149,0.035433,-0.063925,511487c6c2a3754cfe669638,-1,-1
-0.652749,-0.097173,0.042475,1.037423,-0.168231,-0.886742,-0.404021,0.757861,-0.097173,-0.036806,-0.662528,-0.865895,-0.795197,-1.35286,-0.099507,-0.561159,-0.085662,0.043233,-0.008208,0.136149,-0.130407,-0.063925,51148502c2a3754cfe6692b9,-1,-1
0.159369,0.383301,-0.165747,-2.010217,0.066732,-0.056035,-0.581543,0.751872,0.383301,-0.527096,-0.751721,0.417012,0.935592,1.159007,-0.685111,1.84805,-0.085662,-0.35419,-0.360953,-0.318298,-0.296247,-0.063925,51149489c2a3754cfe66a7a1,-1,-1
-0.396149,0.647386,-0.024921,0.539251,-0.488593,0.170522,-0.176514,0.497801,0.647386,0.817716,-0.5349,-0.744937,-0.682005,-1.067146,-0.597271,-0.456411,-0.564743,0.440657,-0.008208,0.136149,0.035433,-0.063925,511484d0c2a3754cfe6691f7,-1,-1
-1.013019,1.111241,0.037614,-1.026212,3.007901,-0.714871,-0.670348,0.743213,1.111241,0.397428,-0.710417,-1.396144,-1.426258,-1.462807,-0.026307,-0.456411,-0.564743,0.043233,0.344537,0.136149,0.035433,-0.063925,511479e4c2a3754cfe66855f,-1,-1
1.454519,-0.247013,-0.120714,0.114339,-0.025543,-0.174707,-0.388779,0.255558,-0.247013,-0.350352,-0.227648,-0.634473,-0.468804,-0.366486,-0.355709,-0.351663,2.022294,-0.155478,-0.008208,-0.318298,-0.296247,-0.063925,51147ebfc2a3754cfe668ae1,-1,-1
-0.161975,0.931484,-0.15438,0.461994,0.012584,0.110107,-0.725922,0.647945,0.931484,-0.306877,-0.684888,-0.073681,0.221674,0.311822,-0.136108,-0.665908,-0.660559,-0.155478,-0.360953,-0.318298,-0.296247,-0.063925,51148138c2a3754cfe668e28,-1,-1
-0.847252,0.051517,-0.139498,-0.650501,-0.459993,-0.886742,0.777333,0.02791,0.051517,-0.318972,0.011519,-0.875894,-0.74857,-0.70529,0.083494,-0.037418,-0.660559,-0.155478,-0.360953,-0.318298,-0.296247,-0.063925,511483d8c2a3754cfe669057,-1,-1
-0.482844,-0.879331,-0.077388,0.417848,1.137944,-1.498841,-0.716958,-0.07998,-0.879331,-0.527096,0.097431,-1.03361,-0.98727,-0.939901,-0.026307,-0.665908,2.405559,-0.35419,-0.360953,-0.318298,0.201273,-0.063925,51147ad8c2a3754cfe66866f,-1,-1
-0.097249,0.168202,-0.130622,0.660654,-0.623296,-0.503338,0.957569,-0.158206,0.168202,-0.368348,0.134246,-0.526628,-0.478942,-0.356701,0.852099,-0.665908,0.489235,-0.155478,-0.360953,-0.318298,-0.296247,-0.063925,51148af4c2a3754cfe669a40,-1,-1
1.327308,-1.120147,-0.16634,1.389073,-0.74098,2.436086,0.049364,0.543307,-1.120147,0.085776,-0.56658,2.325195,2.710929,1.266183,-0.392309,-0.665908,-0.277295,0.043233,-0.008208,0.136149,-0.254787,-0.063925,51148ba2c2a3754cfe669b57,-1,-1
-0.225642,0.671599,-0.111961,1.389073,0.098203,0.110107,-0.824152,0.834018,0.671599,-0.129434,-0.846696,-0.425487,-0.55584,-0.444925,-0.355709,-0.665908,-0.181478,-0.155478,-0.008208,0.136149,-0.296247,-0.063925,51147d0ec2a3754cfe668891,-1,-1
-1.041755,0.702725,-0.170851,-0.87712,-0.665617,0.299983,-0.201386,0.493338,0.702725,-0.527096,-0.492935,0.50328,1.047966,0.967842,-0.026307,-0.037418,-0.085662,-0.35419,-0.360953,-0.318298,-0.277821,-0.063925,51148d9ec2a3754cfe669ee9,-1,-1
-0.239407,1.03239,-0.010364,0.296444,-0.60271,-0.421546,0.737615,0.642725,1.03239,0.252446,-0.611026,-1.166006,-1.173494,-1.1846,-0.245908,-0.665908,-0.277295,0.440657,-0.008208,0.136149,-0.130407,-0.063925,511486dac2a3754cfe669539,-1,-1
0.323268,-0.259553,0.080997,0.751706,0.552462,-0.997503,-0.382823,0.191423,-0.259553,0.120505,-0.086924,-0.873347,-1.185053,-1.196697,2.096507,0.591071,0.968316,0.043233,0.344537,0.136149,0.367113,-0.063925,51147f70c2a3754cfe668ba8,-1,-1
0.417908,0.128438,-0.111311,-1.160394,0.02088,-0.332937,-0.233151,0.258684,0.128438,-0.294928,-0.106627,-0.727938,-0.55584,-0.444925,-0.685111,-0.665908,-0.085662,-0.155478,-0.008208,-0.318298,-0.296247,-0.063925,51147e27c2a3754cfe668a1c,-1,-1
0.022344,-1.547848,-0.101795,0.315613,0.726304,-0.984472,-0.359811,-0.179506,-1.547848,-0.408297,0.194627,-0.881881,-0.756369,-0.67499,-0.136108,-0.665908,-0.660559,-0.155478,-0.360953,-0.318298,0.035433,-0.063925,51147b46c2a3754cfe6686d6,-1,-1
-0.255631,-0.082972,0.207579,0.343138,-0.45741,-1.219024,0.021746,-1.010111,-0.082972,0.145264,0.910745,-0.863053,-1.135474,-1.231394,-0.070227,-0.246915,0.297603,0.440657,-0.008208,0.136149,0.201273,-0.063925,51148d2bc2a3754cfe669e33,-1,-1
-0.323149,1.295783,-0.160343,-1.160394,-0.09502,-0.332937,-0.852348,0.433184,1.295783,-0.527096,-0.409716,0.144405,0.497453,0.763509,-0.685111,0.591071,-0.660559,-0.35419,-0.360953,-0.318298,-0.296247,-0.063925,511482e2c2a3754cfe668f7a,-1,-1
-0.531069,-0.45457,-0.101249,0.789199,-0.359163,-0.886742,0.992222,-0.910034,-0.45457,-0.354264,0.87897,0.232142,-0.662371,-0.567147,0.193295,-0.665908,-0.660559,-0.155478,-0.360953,-0.318298,0.035433,-0.063925,51148d2ec2a3754cfe669e42,-1,-1
-0.208434,0.763176,-0.131236,-0.523027,-0.481653,0.51907,-0.636483,1.07457,0.763176,-0.061256,-1.067061,-0.526628,-0.351097,-0.314093,-0.245908,0.06733,-0.085662,-0.155478,-0.008208,0.136149,-0.130407,-0.063925,5114871cc2a3754cfe66958c,-1,-1
-0.33597,-1.919538,-0.102259,-0.553378,-0.043085,-1.375393,-0.684409,-1.139708,-1.919538,-0.527096,1.134473,-0.881881,-0.756369,-0.67499,0.193295,-0.456411,-0.468927,-0.35419,-0.360953,-0.318298,-0.130407,-0.063925,511481a6c2a3754cfe668e66,-1,-1
-0.066475,-1.620411,-0.122149,-0.650501,-0.388194,-0.471388,0.650657,-1.777563,-1.620411,-0.269277,1.610452,-0.80972,-0.662371,-0.567147,-0.245908,-0.246915,-0.085662,-0.155478,-0.008208,-0.318298,0.864634,-0.063925,51148063c2a3754cfe668cdf,-1,-1
0.086956,-0.680648,0.22676,-0.827855,0.903268,-0.886742,-0.524198,-0.910609,-0.680648,0.603971,0.980019,-1.048779,-1.074387,-1.122122,1.730505,-0.596075,-0.660559,0.043233,0.344537,0.590597,0.035433,-0.063925,511478eec2a3754cfe6684cd,-1,-1
-0.145679,1.287005,0.544223,-0.282709,2.97759,-1.245086,-0.511684,0.108002,1.287005,0.798526,0.018521,-0.873655,-0.986757,-1.071977,1.466983,1.638554,3.619231,0.440657,0.344537,0.590597,0.367113,-0.063925,511479e0c2a3754cfe668559,-1,-1
-0.499146,1.302817,-0.089413,-1.356507,0.036962,-1.498841,0.047271,0.324195,1.302817,-0.527096,-0.282391,-1.003415,-0.98727,-1.002104,0.412896,0.381575,0.297603,-0.35419,-0.360953,-0.318298,-0.296247,-0.063925,51147df3c2a3754cfe668994,-1,-1
0.572342,0.70214,-0.170828,-2.010217,-0.452765,-0.056035,-0.027909,0.121107,0.70214,-0.527096,-0.141058,0.417012,0.763194,0.989897,-0.46551,-0.456411,-0.468927,-0.35419,-0.360953,-0.318298,-0.130407,-0.063925,51148645c2a3754cfe669473,-1,-1
-0.635486,0.800509,-0.14627,0.539251,0.178617,-0.735704,-0.140514,0.851785,0.800509,-0.527096,-0.9013,-0.30427,-0.229829,-0.108094,2.608911,-0.665908,-0.660559,-0.35419,-0.360953,-0.318298,-0.130407,-0.063925,51147e4dc2a3754cfe668a4a,-1,-1
-0.562411,-0.001455,-0.174872,-1.670288,-0.776341,0.299983,1.176806,0.332632,-0.001455,-0.527096,-0.322916,0.685548,1.116935,1.324325,-0.685111,0.381575,0.297603,-0.155478,-0.360953,-0.318298,-0.296247,-0.063925,511490b6c2a3754cfe66a30a,-1,-1
-0.196963,-1.545431,-0.160353,-0.465085,-0.428541,-0.332937,-0.092606,-1.546337,-1.545431,-0.527096,1.2753,0.026763,0.366431,0.613189,-0.026307,-0.037418,-0.085662,-0.35419,-0.360953,-0.318298,0.035433,-0.063925,5114855cc2a3754cfe6692e6,-1,-1
1.979031,1.159428,-0.165644,-0.650501,-0.325693,0.774672,-0.663296,1.037101,1.159428,-0.34506,-1.041273,0.417012,0.935592,1.159007,-0.575311,-0.037418,0.297603,-0.155478,-0.360953,-0.318298,-0.296247,-0.063925,5114866bc2a3754cfe6694cc,-1,-1
-0.401256,0.238586,0.140155,0.315613,-0.755266,-0.984472,0.907136,0.294316,0.238586,0.063864,-0.151967,-0.888809,-1.508352,-1.537734,0.138394,-0.299289,-0.181478,0.241945,0.697282,0.136149,0.201273,-0.063925,51148e80c2a3754cfe66a05d,-1,-1
-0.260056,-0.612238,-0.174996,0.114339,-0.798739,1.249362,1.011098,0.936981,-0.612238,-0.156104,-0.946973,0.616253,1.047966,1.00857,-0.136108,0.381575,-0.660559,-0.155478,-0.360953,-0.318298,-0.254787,-0.063925,51149328c2a3754cfe66a627,-1,-1
-0.951786,-0.893626,-0.181332,-3.143313,-0.794665,1.439238,1.540591,-0.133703,-0.893626,-0.527096,0.087353,1.338123,2.135447,2.432891,-0.026307,-0.037418,-0.085662,-0.35419,-0.360953,-0.318298,-0.277821,-0.063925,51149714c2a3754cfe66abb4,-1,-1
-0.26866,0.108093,-0.154007,0.604622,-0.417515,-0.332937,0.264662,-0.691823,0.108093,-0.326664,0.604707,-0.400809,-0.191994,-0.027488,-0.191008,-0.665908,-0.660559,0.241945,-0.008208,-0.318298,-0.296247,-0.063925,51148083c2a3754cfe668d56,-1,-1
-0.289308,1.252493,0.100361,-0.067765,-0.112614,-1.219024,0.531203,0.303957,1.252493,-0.236421,-0.153897,-1.382195,-1.408087,-1.422701,-0.575311,-0.351663,-0.660559,-0.155478,-0.008208,0.136149,-0.130407,-0.063925,51147e25c2a3754cfe668a16,-1,-1
-0.372685,0.607534,-0.147778,-0.796185,-0.187223,1.076748,0.614227,1.100667,0.607534,0.31052,-1.10569,0.38712,0.507962,0.266185,-0.099507,-0.665908,-0.085662,0.043233,-0.008208,-0.318298,-0.296247,-0.063925,5114805dc2a3754cfe668cb9,-1,-1
0.178728,-0.502662,-0.0777,0.90346,-0.775282,-0.554459,1.202733,-0.343475,-0.502662,-0.22754,0.463133,-1.055067,-1.01933,-0.999334,-0.685111,-0.456411,-0.660559,-0.155478,-0.008208,0.136149,-0.296247,-0.063925,51148cacc2a3754cfe669d97,-1,-1
-1.268036,0.294696,-0.070112,-0.384469,0.354954,0.250015,-0.204939,-0.132734,0.294696,1.371057,0.225286,1.872798,-0.820901,-1.051772,-0.410609,-0.665908,-0.181478,0.241945,0.344537,0.136149,0.367113,-0.063925,51147f8bc2a3754cfe668c09,-1,-1
1.314403,0.778862,-0.13808,-0.650501,-0.177834,-0.332937,-0.381855,0.555166,0.778862,-0.410323,-0.525086,-0.448619,-0.191994,-0.087898,0.632498,1.84805,1.639029,-0.155478,-0.360953,-0.318298,-0.296247,-0.063925,51148406c2a3754cfe6690e0,-1,-1
-0.208434,-0.74148,-0.166005,-0.964281,-0.364374,0.774672,-0.344794,0.101015,-0.74148,-0.108072,-0.106936,-0.073681,0.296407,0.438699,-0.245908,0.486323,0.680867,-0.155478,-0.008208,-0.318298,-0.296247,-0.063925,5114849bc2a3754cfe669189,-1,-1
-0.93802,0.531104,-0.123369,-0.310572,-0.028706,0.110107,-0.246743,-0.644524,0.531104,0.169203,0.730057,0.580577,-0.55584,-0.592278,-0.355709,-0.351663,-0.181478,-0.155478,-0.008208,0.136149,0.201273,-0.063925,51147eaec2a3754cfe668ad9,-1,-1
-0.208434,-3.944419,-0.174589,-0.87712,-0.586356,0.299983,0.551383,-1.444709,-3.944419,-0.527096,1.162702,0.685548,1.195127,1.563945,-0.685111,-0.665908,-0.660559,-0.35419,-0.360953,-0.318298,-0.093554,-0.063925,51149ab2c2a3754cfe66af5e,-1,-1
0.315156,1.585827,-0.13859,-0.410551,0.338565,-1.124086,-0.040556,1.287906,1.585827,-0.527096,-1.326324,-0.634473,-0.434091,-0.305243,1.291302,-0.246915,-0.660559,-0.35419,-0.360953,-0.318298,-0.296247,-0.063925,51147ccac2a3754cfe668845,-1,-1
-1.240867,-0.860065,-0.079054,-0.242586,1.241004,-1.598776,-0.68653,-0.455556,-0.860065,-0.527096,0.490759,-1.172226,-1.134578,-1.108906,-0.026307,-0.665908,0.489235,-0.35419,-0.360953,-0.318298,-0.130407,-0.063925,51147b64c2a3754cfe66871f,-1,-1
-1.013731,0.521375,-0.166095,-0.310572,-0.804741,-0.554459,3.470638,-0.14646,0.521375,-0.527096,0.140827,-0.179559,-0.026778,-0.142026,-0.46551,-0.665908,-0.468927,-0.35419,-0.360953,-0.318298,0.035433,-0.063925,5114919bc2a3754cfe66a44c,-1,-1
0.29148,-0.117656,-0.066369,0.87918,-0.801694,-0.449527,0.577785,1.072412,-0.117656,-0.018156,-1.106244,-0.935042,-0.98727,-0.939901,0.632498,1.743302,0.010154,-0.155478,-0.008208,0.136149,-0.130407,-0.063925,51149123c2a3754cfe66a39d,-1,-1
0.405289,0.871489,-0.160046,-0.465085,-0.434338,-0.332937,-0.07827,0.110446,0.871489,-0.527096,-0.103967,0.144405,0.497453,0.682962,-0.685111,-0.665908,-0.660559,-0.35419,-0.360953,-0.318298,-0.296247,-0.063925,5114807fc2a3754cfe668d35,-1,-1
-0.319052,1.40789,-0.170672,0.114339,-0.444491,0.299983,-0.395594,0.936981,1.40789,-0.527096,-0.946973,0.767507,0.93046,1.148065,0.412896,0.381575,0.297603,-0.35419,-0.360953,-0.318298,-0.254787,-0.063925,51148861c2a3754cfe669733,-1,-1
0.36263,0.664707,-0.111044,1.389073,0.191269,-1.302095,-0.38696,1.07457,0.664707,-0.527096,-1.067061,-0.875894,-0.812953,-0.739909,0.852099,-0.456411,-0.660559,-0.35419,-0.360953,-0.318298,-0.130407,-0.063925,51148179c2a3754cfe668e53,-1,-1
0.395004,0.061026,0.060962,-0.110614,-0.32441,-0.485711,0.972956,-0.727933,0.061026,0.211178,0.798147,-0.89407,-1.103162,-1.382927,-0.42159,-0.351663,-0.373111,0.440657,0.697282,0.136149,0.532954,-0.063925,51147e9fc2a3754cfe668ab5,-1,-1
-0.688912,-0.227425,-0.130485,0.029357,0.210521,-1.014543,-0.010243,-0.071183,-0.227425,-0.527096,0.079801,-0.57076,-0.399702,-0.265789,0.632498,-0.665908,-0.660559,-0.35419,-0.360953,-0.318298,-0.296247,-0.063925,511483aac2a3754cfe669035,-1,-1
-0.07938,-0.077907,-0.166319,-0.650501,-0.85236,0.774672,0.060544,-0.446709,-0.077907,-0.300758,0.381817,0.345298,0.763194,0.858725,0.083494,0.172078,0.10597,-0.155478,-0.360953,-0.318298,-0.130407,-0.063925,51148f04c2a3754cfe66a14e,-1,-1
-0.182624,1.361422,-0.165909,0.255977,-0.227899,0.774672,-0.286933,0.463517,1.361422,-0.254314,-0.524143,0.417012,0.763194,1.068392,-0.575311,-0.456411,1.255765,-0.155478,-0.360953,-0.318298,-0.277821,-0.063925,51148605c2a3754cfe669409,-1,-1
1.394872,1.972774,-0.101282,-0.140607,0.807481,-0.20263,-0.640304,0.470949,1.972774,-0.200247,-0.440622,-0.881881,-0.756369,-0.67499,-0.026307,0.276827,-0.660559,0.043233,-0.008208,-0.318298,-0.296247,-0.063925,51147e69c2a3754cfe668a5a,-1,-1
-1.581569,0.307903,-0.181188,-2.435128,-0.537026,1.439238,-0.596272,0.034378,0.307903,-0.527096,-0.098713,0.956656,0.965509,1.263618,-0.245908,-0.246915,-0.660559,-0.35419,-0.360953,-0.318298,-0.254787,-0.063925,51148cd9c2a3754cfe669de7,-1,-1
-1.142785,-0.826699,-0.166168,-0.964281,-0.184492,-0.554459,-0.172842,-0.691823,-0.826699,-0.527096,0.604707,-0.221577,0.012289,-0.119082,-0.026307,-0.665908,-0.660559,-0.35419,-0.360953,-0.318298,0.201273,-0.063925,5114857ac2a3754cfe669352,-1,-1
-0.019155,1.950512,-0.174909,-1.160394,-0.875583,0.774672,1.070332,0.936981,1.950512,-0.527096,-0.946973,1.234834,1.876346,2.224682,-0.685111,-0.665908,-0.660559,-0.35419,-0.360953,-0.318298,-0.254787,-0.063925,511494e4c2a3754cfe66a80e,-1,-1
0.158079,-0.170602,-0.153841,1.389073,-0.708569,0.774672,-0.407661,0.684867,-0.170602,-0.134583,-0.682095,-0.073681,0.158488,0.374618,-0.685111,-0.142166,0.297603,-0.155478,-0.008208,-0.318298,-0.296247,-0.063925,51148e10c2a3754cfe669fc6,-1,-1
-0.717768,-1.773503,0.058182,-0.964281,-0.043084,-0.554459,0.062351,-2.231786,-1.773503,0.669511,2.209547,-0.43969,-1.408087,-1.422701,-0.46551,-0.613533,0.680867,0.241945,0.697282,0.590597,0.201273,-0.063925,511481a7c2a3754cfe668e6c,-1,-1
-0.140511,-0.658266,-0.06683,-1.888814,0.681816,0.250015,-0.434362,0.092286,-0.658266,0.907406,-0.16395,-0.952571,-0.914681,-0.85662,0.193295,-0.456411,-0.277295,0.241945,-0.008208,0.136149,0.532954,-0.063925,51147d9ac2a3754cfe66892d,-1,-1
-0.458392,-1.045649,-0.078175,-0.384469,0.508905,-1.14907,-0.217679,-0.595468,-1.045649,-0.415912,0.641034,-1.003415,-1.016077,-1.002104,-0.685111,-0.456411,-0.660559,-0.155478,-0.360953,-0.318298,-0.130407,-0.063925,51148a6fc2a3754cfe66996c,-1,-1
-0.074541,0.048926,0.141028,0.51497,0.631155,-1.094418,-0.17653,0.864342,0.048926,0.12263,-0.842999,-1.288337,-1.323383,-1.366987,0.046894,-0.142166,-0.660559,0.043233,-0.008208,0.136149,-0.130407,-0.063925,51147cffc2a3754cfe668876,-1,-1
-0.631086,0.657247,-0.112621,0.789199,0.159139,-1.302095,-0.512701,0.229569,0.657247,-0.527096,-0.144542,-0.845577,-0.782779,-0.70529,0.412896,-0.037418,-0.660559,-0.35419,-0.360953,-0.318298,-0.296247,-0.063925,51147d25c2a3754cfe6688bf,-1,-1
0.3508,0.385078,-0.139191,-0.067765,1.624031,0.220868,-0.874565,0.433526,0.385078,-0.090113,-0.377976,0.699242,-0.191994,-0.027488,0.559297,-0.665908,-0.660559,0.043233,-0.360953,-0.318298,-0.296247,-0.063925,51147aa6c2a3754cfe668622,-1,-1
-0.279414,-0.203252,-0.165572,0.255977,-0.261772,0.774672,-0.660477,0.2381,-0.203252,-0.27636,-0.281843,0.232142,0.634428,0.858725,-0.575311,-0.246915,-0.468927,-0.155478,-0.360953,-0.318298,-0.277821,-0.063925,511483efc2a3754cfe669091,-1,-1
-0.136958,1.160469,-0.130906,1.389073,-0.343425,-1.014543,-0.731399,0.869453,1.160469,-0.527096,-0.904516,-0.608073,-0.399702,-0.460768,-0.685111,0.381575,0.297603,-0.35419,-0.360953,-0.318298,-0.296247,-0.063925,511483ecc2a3754cfe669088,-1,-1
-0.615334,0.217044,-0.103035,0.315613,-0.574493,-0.20263,-0.374509,0.693561,0.217044,-0.07931,-0.675891,-0.881881,-0.756369,-0.725426,-0.685111,-0.665908,-0.181478,-0.155478,-0.008208,0.136149,-0.296247,-0.063925,51148734c2a3754cfe66959f,-1,-1
0.631851,-0.979887,-0.079539,-0.067765,1.240407,0.405469,-0.731483,-0.003035,-0.979887,0.456534,0.063518,-0.33101,-0.839923,-0.858758,1.510903,-0.386579,0.968316,0.043233,0.344537,0.136149,-0.130407,-0.063925,51147b60c2a3754cfe668713,-1,-1
0.869546,0.08831,-0.101376,1.389073,-0.141978,0.579212,-0.298397,1.111203,0.08831,0.285238,-1.155438,-0.247268,-0.551834,-0.725426,-0.319109,2.057547,-0.181478,0.043233,0.344537,0.136149,-0.296247,-0.063925,51148070c2a3754cfe668cf9,-1,-1
1.227585,-1.260379,-0.147014,1.389073,-0.553339,-0.131553,-0.584034,0.340161,-1.260379,-0.38919,-0.301992,1.081125,0.063976,0.266185,0.742298,-0.246915,0.10597,-0.155478,-0.360953,-0.318298,-0.130407,-0.063925,51148a5bc2a3754cfe66994e,-1,-1
0.121944,-0.288862,-0.154735,-0.310572,-0.809737,2.103803,0.955126,-0.465149,-0.288862,0.297017,0.482832,0.275261,0.689672,0.74767,-0.685111,-0.665908,-0.181478,0.043233,-0.008208,0.136149,0.201273,-0.063925,51149199c2a3754cfe66a435,-1,-1
0.509106,-0.741575,-0.159614,0.461994,-0.462108,-0.554459,0.226459,0.674783,-0.741575,-0.527096,-0.652154,-0.073681,0.296407,0.44711,-0.026307,2.895532,2.597191,-0.35419,-0.360953,-0.318298,-0.296247,-0.063925,51148a02c2a3754cfe6698e5,-1,-1
-0.219906,-0.48009,-0.160727,-0.465085,-0.251091,-0.332937,-0.371459,-0.197338,-0.48009,-0.527096,0.152033,0.080659,0.312788,0.401324,-0.245908,-0.665908,-0.660559,-0.35419,-0.360953,-0.318298,-0.130407,-0.063925,51148656c2a3754cfe66949c,-1,-1
0.015259,-0.505373,-0.160003,0.369286,-0.649491,0.405469,0.115891,0.471314,-0.505373,-0.306506,-0.445869,0.144405,0.580489,0.613189,-0.685111,-0.456411,0.10597,-0.155478,-0.360953,-0.318298,-0.296247,-0.063925,51148b45c2a3754cfe669aaa,-1,-1
0.025221,-1.670747,-0.065767,0.87918,-0.073073,-0.449527,-0.547876,-1.576249,-1.670747,-0.13,1.542696,-0.435603,-0.914681,-0.901747,-0.245908,-0.351663,-0.277295,0.241945,-0.008208,-0.318298,0.367113,-0.063925,5114802ac2a3754cfe668c79,-1,-1
-0.368461,0.57281,-0.160507,0.461994,-0.18333,-0.554459,-0.585049,-0.629927,0.57281,-0.527096,0.580817,-0.131052,0.158488,0.374618,-0.685111,0.172078,0.10597,-0.35419,-0.360953,-0.318298,-0.296247,-0.063925,511484f9c2a3754cfe6692a5,-1,-1
-0.425549,-0.404265,0.185118,-0.352027,-0.043031,-1.375393,1.155826,-0.262885,-0.404265,-0.160115,0.1844,-1.043931,-1.036822,-1.205267,-0.46551,-0.456411,-0.660559,-0.155478,-0.008208,0.136149,0.035433,-0.063925,511481a9c2a3754cfe668e74,-1,-1
-0.098739,-0.972134,-0.165595,-1.392164,-0.592584,-0.056035,-0.171785,0.110446,-0.972134,-0.527096,-0.103967,0.417012,0.935592,1.159007,-0.685111,-0.665908,-0.468927,-0.35419,-0.360953,-0.318298,-0.296247,-0.063925,51148a6bc2a3754cfe66995d,-1,-1
-0.532405,1.229042,0.041777,0.152968,0.064575,-0.944032,-0.504383,0.61192,1.229042,0.058012,-0.623136,-1.379418,-1.406998,-1.465202,0.906999,-0.456411,-0.660559,0.241945,-0.008208,0.136149,-0.296247,-0.063925,51147d9cc2a3754cfe66893b,-1,-1
-0.05357,1.313656,-0.153954,-0.17983,-0.601164,-0.131553,-0.484286,-0.422242,1.313656,-0.321874,0.398698,-0.252115,-0.061405,0.06525,-0.575311,-0.665908,-0.660559,-0.155478,-0.360953,-0.318298,-0.296247,-0.063925,511486dbc2a3754cfe669540,-1,-1
-0.494074,-0.135332,-0.130245,-0.310572,-0.684218,-1.219024,-0.211377,-0.246377,-0.135332,-0.527096,0.399328,-0.727938,-0.55584,-0.444925,-0.245908,-0.665908,-0.660559,-0.35419,-0.360953,-0.318298,-0.296247,-0.063925,51148fcec2a3754cfe66a1ee,-1,-1
0.08839,-0.138497,-0.165811,-0.650501,0.65604,-0.056035,-0.601105,0.332632,-0.138497,-0.527096,-0.322916,0.417012,0.842176,1.068392,-0.46551,-0.456411,-0.660559,-0.35419,-0.360953,-0.318298,-0.296247,-0.063925,51148307c2a3754cfe668f8c,-1,-1
-0.324583,0.627444,-0.171249,-2.010217,0.954713,-0.056035,-0.766495,0.751872,0.627444,-0.527096,-0.751721,0.417012,0.842176,1.159007,-0.685111,-0.665908,0.8725,-0.35419,-0.360953,-0.318298,-0.130407,-0.063925,51147e67c2a3754cfe668a56,-1,-1
0.51943,-0.550847,-0.154135,-0.310572,-0.407348,0.110107,0.056788,0.146667,-0.550847,-0.345674,-0.107669,-0.073681,0.296407,0.532851,-0.136108,-0.665908,-0.660559,-0.155478,-0.360953,-0.318298,-0.130407,-0.063925,51148821c2a3754cfe6696da,-1,-1
2.11884,0.177159,-0.137463,-0.067765,0.412272,0.774672,-0.724104,1.100667,0.177159,-0.256137,-1.10569,0.037836,-0.129717,-0.027488,4.146121,2.686036,2.309743,-0.155478,-0.008208,0.136149,-0.130407,-0.063925,51147f7fc2a3754cfe668bc9,-1,-1
0.028165,-1.834616,-0.140917,0.604622,0.803678,0.774672,-0.862072,-0.50739,-1.834616,0.1475,0.38339,-0.12625,-0.29026,-0.265027,-0.53871,-0.316747,-0.468927,0.043233,0.344537,0.136149,-0.130407,-0.063925,51147c99c2a3754cfe6687f6,-1,-1
-0.903808,-0.581005,-0.101246,0.822525,0.940056,-0.984472,-0.6456,0.549917,-0.581005,-0.336606,-0.492935,-0.881881,-0.898093,-0.859992,-0.575311,0.381575,-0.660559,-0.155478,-0.360953,-0.318298,-0.296247,-0.063925,51147c4ac2a3754cfe6687d0,-1,-1
-0.117338,-1.318584,0.203511,-0.745365,1.240623,-0.984472,-0.144522,0.347948,-1.318584,0.39856,-0.303575,-0.772825,-0.640155,-0.725426,1.144901,-0.10725,1.447397,0.043233,0.344537,0.136149,0.698794,-0.063925,51147b63c2a3754cfe66871a,-1,-1
