@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute stat_MinPhotoDis real
@attribute stat_MaxPhotoDis real
@attribute stat_StdPhotoDis real
@attribute AvgPhotoDis real
@attribute stat_MedianPhotoDis real
@attribute stat_MinPhotoDisbyCap real
@attribute stat_MaxPhotoDisbyCap real
@attribute stat_StdPhotoDisbyCap real
@attribute MeanPhotoDisbyCap real
@attribute stat_MedianPhotoDisbyCap real
@attribute CaptionPercentage real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute diff_AvgPhotoDis real
@attribute diff_TopWordPopularity real
@attribute diff_Entropy real
@attribute tfidf1 real
@attribute tfidf2 real
@attribute tfidf3 real
@attribute NumberOfHashtages1 real
@attribute NumberOfHashtages2 real
@attribute NumberOfHashtages3 real
@attribute NumberOfPhotsoContaingTopWord1 real
@attribute NumberOfPhotsoContaingTopWord2 real
@attribute NumberOfPhotsoContaingTopWord3 real
@attribute Top10PhotoLocationNameFreq real
@attribute Top3PhotoLocationNameSame real
@attribute ID string
@attribute label {1,-1}
@data
38.2894736842 , 0.264088274807 , 0.501383529692 , 0.0697674134864 , 0.353652589343 , 0.333440210687 , 6.72710926127 , 10.0 , 1.02818172598 , 7.64458908083 , 7.33918544778 , 0.904761904762 , 3.29744336764 , 0.0877192982456 , 3.50694901975 , 2.95002946174 , -1.64634741066 , 0.0638924528023 , 0.210049507513 , 0.656583481022 , 0.287261807339 , 0.15934793455 , 0.75 , 0.75 , 1.5 , 4 , 4 , 4 , 0.4 , 0 , 51147abac2a3754cfe668648 , 1
35.5882352941 , 0.11732043291 , 0.672091399238 , 0.142697466461 , 0.189876669712 , 0.131194235938 , 5.83506358945 , 10.0 , 1.56038668245 , 7.75717310283 , 7.02278351978 , 0.739130434783 , 0.69509890758 , 0.21568627451 , 21.5826054256 , 2.02520470625 , -1.81012333029 , 0.181825314065 , 1.04812594712 , 1.04136544113 , 0.961360203869 , 0.801018758976 , 0.125 , 0.4 , 0.0 , 8 , 5 , 3 , 0.1 , 0 , 5114940fc2a3754cfe66a76b , 1
34.25 , 0.149466042666 , 0.387584751734 , 0.0732116763227 , 0.214364862783 , 0.173227270146 , 6.74708624659 , 10.0 , 1.26370854231 , 7.77803273094 , 7.04354595007 , 0.888888888889 , 1.14633592233 , 0.166666666667 , 6.25739295245 , 2.94770277922 , -1.78563513722 , 0.0175687797998 , 0.222222222222 , 0.851082431412 , 0.779692883713 , 0.737633854135 , 2.0 , 0.0 , 0.0 , 2 , 1 , 1 , 0.111111111111 , 0 , 51149ab2c2a3754cfe66af56 , 1
36.7692307692 , 0.0794850613828 , 0.33269151301 , 0.0736345620923 , 0.126988237044 , 0.0857091273063 , 6.63083513471 , 10.0 , 1.14443387868 , 7.89855259445 , 7.69336006073 , 0.928571428571 , 1.68024682815 , 0.153846153846 , 5.55369085552 , 2.43426857323 , -1.87301176296 , 0.0345148062333 , 0.685789379267 , 0.443656880035 , 0.434596646523 , 0.41916043918 , 5.5 , 4.5 , 4.5 , 2 , 2 , 2 , 0.4 , 0 , 51148d87c2a3754cfe669eae , 1
52.5238095238 , 0.0976230635966 , 0.536558571563 , 0.0991578994446 , 0.155878531241 , 0.110107323013 , 6.20018561258 , 10.0 , 1.00333862511 , 7.35643256647 , 7.04262493002 , 0.933333333333 , 1.454194246 , 0.190476190476 , 5.47833706449 , 2.10218717095 , -1.84412146876 , 0.217505772373 , 1.06736249351 , 1.29754746705 , 0.96125657341 , 0.908180951557 , 3.78571428571 , 4.875 , 2.375 , 14 , 8 , 8 , 0.1 , 0 , 51148d6ec2a3754cfe669e96 , 1
64.3055555556 , 0.229067223572 , 0.542311656276 , 0.0867292189182 , 0.30270692787 , 0.271711766491 , 6.6110189748 , 10.0 , 0.867695306097 , 7.41430428762 , 7.0137988418 , 0.923076923077 , 3.64514731633 , 0.157407407407 , 4.41285726587 , 2.7957854946 , -1.69729307213 , 0.113410765405 , 0.408454106939 , 0.420661833833 , 0.412723825669 , 0.324644771963 , 2.33333333333 , 1.5 , 1.83333333333 , 6 , 6 , 6 , 0.9 , 0 , 511478c8c2a3754cfe6684a9 , 1
40.6333333333 , 0.21572117681 , 0.457654439434 , 0.0819063888124 , 0.300703842856 , 0.272769098746 , 5.95203054107 , 10.0 , 1.13681203371 , 7.36726091682 , 7.04028427315 , 0.909090909091 , 1.17851532484 , 0.188888888889 , 6.31685100617 , 2.67803170849 , -1.69929615714 , 0.173422968748 , 0.468253968254 , 1.42678155863 , 0.697236556002 , 0.305925629608 , 0.888888888889 , 1.6 , 1.0 , 9 , 5 , 3 , 0.1 , 0 , 51148777c2a3754cfe669601 , 1
45.387755102 , 0.20030265111 , 0.500295002306 , 0.0876062475181 , 0.285817639318 , 0.271755868312 , 6.64260237308 , 10.0 , 0.950497349601 , 7.5563688135 , 7.28832102098 , 0.924528301887 , 3.00913386378 , 0.0952380952381 , 3.78112761007 , 2.72978658461 , -1.71418236068 , 0.104708782549 , 0.408772746346 , 0.517795128561 , 0.254593594682 , 0.169676744 , 0.714285714286 , 0.714285714286 , 2.25 , 7 , 7 , 4 , 1.2 , 0 , 51147caac2a3754cfe668801 , 1
66.1855670103 , 0.135784174853 , 0.614660674254 , 0.104375348573 , 0.21085336071 , 0.169390248216 , 6.15486784236 , 10.0 , 1.01250696011 , 7.33473331669 , 6.98446798107 , 0.946341463415 , 6.69060897401 , 0.175257731959 , 4.19164506591 , 2.01017081807 , -1.78914663929 , 0.558633831687 , 1.24041563779 , 0.763082556779 , 0.712035597111 , 0.655061299406 , 3.21739130435 , 4.5 , 2.22222222222 , 46 , 36 , 36 , 5.9 , 0 , 5114798cc2a3754cfe668532 , 1
42.5909090909 , 0.277032416791 , 0.491849974294 , 0.050814525766 , 0.357930405994 , 0.350029569763 , 6.82422795085 , 10.0 , 1.12390103882 , 7.72501968963 , 7.15897053505 , 0.916666666667 , 2.4846900849 , 0.0808080808081 , 4.42870830155 , 2.88822710328 , -1.64206959401 , 0.0926305047369 , 0.321353667762 , 0.227898529004 , 0.190155424364 , 0.189016456658 , 1.16666666667 , 0.833333333333 , 2.4 , 6 , 6 , 5 , 0.7 , 0 , 51147a63c2a3754cfe6685e4 , 1
46.25 , 0.153420307616 , 0.277579048227 , 0.0331288497625 , 0.192896026354 , 0.192044640008 , 6.92713781913 , 10.0 , 0.965924479358 , 7.77003586917 , 7.3993694489 , 0.857142857143 , 1.31706323662 , 0.111111111111 , 4.20427119336 , 2.70112078384 , -1.80710397365 , 0.0108765917022 , 0.468038368134 , 0.76481407402 , 0.519795255809 , 0.504601792743 , 6.0 , 2.0 , 5.0 , 2 , 1 , 1 , 0.2 , 0 , 51148a04c2a3754cfe6698f1 , 1
30.0 , 0.2333488565 , 0.513876232598 , 0.0880621583119 , 0.296184040291 , 0.251832429164 , 6.68252476168 , 10.0 , 1.31002265085 , 7.85344206377 , 7.21996101934 , 0.875 , 0.887653878628 , 0.190476190476 , 4.89196396601 , 3.02863931184 , -1.70381595971 , 0.0234095695211 , 0.140522875817 , 0.865031644702 , 0.82393420578 , 0.82393420578 , 1.0 , 0.0 , 1.0 , 2 , 1 , 1 , 0.375 , 0 , 51149261c2a3754cfe66a56e , 1
