@relation CityBeatEvents-weka.filters.unsupervised.attribute.Remove-R23

@attribute AvgCaptionLen numeric
@attribute stat_StdPhotoDis numeric
@attribute AvgPhotoDis numeric
@attribute MeanPhotoDisbyCap numeric
@attribute CaptionPercentage numeric
@attribute PredictedStd numeric
@attribute TopWordPopularity numeric
@attribute Zscore numeric
@attribute Entropy numeric
@attribute diff_AvgPhotoDis numeric
@attribute diff_TopWordPopularity numeric
@attribute diff_Entropy numeric
@attribute tfidf1 numeric
@attribute tfidf2 numeric
@attribute tfidf3 numeric
@attribute NumberOfHashtages1 numeric
@attribute NumberOfHashtages2 numeric
@attribute NumberOfHashtages3 numeric
@attribute NumberOfPhotsoContaingTopWord1 numeric
@attribute NumberOfPhotsoContaingTopWord2 numeric
@attribute NumberOfPhotsoContaingTopWord3 numeric
@attribute Top10PhotoLocationNameFreq numeric
@attribute label {1,-1}

@data
59.2,0.059518,0.331353,7.120856,1,1.339746,0.233333,4.488448,3.076103,-0.023998,20.979804,0.339226,0.60024,0.582008,0.530926,0,0,0,3,3,2,0,-1
38.125,0.059701,0.279607,8.116223,0.8,1.800183,0.125,3.70882,2.905308,-0.014069,21.727545,0.458333,0.750301,0.72751,0.69155,2,6,6,1,1,1,0.2,-1
55.3,0.066949,0.374613,7.145529,1,0.928915,0.166667,6.962568,2.865577,0.043402,19.913716,0.414602,0.530926,0.497279,0.490379,0,0,2,3,2,1,0.3,-1
40.555556,0.060402,0.223726,7.407539,1,1.200664,0.148148,3.698745,3.002172,0.067473,21.404482,0.244827,0.666934,0.629548,0.594971,0,0,1,2,1,1,0.111111,-1
79.285714,0.05401,0.333358,7.522899,0.875,1.501917,0.142857,3.573143,2.889549,-0.04558,21.66624,0.60516,0.857486,0.83144,0.83144,3,1,1,1,1,1,0.125,-1
58.4,0.07836,0.337696,7.258278,1,1.384033,0.1,5.12661,2.925853,0.04107,22.160959,0.821382,0.60024,0.60024,0.582008,0,0,4,1,1,1,0.1,-1
65.9,0.058385,0.268712,7.681519,1,1.304956,0.166667,3.709221,2.825846,-0.056503,21.444313,0.208548,0.55324,0.530926,0.530926,0,0,6,2,2,1,0.2,-1
40.8,0.049686,0.34153,6.5062,1,2.227713,0.366667,5.742115,2.825846,-0.076607,22.605619,0.558224,2.328033,0.89527,0.582008,0.6,0.6,1.333333,5,5,3,0.2,-1
48.9,0.091273,0.270534,6.978296,1,1.712171,0.2,4.398565,2.825846,-0.02471,21.222514,0.295495,0.713758,0.521395,0.497279,2.5,2.5,1.5,2,2,2,0.2,-1
45.9,0.066342,0.37578,7.250722,1,1.584418,0.133333,3.306781,2.860321,-0.011386,21.380262,0.44694,0.566593,0.461611,0.427964,1,0,1,2,1,1,0,-1
64.3,0.068381,0.334545,7.089672,1,1.9709,0.2,4.40866,3.050302,-0.003676,22.237133,0.131579,0.672361,0.566593,0.55324,0.333333,0,0,3,2,1,0.1,-1
30.6,0.111135,0.347234,7.738855,1,1.577922,0.133333,4.052305,2.945039,0.07693,20.571924,0.162366,0.643479,0.60024,0.530926,1,0,0,3,1,1,0.2,-1
29,0.082117,0.31122,7.876037,0.8,2.224578,0.125,3.670408,2.925853,0.056673,21.175113,0.266258,0.72751,0.72751,0.676827,3,0,0,1,1,1,0.1,-1
48.3,0.089566,0.310204,7.320533,1,1.324638,0.1,4.443298,2.98477,-0.082314,22.18813,0.309339,0.582008,0.541462,0.530926,0,4,2,1,1,1,0.2,-1
59.8,0.079383,0.327271,8.471347,0.625,1.361764,0.2,6.210289,2.777777,-0.050884,23.317333,0.509996,1.200481,1.164017,1.133186,0,17,17,1,1,1,0.125,-1
41.7,0.076927,0.384507,7.901365,1,1.021577,0.1,7.318558,3.050302,-0.005758,20.824023,0.308439,0.60024,0.566593,0.504689,2,2,2,1,1,1,0.2,-1
41.888889,0.064035,0.352676,7.587847,0.9,1.441883,0.111111,4.260288,3.010571,0.047106,20.998484,0.607756,0.666934,0.629548,0.601624,0,0,5,1,1,1,0.1,-1
40.9,0.041254,0.430255,7.607999,1,1.385426,0.1,4.464252,3.010571,0.08459,22.43945,0.230392,0.60024,0.582008,0.541462,0,2,3,1,1,1,0.1,-1
28,0.082166,0.243498,7.306844,1,1.098533,0.1,7.438472,2.905308,0.002884,22.648657,0.235942,0.566593,0.55324,0.512694,0,2,0,1,1,1,0.1,-1
74.5,0.104917,0.382374,7.803746,0.8,2.597525,0.208333,3.303941,3.005315,0.00817,22.349854,0.252885,0.810301,0.72751,0.72751,3.666667,4,1,3,1,1,0.1,-1
40.6,0.069647,0.273731,6.865851,1,2.725472,0.233333,5.223623,2.945039,-0.047386,22.514679,0.356599,1.155193,0.732408,0.60024,1,0.333333,0,3,3,1,0.1,-1
35.7,0.069536,0.408415,7.567977,1,1.647627,0.1,3.99713,3.036372,0.139476,21.852405,0.456312,0.60024,0.530926,0.530926,1,0,1,1,1,1,0.2,-1
54.4,0.080025,0.410567,7.299681,1,2.528963,0.1,3.016164,2.865577,-0.006265,21.561209,0.302889,0.582008,0.582008,0.582008,2,0,0,1,1,1,0.1,-1
36.2,0.077763,0.384498,7.179291,1,2.381577,0.2,4.595277,2.965584,-0.038837,22.514451,0.18576,0.603345,0.60024,0.55324,0,0,3,2,2,2,0.3,-1
48.1,0.097151,0.28412,6.991752,1,1.333711,0.233333,4.782669,2.792586,-0.046716,21.506277,0.161599,1.800721,0.566593,0.556706,2,0,1,3,2,2,0.2,-1
50,0.063835,0.203612,7.985762,0.777778,1.506318,0.142857,4.620521,2.768854,-0.04946,22.684137,0.410543,0.83144,0.790343,0.790343,0,0,0,1,1,1,0.111111,-1
146.333333,0.048324,0.191152,7.854336,0.75,1.404081,0.277778,3.820338,3.013071,-0.036514,21.410974,0.198673,1.000401,1.000401,0.970014,13.5,0.5,1,2,2,1,0.25,-1
52.8,0.067368,0.351979,7.081003,1,1.802212,0.166667,3.51219,3.076103,-0.007988,22.375563,0.214998,0.811299,0.566593,0.55324,3.5,3.5,2,2,2,1,0.1,-1
40.9,0.055237,0.308354,7.439598,1,1.364538,0.133333,5.268466,2.945039,-0.106402,21.88324,0.447368,0.60024,0.580462,0.530926,0,0,1,2,1,1,0.1,-1
44.111111,0.075395,0.346244,7.666872,0.9,2.205516,0.111111,3.699001,3.115834,0.086991,21.655368,0.308439,0.646676,0.646676,0.646676,15,1,4,1,1,1,0.1,-1
36,0.070704,0.342638,7.331264,1,1.466926,0.125,3.909714,3.013071,-0.015478,22.72699,0.437959,0.750301,0.750301,0.72751,9,9,5,1,1,1,0.125,-1
44.7,0.057217,0.302566,7.150637,1,2.071956,0.2,3.207632,2.860321,-0.105042,21.011073,0.17776,0.618011,0.60024,0.55324,0,0,0,2,2,2,0.1,-1
45,0.049649,0.213665,6.87981,1,3.045278,0.266667,3.69963,2.760314,-0.0814,19.515667,0.456312,0.60024,0.566593,0.566593,0,2.5,1.5,4,2,2,0.1,-1
40.7,0.055895,0.364566,7.226173,1,3.243509,0.1,3.051403,2.945039,0.016226,21.741701,0.381836,0.582008,0.55324,0.55324,0,0,3,1,1,1,0.1,-1
48.6,0.099179,0.289381,7.280967,1,1.242305,0.1,5.103079,2.97084,0.110975,22.550488,0.298417,0.582008,0.582008,0.521395,4,2,0,1,1,1,0.1,-1
43,0.094592,0.343964,7.610801,0.875,1.116997,0.142857,4.402921,2.933955,0.045534,21.522069,0.344726,0.857486,0.857486,0.83144,1,5,1,1,1,1,0.125,-1
25.444444,0.067716,0.224883,7.37765,0.9,1.180663,0.148148,5.716302,2.815334,-0.068301,22.027154,0.40433,0.777993,0.579327,0.579327,1.333333,0,0,3,1,1,0.2,-1
79.9,0.046792,0.303473,7.219514,1,2.997055,0.133333,3.816467,2.98477,-0.03522,20.369582,0.404758,0.582008,0.582008,0.566593,1,1.5,3,2,2,1,0.1,-1
42.714286,0.04891,0.31282,8.078571,0.875,1.199689,0.142857,5.043668,2.816308,-0.053555,22.870721,0.344726,0.83144,0.773517,0.758465,0,0,6,1,1,1,0.125,-1
47.333333,0.036398,0.345618,7.696855,0.9,1.843301,0.111111,3.547128,2.965584,-0.053193,22.321515,0.530537,0.666934,0.629548,0.614711,3,1,0,1,1,1,0.1,-1
45.5,0.10177,0.26176,7.317866,1,3.543878,0.133333,3.381419,2.800045,-0.07023,20.069928,0.127107,0.620197,0.60024,0.530926,4,3,0,2,1,1,0.4,-1
39.5,0.064125,0.301854,8.01662,0.75,1.058312,0.166667,3.89968,3.057476,0.086036,22.962367,0.332519,0.902436,0.777901,0.746058,1,0,0,1,1,1,0.125,-1
44.9,0.083743,0.343228,7.143793,1,2.616701,0.133333,3.550377,2.925853,0.110273,22.142092,0.374914,0.60024,0.582008,0.582008,2,1,2,2,1,1,0.1,-1
50.1,0.074748,0.41895,7.335224,1,2.747501,0.166667,3.938775,3.010571,0.148182,21.500426,0.528809,0.944294,0.717298,0.60024,0,0,1,2,2,1,0.2,-1
59.142857,0.066748,0.32804,7.58405,0.875,1.638187,0.238095,4.984324,2.984234,-0.050792,21.677854,0.198673,0.790343,0.773517,0.764962,0.5,3,1,2,2,1,0.125,-1
38.8,0.094973,0.213553,7.132944,1,3.082862,0.2,3.159713,2.629249,-0.137637,20.515616,0.263158,0.675547,0.620197,0.582008,1.5,2,2.5,2,2,2,0.6,-1
53,0.089382,0.305067,7.330943,1,2.294048,0.133333,3.689917,3.010571,-0.052901,21.620106,0.429096,0.60024,0.582008,0.566593,0,0,2,2,1,1,0.1,-1
69.1,0.106866,0.366388,7.18242,1,1.719298,0.1,3.000062,2.925853,0.069187,22.086769,0.678881,0.60024,0.582008,0.566593,0,2,0,1,1,1,0.1,-1
46.75,0.06594,0.326767,7.712401,0.8,1.46877,0.208333,5.126033,3.050302,0.048723,21.783126,0.271174,0.817009,0.750301,0.676827,0,1,0,3,2,1,0.1,-1
47.9,0.147738,0.33932,6.387889,1,2.82728,0.433333,3.908621,2.752855,0.009979,17.719828,0.251638,1.468234,1.125275,0.913464,1.285714,1.5,0.5,7,6,2,0.4,-1
76,0.055266,0.31122,7.147837,1,1.76716,0.133333,4.089712,3.010571,-0.061891,20.158062,0.170838,0.60024,0.582008,0.582008,2,0,1,2,1,1,0.1,-1
39.714286,0.081062,0.353505,7.847939,0.777778,1.163583,0.142857,7.571268,3.086049,0.132689,21.006847,0.413628,0.857486,0.83144,0.809419,0,0,3,1,1,1,0.111111,-1
51.3,0.079752,0.302036,7.328217,1,2.20418,0.1,3.56777,3.010571,-0.054086,20.762291,0.266729,0.60024,0.521395,0.483925,3,0,3,1,1,1,0.1,-1
30.4,0.10519,0.338926,7.756721,1,1.227863,0.133333,3.673188,2.865577,0.103545,18.677619,0.516515,0.60024,0.566593,0.490379,0.5,6,6,2,1,1,0.2,-1
44.75,0.063834,0.382228,7.328495,1,0.823671,0.125,6.140495,3.057476,0.106914,21.892264,0.24529,0.750301,0.750301,0.750301,0,0,2,1,1,1,0.125,-1
36.8,0.085796,0.412459,7.620377,1,1.098963,0.1,6.155322,3.010571,0.124088,21.869987,0.146973,0.582008,0.541462,0.521395,2,2,0,1,1,1,0.1,-1
46.8,0.060754,0.379948,7.350769,1,1.222315,0.133333,3.824449,2.865577,-0.045576,22.225972,0.669331,0.60024,0.582008,0.566593,0,0,3,2,1,1,0.1,-1
35,0.063223,0.342872,7.179865,1,2.750152,0.133333,3.277479,3.010571,-0.01172,22.334649,0.256708,0.55324,0.541462,0.45208,1,1,3,2,1,1,0.1,-1
45.777778,0.046653,0.307208,7.925336,0.9,1.958849,0.111111,3.329034,2.97084,-0.071291,22.263156,0.329205,0.666934,0.666934,0.666934,1,0,0,1,1,1,0.1,-1
51,0.053378,0.345454,7.317552,1,2.108767,0.133333,4.557351,2.879506,-0.053129,20.12634,0.335655,0.60024,0.60024,0.582008,0,0,0,2,1,1,0.1,-1
33.3,0.056316,0.260902,6.208002,1,1.175663,0.4,6.586799,2.687323,-0.123993,21.865166,0.22085,1.400387,1.267676,0.933491,0.4,0,1,5,4,4,0.1,-1
44.5,0.061374,0.398459,7.215274,1,2.079629,0.1,3.944953,3.050302,0.102005,20.366015,0.208548,0.582008,0.541462,0.521395,1,3,3,1,1,1,0.2,-1
