@relation 'CityBeatEvents-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R30-weka.filters.unsupervised.attribute.Remove-R2-3,6-9,11'

@attribute AvgCaptionLen numeric
@attribute stat_StdPhotoDis numeric
@attribute AvgPhotoDis numeric
@attribute MeanPhotoDisbyCap numeric
@attribute CaptionPercentage numeric
@attribute PredictedStd numeric
@attribute TopWordPopularity numeric
@attribute Zscore numeric
@attribute Entropy numeric
@attribute diff_AvgPhotoDis numeric
@attribute diff_TopWordPopularity numeric
@attribute diff_Entropy numeric
@attribute tfidf1 numeric
@attribute tfidf2 numeric
@attribute tfidf3 numeric
@attribute NumberOfHashtages1 numeric
@attribute NumberOfHashtages2 numeric
@attribute NumberOfHashtages3 numeric
@attribute NumberOfPhotsoContaingTopWord1 numeric
@attribute NumberOfPhotsoContaingTopWord2 numeric
@attribute NumberOfPhotsoContaingTopWord3 numeric
@attribute Top10PhotoLocationNameFreq numeric
@attribute label {1,-1}

@data
45.125,0.061184,0.426346,7.454637,0.888889,1.375933,0.125,3.545587,3.127987,-1.573654,0,0.044027,0.737634,0.70622,0.70622,2,3,3,1,1,1,0.111111,-1
44.272727,0.055516,0.312925,8.195667,0.6875,2.605397,0.090909,3.331795,2.972879,-1.687075,0,0.205497,0.567049,0.524322,0.513614,0,1,1,1,1,1,0.1,-1
40.684211,0.078692,0.254208,7.759601,0.904762,3.364256,0.052632,3.336705,2.868273,-1.745792,0,0.306436,0.318696,0.310583,0.310583,3,0,16,1,1,1,0.4,-1
51.7,0.052925,0.357233,7.432714,0.952381,1.685955,0.083333,3.362751,2.742367,-1.642767,0.008945,0.439915,0.544909,0.311877,0.311877,0.5,1,0,2,2,1,0.2,-1
70.222222,0.118567,0.305427,7.724027,0.9,1.816709,0.111111,3.180634,2.792586,-1.694573,0,0.349484,0.69306,0.672802,0.627751,24,24,24,1,1,1,0.3,-1
44.285714,0.08554,0.282641,8.120228,0.7,1.199741,0.238095,4.516479,3.010571,-1.717359,0.031562,0.164794,1.346139,1.300327,0.865032,0,0,0,2,2,1,0.2,-1
73.454545,0.067543,0.282899,7.595122,0.916667,1.177377,0.121212,5.475818,2.915196,-1.717101,0.006813,0.252178,0.567049,0.567049,0.536461,3,4,4,2,1,1,0.1,-1
53.666667,0.074273,0.309717,7.355437,1,1.300859,0.083333,5.353317,3.023037,-1.690283,0,0.152142,0.504602,0.44684,0.44684,0,12,0,1,1,1,0.1,-1
48.75,0.107796,0.208348,8.091849,0.8,1.401195,0.104167,6.216953,2.552443,-1.791652,0.013687,0.581358,0.389846,0.389846,0.389846,2,2,3,2,2,1,0.8,-1
63,0.060155,0.349113,7.572819,0.875,0.805621,0.238095,7.061718,3.101881,-1.650887,0.023974,0.071404,1.028139,0.865032,0.823934,4.666667,4.5,1,3,2,1,0.125,-1
63.333333,0.076462,0.310568,7.591628,0.954545,0.901412,0.095238,6.358814,2.869384,-1.689432,0.020549,0.315917,0.334881,0.297026,0.297026,1,2.5,0,2,2,2,0.2,-1
36.142857,0.07796,0.389392,7.721706,0.933333,1.725455,0.071429,3.64118,3.006867,-1.610608,0,0.173669,0.432516,0.432516,0.396028,3,0,1,1,1,1,0.2,-1
35.375,0.071488,0.256363,8.177594,0.8,0.854564,0.125,8.259568,2.900052,-1.743637,0,0.267164,0.779693,0.720942,0.720942,0,0,3,1,1,1,0.1,-1
55.076923,0.050466,0.376124,7.90495,0.8125,2.174437,0.102564,4.143694,2.823465,-1.623876,0.008728,0.3452,0.479811,0.453929,0.41916,5,1,2,2,1,1,0.2,-1
43.833333,0.079038,0.343715,8.54652,0.6,1.42885,0.083333,5.667658,3.013707,-1.656285,0,0.177762,0.462033,0.417814,0.413051,0,6,6,1,1,1,0.1,-1
43.1875,0.054497,0.334536,7.90373,0.761905,1.848501,0.0625,3.828086,2.877095,-1.665464,0,0.288408,0.389846,0.389846,0.378451,0,0,0,1,1,1,0.3,-1
49.5,0.084176,0.298605,7.874358,0.857143,3.066855,0.111111,3.797653,2.674461,-1.701395,0.009791,0.470666,0.617308,0.519795,0.519795,6.666667,0,1,3,1,1,0.7,-1
51.181818,0.080246,0.291014,7.795709,0.916667,1.730514,0.181818,4.042726,2.905685,-1.708986,0.036306,0.263102,0.990743,0.911594,0.765345,2.5,2.5,2.5,2,2,2,0.2,-1
30.090909,0.080548,0.319316,8.085806,0.846154,1.071602,0.090909,4.350438,2.929819,-1.680684,0,0.219953,0.567049,0.513614,0.495371,0,1,0,1,1,1,0.1,-1
61.727273,0.068742,0.321111,7.478998,0.956522,1.645798,0.060606,3.625516,2.959868,-1.678889,0.004116,0.213967,0.390148,0.283525,0.283525,7,4,5,2,1,1,0.1,-1
63.111111,0.077338,0.280451,7.468379,0.9,0.940963,0.111111,6.808872,2.925853,-1.719549,0,0.244823,0.69306,0.672802,0.640838,0,1,4,1,1,1,0.2,-1
52.2,0.070921,0.322359,8.020175,0.882353,1.117531,0.133333,6.764068,2.994112,-1.677641,0.024243,0.19167,0.415836,0.403681,0.384503,4,1,6,2,2,2,0.2,-1
31.578947,0.079459,0.355667,7.526885,0.863636,1.455962,0.105263,3.809289,2.814238,-1.644333,0.024905,0.358102,0.318696,0.303555,0.303555,2,1.5,1.5,2,2,2,0.3,-1
43.285714,0.060197,0.278711,7.667995,0.875,0.873162,0.190476,9.326941,2.984234,-1.721289,0.014506,0.185783,0.807108,0.778441,0.766011,0.5,3,1,2,1,1,0.125,-1
34.611111,0.061669,0.306087,7.88482,0.75,2.022929,0.203704,5.402375,2.885049,-1.693913,0.188363,0.3028,1.328508,0.570992,0.435017,2.428571,0.5,2,7,2,2,0.2,-1
22.083333,0.042033,0.343362,7.408344,0.923077,1.457871,0.083333,5.857711,3.0106,-1.656638,0,0.164593,0.519795,0.504602,0.504602,1,0,0,1,1,1,0.1,-1
48.655172,0.065488,0.295709,7.739146,0.852941,1.369434,0.091954,6.684336,2.939111,-1.704291,0.058776,0.236843,0.382372,0.349958,0.256173,3.333333,1,1,3,3,2,0.2,-1
49.25,0.105225,0.345141,7.326328,1,1.45616,0.125,4.57935,2.816308,-1.654859,0,0.339915,0.779693,0.737634,0.720942,1,1,0,1,1,1,0.125,-1
65.764706,0.059252,0.346976,7.668135,0.85,2.95949,0.137255,4.441902,3.029721,-1.653024,0.021694,0.14997,0.366914,0.366914,0.366914,8.666667,10,3.5,3,2,2,0.1,-1
73.619048,0.09365,0.32308,7.831353,0.875,2.341203,0.111111,4.770227,2.975768,-1.67692,0.028163,0.191539,0.483275,0.297026,0.288344,0,5.666667,0,3,3,2,0.1,-1
39.545455,0.06758,0.318678,7.43254,0.942857,2.973894,0.070707,3.37487,2.924023,-1.681322,0.030683,0.260165,0.336024,0.189016,0.185931,0,1.5,0,3,2,2,0.2,-1
34.857143,0.069841,0.17829,8.345329,0.875,0.998549,0.142857,8.066509,2.939829,-1.82171,0,0.231043,0.865032,0.792057,0.766011,0,0,0,1,1,1,0.125,-1
35.764706,0.055379,0.36809,7.623019,0.944444,1.399166,0.098039,4.360176,2.861576,-1.63191,0.017307,0.30822,0.366914,0.366914,0.366914,1.5,0.5,2,2,2,1,0.1,-1
50.444444,0.091733,0.293393,7.956878,0.75,1.66206,0.185185,3.733466,2.713216,-1.706607,0.022282,0.443479,0.759148,0.672802,0.655675,8.5,12.5,0,2,2,1,0.5,-1
60.392857,0.044212,0.323855,7.589985,0.875,1.573546,0.130952,4.969716,2.882795,-1.676145,0.082215,0.307813,0.575451,0.238294,0.232276,3,1.5,4.5,7,2,2,0.5,-1
61.533333,0.083995,0.331444,7.926007,0.857143,2.725127,0.066667,3.629801,2.9614,-1.668556,0.012254,0.20281,0.334251,0.207918,0.207918,5.5,8,1,2,2,2,0.4,-1
67.8,0.051668,0.331729,7.61203,0.9375,1.527224,0.088889,4.352399,2.888884,-1.668271,0.005871,0.294605,0.415836,0.415836,0.384503,0,21,3,2,1,1,0.3,-1
74.0625,0.069362,0.333039,7.695538,0.888889,1.509487,0.0625,4.284839,2.89419,-1.666961,0,0.297085,0.389846,0.389846,0.378451,7,0,7,1,1,1,0.1,-1
59.222222,0.052958,0.251807,8.259674,0.75,3.49615,0.111111,3.700823,2.98709,-1.748193,0,0.193173,0.672802,0.672802,0.655675,1,6,0,1,1,1,0.1,-1
57.555556,0.065624,0.398296,7.165687,1,1.274913,0.185185,3.245981,2.974938,-1.601704,0.019248,0.199165,0.655675,0.655675,0.616044,0,0,0,2,2,1,0.111111,-1
41.785714,0.064614,0.35855,7.720191,0.893617,1.617254,0.095238,4.695287,2.829355,-1.64145,0.080407,0.403471,0.288344,0.159389,0.148513,3.875,8.333333,0.5,8,3,2,0.2,-1
42.333333,0.026703,0.182902,8.40938,0.692308,0.914541,0.148148,7.907519,2.69902,-1.817098,0.012295,0.478605,0.672802,0.655675,0.627751,6,4,0,2,1,1,0.1,-1
22.875,0.055766,0.203486,8.377069,0.8,1.279486,0.125,3.530848,2.752855,-1.796514,0,0.392407,0.756903,0.606406,0.594492,4,1,2,1,1,1,0.1,-1
37.363636,0.12082,0.259748,7.606836,0.846154,1.954516,0.121212,3.452557,2.804597,-1.740252,0.013244,0.361178,0.58582,0.567049,0.536461,1,7,7,2,1,1,0.2,-1
43.571429,0.053587,0.137252,8.000787,0.777778,1.407582,0.142857,3.895754,2.614369,-1.862748,0,0.5,0.865032,0.766011,0.734133,0,4,0,1,1,1,0.333333,-1
47.2,0.094508,0.193685,7.809369,0.909091,1.725321,0.133333,4.465627,2.557717,-1.806315,0.011976,0.562389,0.933785,0.623754,0.623754,1,15,1,2,1,1,0.1,-1
62.176471,0.046338,0.340291,7.698837,0.894737,4.015568,0.117647,3.304577,2.883273,-1.659709,0.019371,0.291107,0.451723,0.366914,0.35619,2.5,0.5,0.5,2,2,2,0.3,-1
35.125,0.049722,0.36072,7.277896,1,1.399263,0.083333,8.279293,3.043856,-1.63928,0.009006,0.133333,0.368817,0.360471,0.360471,0,2,0,2,1,1,0.1,-1
44.777778,0.093886,0.319517,7.547227,0.9,1.547075,0.111111,3.105791,2.945039,-1.680483,0,0.230058,0.672802,0.640838,0.640838,0,0,4,1,1,1,0.1,-1
41,0.058659,0.398945,7.571025,0.857143,1.49434,0.111111,3.617837,2.816557,-1.601055,0.009237,0.34632,0.519795,0.504602,0.504602,0.5,0,0,2,1,1,0.1,-1
49.090909,0.067479,0.328106,8.033725,0.785714,2.722943,0.090909,5.311839,2.847722,-1.671894,0.018018,0.320207,0.378009,0.313867,0.275237,1.5,1.5,5,2,2,2,0.1,-1
35.392857,0.059321,0.332682,7.657657,0.848485,1.700664,0.083333,4.463845,2.789381,-1.667318,0.038817,0.407316,0.242331,0.235978,0.222769,4.666667,1.5,5.5,3,2,2,0.3,-1
64.642857,0.04966,0.39782,8.09267,0.875,3.660735,0.071429,3.328169,3.03327,-1.60218,0,0.152244,0.445539,0.445539,0.421505,19,8,19,1,1,1,0.2,-1
59.466667,0.073013,0.37965,7.498805,0.9375,1.198273,0.066667,4.880127,3.07908,-1.62035,0,0.088396,0.384503,0.384503,0.37665,14,1,14,1,1,1,0.1,-1
60.772727,0.064715,0.237579,7.464495,0.916667,2.402162,0.166667,3.283771,2.855339,-1.762421,0.101963,0.312482,0.722869,0.610866,0.48498,4.833333,4.833333,4,6,6,5,0.4,-1
40,0.093877,0.303446,8.444108,0.666667,3.05409,0.125,3.176657,2.849157,-1.696554,0,0.30534,0.779693,0.756903,0.693049,0,3,3,1,1,1,0.5,-1
42.193548,0.073908,0.281469,7.67447,0.885714,3.342562,0.064516,4.354862,2.866999,-1.718531,0.013289,0.327153,0.263599,0.213831,0.20539,0,0.5,0,2,2,2,0.2,-1
58.866667,0.095217,0.31709,7.844914,0.789474,1.71938,0.155556,5.561555,2.740416,-1.68291,0.031147,0.450589,0.553115,0.403681,0.393405,5.666667,0.5,8,3,2,2,0.4,-1
35.75,0.062369,0.420943,8.69066,0.5,1.104434,0.25,5.172077,3.057476,-1.579057,0,0.116664,1.559386,1.362271,1.320508,1,1,5,1,1,1,0.125,-1
39.1,0.058478,0.301169,7.537985,0.909091,2.530375,0.066667,4.05265,2.880626,-1.698831,0.00604,0.320998,0.311877,0.311877,0.295054,2,0,0,2,1,1,0.2,-1
62.586957,0.076244,0.260754,7.539148,0.92,2.48912,0.065217,4.788099,2.913875,-1.739246,0.034787,0.267354,0.376144,0.231947,0.194769,3.6,2,2.333333,5,3,3,0.7,-1
47.133333,0.046219,0.287121,7.264412,0.9375,0.873779,0.155556,9.898033,2.87327,-1.712879,0.04909,0.320297,0.606819,0.403681,0.393405,0,0.333333,0,3,3,2,0.2,-1
39.882353,0.041701,0.283502,7.522075,0.944444,2.404162,0.117647,3.516109,2.875077,-1.716498,0.024164,0.296296,0.366914,0.35619,0.347122,0,3,1.5,2,2,2,0.2,-1
50.1,0.095796,0.343671,7.717537,1,1.084301,0.1,3.775716,2.965584,-1.656329,0,0.2019,0.623754,0.623754,0.605522,0,0,0,1,1,1,0.1,-1
42.428571,0.092086,0.297808,7.453722,0.933333,2.065242,0.095238,3.598125,2.954987,-1.702192,0.009206,0.232107,0.445539,0.445539,0.445539,0,2,0,2,1,1,0.1,-1
75.6875,0.040007,0.277247,7.374611,0.941176,1.198839,0.125,3.970941,2.85912,-1.722753,0.030686,0.337779,0.499604,0.479956,0.378451,0.5,1.5,6,2,2,2,0.2,-1
47.315789,0.089287,0.267888,8.136979,0.678571,2.777543,0.140351,3.931863,2.900323,-1.732112,0.076155,0.258942,0.344449,0.328292,0.328292,4,1,2,4,2,2,0.6,-1
35.75,0.052348,0.306379,7.471297,0.941176,1.744136,0.145833,3.772089,3.056021,-1.693621,0.060674,0.123045,0.408206,0.389846,0.378451,1.666667,0.5,0.5,3,2,2,0.2,-1
54.904762,0.070176,0.212995,7.699183,0.875,3.378015,0.126984,3.520143,2.743544,-1.787005,0.049604,0.430909,0.567969,0.426637,0.338716,1,11,1,3,3,3,0.5,-1
59.846154,0.104284,0.261569,7.458888,0.866667,1.708898,0.205128,3.840058,2.751629,-1.738431,0.054306,0.416667,0.959562,0.74354,0.545064,1.857143,4,0.5,7,3,2,0.4,-1
48.125,0.121642,0.288551,7.346465,1,0.798698,0.125,3.960629,2.822182,-1.711449,0,0.322365,0.779693,0.779693,0.681136,1,8,8,1,1,1,0.125,-1
42.444444,0.080256,0.290956,7.969324,0.692308,1.246755,0.148148,4.831732,2.901947,-1.709044,0.014046,0.269302,0.853255,0.69306,0.627751,2,0,3,2,1,1,0.2,-1
42.777778,0.057613,0.339683,8.151093,0.818182,1.48308,0.111111,3.239581,3.021928,-1.660317,0,0.15,0.627751,0.616044,0.616044,0,0,0,1,1,1,0.1,-1
42.631579,0.100946,0.306392,7.553365,0.904762,1.009434,0.105263,4.125193,2.89474,-1.693608,0.024694,0.289026,0.621165,0.328292,0.318696,0,0,0,2,2,2,0.2,-1
40.458333,0.085995,0.372424,7.445216,0.923077,2.217458,0.111111,3.631733,2.905041,-1.627576,0.045244,0.256635,0.259898,0.259898,0.252301,0,0,5,3,3,2,0.2,-1
32.454545,0.056998,0.308103,7.666386,0.846154,1.794438,0.090909,3.518783,2.897408,-1.691897,0,0.286185,0.567049,0.567049,0.467176,2,0,0,1,1,1,0.1,-1
35,0.051915,0.324101,7.472567,0.9,1.123235,0.148148,5.334724,2.860321,-1.675899,0.014894,0.310087,0.69306,0.672802,0.625898,2,0,1,2,1,1,0.2,-1
40.636364,0.055539,0.318934,7.475115,0.956522,1.680194,0.060606,4.097304,2.9243,-1.681066,0.006174,0.254152,0.361435,0.283525,0.283525,1.5,5,5,2,1,1,0.1,-1
59.625,0.093274,0.295048,7.784594,0.842105,1.615287,0.229167,5.355437,2.748373,-1.704952,0.099051,0.429082,0.682247,0.658011,0.389846,6.75,6.75,20.666667,4,4,3,0.3,-1
56.3,0.064414,0.292562,7.700567,0.9375,2.611156,0.077778,4.040406,2.918767,-1.707438,0.03438,0.272938,0.369626,0.262331,0.255977,12.666667,6.666667,8.5,3,3,2,0.5,-1
46.181818,0.054006,0.299175,7.312367,1,1.508471,0.121212,3.330531,3.008695,-1.700825,0.009807,0.170234,0.567049,0.567049,0.567049,1,0,0,2,1,1,0.1,-1
50.058824,0.07298,0.323397,7.541122,0.971429,3.724942,0.088235,4.168475,3.028343,-1.676603,0.047312,0.143009,0.355137,0.269934,0.267714,7.4,7.5,11.5,5,4,2,0.2,-1
34.058824,0.062455,0.320134,7.992273,0.772727,2.189741,0.058824,4.881701,3.009658,-1.679866,0,0.168428,0.366914,0.35619,0.332339,1,4,0,1,1,1,0.2,-1
54.388889,0.064985,0.337717,7.814082,0.818182,1.959463,0.12963,3.735561,3.051173,-1.662283,0.025375,0.119083,0.503111,0.490333,0.404699,7,8,0.5,3,2,2,0.1,-1
66.428571,0.074542,0.347769,7.757933,0.875,1.455473,0.142857,4.454888,3.028639,-1.652231,0,0.140523,0.891078,0.891078,0.891078,2,2,5,1,1,1,0.125,-1
69.428571,0.053209,0.346227,7.710797,0.875,0.948186,0.142857,6.437273,3.101881,-1.653773,0,0.071404,0.891078,0.891078,0.865032,10,10,2,1,1,1,0.125,-1
65.076923,0.083328,0.253246,7.46445,0.962963,2.589472,0.102564,4.164964,2.698595,-1.746754,0.035314,0.505903,0.380976,0.352991,0.239906,2.75,5,0,4,3,3,0.2,-1
89.526316,0.07259,0.281171,7.788719,0.863636,3.171944,0.105263,3.494816,2.864068,-1.718829,0.020972,0.303962,0.432559,0.418503,0.35002,0,8.5,2,2,2,2,0.1,-1
42.444444,0.072556,0.340128,8.321806,0.75,1.074852,0.111111,4.222371,3.023037,-1.659872,0,0.152142,0.616044,0.595786,0.578658,4,4,1,1,1,1,0,-1
74.416667,0.108246,0.273369,7.600607,0.923077,0.971101,0.166667,8.331424,2.788755,-1.726631,0.028929,0.358396,0.533765,0.519795,0.491756,0,18.5,18.5,2,2,2,0.1,-1
45.055556,0.096183,0.341597,8.016743,0.75,1.106551,0.074074,5.862429,2.915162,-1.658403,0.006464,0.277398,0.34653,0.34653,0.34653,4,1,4,2,1,1,0.1,-1
77.058824,0.050209,0.430704,7.867874,0.85,2.939185,0.117647,3.498142,2.970772,-1.569296,0.017352,0.20867,0.366914,0.366914,0.366914,3,4.5,0,3,2,1,0.1,-1
47.888889,0.06534,0.310886,7.702907,0.9,1.605117,0.111111,7.625444,2.934725,-1.689114,0.01884,0.253023,0.373149,0.34653,0.34653,8,0,8.5,2,2,2,0.1,-1
44.970588,0.060269,0.337048,7.612976,0.871795,1.855726,0.078431,5.135058,2.860235,-1.662952,0.041632,0.327856,0.191286,0.183457,0.178095,4.6,0,12.5,5,2,2,0.2,-1
30.105263,0.08744,0.34825,7.942497,0.95,1.663087,0.052632,5.468213,3.017151,-1.65175,0,0.161427,0.328292,0.328292,0.328292,1,1,1,1,1,1,0.1,-1
51.166667,0.061065,0.37324,7.786338,0.888889,1.899701,0.069444,6.272591,3.051017,-1.62676,0.008725,0.121444,0.309987,0.259898,0.252301,0.5,3,0,2,2,1,0.3,-1
44.636364,0.083241,0.292891,7.71211,0.785714,2.013993,0.151515,3.52126,2.875034,-1.707109,0.021719,0.293028,0.632279,0.524322,0.480185,1,2,3,2,2,1,0.2,-1
46,0.06055,0.221915,7.339956,1,2.904156,0.083333,3.114389,2.95327,-1.778085,0.008243,0.224742,0.389846,0.389846,0.378451,0.5,3,0,2,1,1,0.1,-1
61,0.062014,0.324129,7.763968,0.846154,1.216904,0.151515,3.86677,2.954004,-1.675871,0.015548,0.225389,0.524322,0.524322,0.513614,6.5,4.5,12,2,2,1,0.1,-1
59.8,0.088654,0.262653,7.512548,0.909091,1.645045,0.133333,3.245255,2.903702,-1.737347,0.008619,0.269841,1.153508,0.623754,0.623754,5,2,2,2,1,1,0.1,-1
44.48,0.080248,0.301925,7.851374,0.892857,1.999836,0.093333,4.091553,2.820166,-1.698075,0.026713,0.3801,0.249502,0.249502,0.242209,1,4,0,4,2,2,0.4,-1
35.9,0.075898,0.269456,8.449502,0.555556,3.172311,0.1,3.066946,2.948558,-1.730544,0,0.219875,0.590107,0.576754,0.55444,2,4,1,1,1,1,0.1,-1
47.666667,0.066941,0.385415,8.152347,0.692308,1.994674,0.111111,4.807926,2.988317,-1.614585,0,0.185175,0.69306,0.69306,0.69306,1,8,1,1,1,1,0.1,-1
38.875,0.077686,0.259023,7.831676,0.857143,0.683342,0.097222,12.367326,2.754109,-1.740977,0.037978,0.428547,0.370482,0.271707,0.259898,0.333333,0,1,3,2,2,0.2,-1
49.266667,0.049364,0.347201,7.425467,1,1.392338,0.133333,3.994568,3.006867,-1.652799,0.025503,0.173669,0.403681,0.403681,0.403681,1,0.5,1.5,2,2,2,0.1,-1
49,0.061206,0.386794,7.274986,1,0.950686,0.125,5.146192,3.057476,-1.613206,0,0.116664,0.779693,0.737634,0.681136,3,0,0,1,1,1,0.125,-1
59.888889,0.053097,0.286404,7.89464,0.818182,1.888279,0.111111,3.81048,3.008695,-1.713596,0,0.170234,0.69306,0.69306,0.69306,28,28,0,1,1,1,0.1,-1
45.785714,0.044884,0.307781,7.896965,0.933333,2.902867,0.095238,3.10933,3.006867,-1.692219,0.008561,0.173669,0.445539,0.432516,0.421505,5,10,10,2,1,1,0.1,-1
36,0.034464,0.180827,8.768212,0.625,1.32282,0.2,3.370944,2.939829,-1.819173,0,0.231043,1.180214,1.108879,0.960492,0,0,3,1,1,1,0.125,-1
47.384615,0.065088,0.380436,7.312176,1,1.458781,0.076923,3.306291,3.044913,-1.619564,0,0.124379,0.453929,0.453929,0.412467,0,5,5,1,1,1,0.1,-1
51.5,0.076704,0.354666,8.012557,0.8,2.154992,0.1,4.808549,2.972282,-1.645334,0.029354,0.225519,0.451478,0.383965,0.311877,1.5,8,4,2,2,2,0.3,-1
124.714286,0.036428,0.254151,7.733207,0.875,0.874846,0.190476,4.747383,3.013071,-1.745849,0.006252,0.161924,0.891078,0.891078,0.891078,0,8,17,2,1,1,0.125,-1
52.625,0.076214,0.41413,7.370518,1,1.227322,0.125,3.032241,2.984234,-1.58587,0,0.185783,0.779693,0.779693,0.779693,0,2,0,1,1,1,0.125,-1
49.757143,0.091539,0.320596,7.703844,0.909091,3.968871,0.071429,4.155329,2.72421,-1.679404,0.08419,0.401925,0.144227,0.14345,0.142508,4.25,6.714286,3.714286,8,7,7,1.7,-1
71.833333,0.073395,0.29032,7.881717,0.818182,3.17347,0.148148,3.848974,2.942437,-1.70968,0.054865,0.233274,0.845732,0.785248,0.533607,0.666667,1.333333,1,3,3,3,0.1,-1
40.125,0.071996,0.336046,7.907769,0.8,3.160765,0.0625,3.639936,3.039738,-1.663954,0,0.141689,0.389846,0.378451,0.368817,0,1,4,1,1,1,0.2,-1
53.384615,0.067903,0.300787,8.018793,0.722222,1.327327,0.153846,5.023946,3.037683,-1.699213,0.035001,0.141553,0.514949,0.479811,0.465786,0.5,12.5,2,2,2,2,0.3,-1
34.692308,0.131641,0.315024,8.137442,0.684211,1.774732,0.102564,4.522476,2.622599,-1.684976,0.010397,0.539529,0.479811,0.465786,0.465786,0.666667,3,0,3,1,1,0.4,-1
34.7,0.101808,0.341166,7.067236,1,1.270494,0.2,4.074908,2.925853,-1.658834,0.048979,0.244823,0.665038,0.623754,0.590107,1.5,2.5,1.5,2,2,2,0.2,-1
30.5,0.06692,0.255491,7.787992,0.833333,0.746432,0.133333,7.119726,2.915196,-1.744509,0.01691,0.252178,1.153508,0.623754,0.590107,0,0,4,2,1,1,0.2,-1
39.833333,0.069661,0.312893,7.242995,1,1.351195,0.166667,5.224043,3.005679,-1.687107,0.029156,0.165994,0.710577,0.519795,0.504602,3.5,3.5,3.5,2,2,2,0.2,-1
57.761905,0.094016,0.331493,7.708657,0.913043,4.146117,0.079365,3.596807,2.937807,-1.668507,0.009014,0.256482,0.297026,0.297026,0.297026,1,3,4,2,2,1,0.2,-1
49.636364,0.064884,0.363838,7.651454,0.88,2.715585,0.090909,4.705229,2.862069,-1.636162,0.016719,0.29151,0.450601,0.283525,0.283525,0,0.5,3,2,2,2,0.2,-1
122,0.063062,0.365553,8.150049,0.9,1.474767,0.222222,4.350338,2.965584,-1.634447,0.01775,0.2019,0.672802,0.672802,0.672802,0,1.5,1.5,2,2,2,0.2,-1
53,0.088665,0.364094,7.427354,1,0.761288,0.133333,7.220552,2.945039,-1.635906,0.011161,0.230058,0.576754,0.544909,0.528203,9,0,0,2,1,1,0.1,-1
47.5,0.083638,0.310925,8.045175,0.666667,1.989774,0.166667,3.270851,2.815202,-1.689075,0.012962,0.349286,0.737634,0.70622,0.681136,2,0,0,2,1,1,0.1,-1
65.090909,0.095034,0.266965,7.911529,0.916667,2.510104,0.090909,3.543873,2.678032,-1.733035,0,0.468254,0.550475,0.550475,0.550475,26,4,5,1,1,1,0.4,-1
42.1875,0.082229,0.370286,7.777591,0.888889,1.400442,0.125,5.21404,2.873629,-1.629714,0.023431,0.27814,0.389846,0.378451,0.368817,2.5,3.5,3.5,2,2,2,0.2,-1
58.538462,0.041945,0.279077,7.617086,0.866667,1.270563,0.153846,5.565107,2.954987,-1.720923,0.025587,0.232107,0.506631,0.479811,0.465786,1,1.5,2,2,2,2,0.2,-1
42.333333,0.080161,0.34842,8.014257,0.827586,2.977488,0.055556,4.138536,3.037052,-1.65158,0.005333,0.129401,0.323057,0.259898,0.259898,5.5,0,6,2,1,1,0.2,-1
35.9,0.057439,0.293064,7.658979,0.833333,2.745369,0.166667,3.190167,3.046381,-1.706936,0.028689,0.13103,0.795156,0.623754,0.590107,0,0,0,2,2,1,0.1,-1
58.473684,0.048261,0.388977,7.899068,0.826087,2.471453,0.105263,3.300886,3.042838,-1.611023,0.024325,0.14098,0.328292,0.328292,0.328292,2.333333,2.333333,0.5,3,3,2,0.3,-1
62.875,0.058604,0.230668,7.668161,1,1.07966,0.208333,4.916472,2.889549,-1.769332,0.022319,0.270796,0.779693,0.779693,0.737634,2,2,3,2,2,1,0.125,-1
46.777778,0.074868,0.233606,7.469527,0.9,1.090288,0.148148,4.76796,2.792586,-1.766394,0.013289,0.349484,0.672802,0.672802,0.655675,3,3,5,2,1,1,0.1,-1
65.111111,0.067861,0.300779,7.550441,0.9,1.31373,0.148148,3.866005,2.965584,-1.699221,0.009112,0.2019,0.816132,0.672802,0.655675,0,0,3,2,1,1,0.1,-1
50.666667,0.080636,0.364983,7.827667,0.789474,2.76933,0.111111,3.521848,2.856312,-1.635017,0.014106,0.327645,0.453911,0.403681,0.384503,5,3,0,2,2,1,0.2,-1
45.083333,0.09408,0.366367,7.355438,1,0.509556,0.166667,13.568182,3.023037,-1.633633,0.042561,0.152142,1.021445,0.519795,0.519795,6,9,2,3,2,1,0.1,-1
64.818182,0.04972,0.351736,8.116009,0.6875,1.60652,0.181818,5.318444,2.99908,-1.648264,0.031858,0.183952,0.550475,0.524322,0.478554,16.5,2,0,2,2,2,0.3,-1
71.142857,0.053191,0.260914,7.875241,0.875,1.193573,0.190476,3.726398,2.984234,-1.739086,0.011478,0.185783,0.891078,0.84301,0.754576,13,1,25,2,1,1,0.125,-1
68.5,0.093523,0.309174,7.348467,1,0.803781,0.125,5.63592,3.028639,-1.690826,0,0.140523,0.756903,0.756903,0.756903,3,3,3,1,1,1,0.125,-1
32.7,0.042201,0.281627,7.151386,1,2.022471,0.166667,3.227891,2.925853,-1.718373,0.03352,0.244823,0.683233,0.576754,0.576754,5,2.5,0.5,2,2,2,0.2,-1
57.789474,0.107946,0.228672,8.014131,0.730769,3.200694,0.140351,3.987418,2.571861,-1.771328,0.058638,0.547049,0.80122,0.656583,0.564429,8.75,1,17.5,4,4,2,0.6,-1
