@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute AvgPhotoDis real
@attribute AvgPhotoDisbyCap real
@attribute CaptionPercentage real
@attribute PeopleNumber real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute TheRatioOfPeopleToPhoto real
@attribute diff_AvgPhotoDis real
@attribute diff_TopWordPopularity real
@attribute diff_Entropy real
@attribute ID string
@attribute label {1,-1}
@data
48.75 , 0.132000633418 , 912.387392077 , 0.75 , 15 , 1.03951254227 , 0.277777777778 , 5.18084780877 , 2.4213152774 , 0.9375 , 0.112000633418 , 0.118635819837 , 0.719915227333 , 5114a33bc2a3754cfe66b985 , 1
47.8732394366 , 0.328724623899 , 27950.1539363 , 0.946666666667 , 61 , 1.21359213603 , 0.145539906103 , 5.04711108513 , 2.54029507791 , 0.813333333333 , 0.308724623899 , 0.214594225326 , 0.578989598268 , 51148712c2a3754cfe669570 , 1
57.8 , 0.344592499947 , 1125.35482928 , 0.9375 , 13 , 1.77830348798 , 0.2 , 3.61390221715 , 2.91740581143 , 0.8125 , 0.324592499947 , 0.0953328741279 , 0.253376304536 , 511482e1c2a3754cfe668f78 , 1
30.0454545455 , 0.17169598073 , 1454.3409073 , 0.916666666667 , 15 , 2.85602869458 , 0.378787878788 , 3.88088064971 , 2.47606419505 , 0.625 , 0.15169598073 , 0.66851823489 , 0.640555934336 , 51147c8dc2a3754cfe6687f1 , 1
62.3170731707 , 0.195328298363 , 9387.47751151 , 0.97619047619 , 36 , 1.36387696242 , 0.219512195122 , 3.96707818263 , 2.33386490796 , 0.857142857143 , 0.175328298363 , 0.294532118792 , 0.90491134828 , 51148d4dc2a3754cfe669e6d , 1
45.8709677419 , 0.313600365268 , 4736.68528927 , 0.815789473684 , 28 , 1.89439962346 , 0.118279569892 , 4.53140076273 , 2.76872295871 , 0.736842105263 , 0.293600365268 , 0.0814577824178 , 0.407812533948 , 5114837ec2a3754cfe669027 , 1
47.8181818182 , 0.305411809242 , 2762.39026865 , 0.6875 , 27 , 3.50567799116 , 0.121212121212 , 3.20830384402 , 3.0034177145 , 0.84375 , 0.285411809242 , 0.0469476321286 , 0.17078996675 , 51147bdbc2a3754cfe66874c , 1
42.1395348837 , 0.345317430119 , 76199.3438896 , 0.877551020408 , 122 , 2.39012289642 , 0.046511627907 , 5.42520021277 , 2.88963548633 , 0.829931972789 , 0.325317430119 , 0.118925385008 , 0.287883681603 , 51147a4fc2a3754cfe66858e , 1
44.380952381 , 0.302982726235 , 8128.97957952 , 0.875 , 37 , 2.35189042161 , 0.126984126984 , 4.24604537903 , 2.70662680747 , 0.770833333333 , 0.282982726235 , 0.139431547356 , 0.517596588519 , 51147f9ac2a3754cfe668c31 , 1
81.875 , 0.346093306403 , 1664.29640237 , 1.0 , 11 , 0.920137957901 , 0.270833333333 , 6.61400870629 , 2.80385618977 , 0.6875 , 0.326093306403 , 0.143666144599 , 0.364444444444 , 51148bb1c2a3754cfe669ba2 , 1
50.0322580645 , 0.398950737245 , 3710.36287149 , 0.96875 , 27 , 1.79068994806 , 0.0645161290323 , 4.86801329445 , 2.5751157903 , 0.84375 , 0.378950737245 , 0.0354984160192 , 0.635255311949 , 51147d13c2a3754cfe6688a6 , 1
51.7142857143 , 0.252531615665 , 12396.4499448 , 0.859649122807 , 41 , 0.951286709564 , 0.102040816327 , 6.15304147896 , 2.50954980663 , 0.719298245614 , 0.232531615665 , 0.117433549721 , 0.643849755845 , 51148bb8c2a3754cfe669bd6 , 1
49.1034482759 , 0.313527496025 , 3690.14129939 , 0.935483870968 , 22 , 2.69705812532 , 0.114942528736 , 3.76190156137 , 2.65619833281 , 0.709677419355 , 0.293527496025 , 0.06464128679 , 0.495264014536 , 51148f62c2a3754cfe66a1b7 , 1
49.4242424242 , 0.308112380688 , 5917.23851906 , 0.868421052632 , 34 , 4.14656968829 , 0.10101010101 , 3.44125382264 , 2.89791336752 , 0.894736842105 , 0.288112380688 , 0.0633921918375 , 0.299808456569 , 51147bc6c2a3754cfe668728 , 1
49.75 , 0.0734719808586 , 180.550170368 , 0.888888888889 , 8 , 0.880226838511 , 0.416666666667 , 7.87438548496 , 2.70290433719 , 0.888888888889 , 0.0534719808586 , 0.177531489703 , 0.433937141972 , 51148c29c2a3754cfe669ce4 , 1
43.40625 , 0.24516583881 , 38126.5380995 , 0.932038834951 , 96 , 5.75981729468 , 0.0868055555556 , 4.54465599865 , 2.36883802225 , 0.932038834951 , 0.22516583881 , 0.171439881547 , 0.787565295318 , 511479acc2a3754cfe668542 , 1
42.1724137931 , 0.217805551187 , 2952.47659686 , 0.935483870968 , 25 , 1.07558102931 , 0.172413793103 , 6.7012345227 , 2.51652998853 , 0.806451612903 , 0.197805551187 , 0.162304896684 , 0.66290563475 , 51148da1c2a3754cfe669ef9 , 1
70.4210526316 , 0.235979815001 , 2442.95570674 , 1.0 , 17 , 1.51765030688 , 0.245614035088 , 4.7951185022 , 2.70632201408 , 0.894736842105 , 0.215979815001 , 0.131796803542 , 0.459191110111 , 51148d4fc2a3754cfe669e7a , 1
43.6031746032 , 0.213467849431 , 18544.961008 , 0.954545454545 , 33 , 1.17851532484 , 0.26455026455 , 6.31685100617 , 2.10823318858 , 0.5 , 0.193467849431 , 0.518810266496 , 0.998998983822 , 51148777c2a3754cfe669601 , 1
49.9759615385 , 0.24522531292 , 212143.846972 , 0.896551724138 , 182 , 6.73045955632 , 0.230769230769 , 5.06981212303 , 2.20144739653 , 0.784482758621 , 0.22522531292 , 0.554922904686 , 1.05522607507 , 51147967c2a3754cfe668503 , 1
51.9347826087 , 0.290458136463 , 9745.67013826 , 0.836363636364 , 48 , 3.1267855811 , 0.0797101449275 , 6.57369572324 , 2.65281264853 , 0.872727272727 , 0.270458136463 , 0.0622533465939 , 0.542745617108 , 511478cac2a3754cfe6684ac , 1
85.875 , 0.200736828008 , 3229.43741041 , 1.0 , 10 , 1.80496591753 , 0.166666666667 , 6.85806431164 , 2.49612600353 , 0.416666666667 , 0.180736828008 , 0.154821499278 , 0.706671884536 , 511486b7c2a3754cfe6694e2 , 1
42.4285714286 , 0.174808627023 , 1117.30651414 , 0.875 , 15 , 1.68024283126 , 0.166666666667 , 5.1972533455 , 2.25524191736 , 0.9375 , 0.154808627023 , 0.0499700498345 , 0.859731146593 , 51148d88c2a3754cfe669eb1 , 1
40.1176470588 , 0.23691648604 , 1126.4914457 , 0.894736842105 , 15 , 1.36305848166 , 0.137254901961 , 4.0942689504 , 2.44814576452 , 0.789473684211 , 0.21691648604 , 0.0466827077331 , 0.657809166391 , 51148d1ac2a3754cfe669e26 , 1
39.65 , 0.266588694394 , 1917.92267786 , 0.952380952381 , 18 , 2.30127463965 , 0.166666666667 , 4.00084375007 , 2.40980361617 , 0.857142857143 , 0.246588694394 , 0.0917739787081 , 0.74136109989 , 51147f8bc2a3754cfe668c04 , 1
55.5 , 0.325465037585 , 2808.66568203 , 0.785714285714 , 23 , 4.958664848 , 0.121212121212 , 3.02551299383 , 2.81836568151 , 0.821428571429 , 0.305465037585 , 0.0440702975808 , 0.328469935741 , 511479f3c2a3754cfe66856a , 1
