@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute AvgPhotoDis real
@attribute AvgPhotoDisbyCap real
@attribute CaptionPercentage real
@attribute PeopleNumber real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute TheRatioOfPeopleToPhoto real
@attribute diff_AvgPhotoDis real
@attribute diff_TopWordPopularity real
@attribute diff_Entropy real
@attribute ID string
@attribute label {1,-1}
@data
50.656 , 0.257999736174 , 73094.0470578 , 0.880281690141 , 132 , 2.42146847448 , 0.109333333333 , 6.57988518896 , 2.59888228117 , 0.929577464789 , 0.237999736174 , 0.239731166109 , 0.509784759433 , 51148308c2a3754cfe668f8e , 1
41.248 , 0.193836061799 , 325153.821033 , 0.89605734767 , 229 , 5.86843189721 , 0.192 , 5.40215365069 , 2.04599317665 , 0.820788530466 , 0.173836061799 , 0.535867675146 , 1.14190237001 , 51147952c2a3754cfe6684ee , 1
45.8125 , 0.252760890147 , 1286.31975071 , 0.8 , 15 , 2.1774615157 , 0.1875 , 3.63233361713 , 2.60335761633 , 0.75 , 0.232760890147 , 0.0919226731217 , 0.544430961827 , 51147facc2a3754cfe668c48 , 1
51.7142857143 , 0.252531615665 , 12396.4499448 , 0.859649122807 , 41 , 0.951286709564 , 0.102040816327 , 6.15304147896 , 2.50954980663 , 0.719298245614 , 0.232531615665 , 0.117433549721 , 0.643849755845 , 51148bb8c2a3754cfe669bd6 , 1
47.8732394366 , 0.328724623899 , 27950.1539363 , 0.946666666667 , 61 , 1.21359213603 , 0.145539906103 , 5.04711108513 , 2.54029507791 , 0.813333333333 , 0.308724623899 , 0.214594225326 , 0.578989598268 , 51148712c2a3754cfe669570 , 1
79.75 , 0.262621997603 , 1566.71426096 , 0.869565217391 , 20 , 1.81670929946 , 0.133333333333 , 3.68468385103 , 2.61030486524 , 0.869565217391 , 0.242621997603 , 0.0492290815427 , 0.549995883285 , 51148a80c2a3754cfe66997f , 1
43.7192982456 , 0.278470040193 , 14444.2653352 , 0.91935483871 , 53 , 3.00913386378 , 0.0818713450292 , 3.78112761007 , 2.63793268771 , 0.854838709677 , 0.258470040193 , 0.0975619647479 , 0.502343148551 , 51147caac2a3754cfe668801 , 1
68.8372093023 , 0.261584400185 , 10390.5510527 , 1.0 , 36 , 2.6849495669 , 0.193798449612 , 4.61417183559 , 1.9763727094 , 0.837209302326 , 0.241584400185 , 0.310982809745 , 1.15051378648 , 51148f61c2a3754cfe66a1aa , 1
62.3170731707 , 0.195328298363 , 9387.47751151 , 0.97619047619 , 36 , 1.36387696242 , 0.219512195122 , 3.96707818263 , 2.33386490796 , 0.857142857143 , 0.175328298363 , 0.294532118792 , 0.90491134828 , 51148d4dc2a3754cfe669e6d , 1
42.1395348837 , 0.345317430119 , 76199.3438896 , 0.877551020408 , 122 , 2.39012289642 , 0.046511627907 , 5.42520021277 , 2.88963548633 , 0.829931972789 , 0.325317430119 , 0.118925385008 , 0.287883681603 , 51147a4fc2a3754cfe66858e , 1
85.875 , 0.200736828008 , 3229.43741041 , 1.0 , 10 , 1.80496591753 , 0.166666666667 , 6.85806431164 , 2.49612600353 , 0.416666666667 , 0.180736828008 , 0.154821499278 , 0.706671884536 , 511486b7c2a3754cfe6694e2 , 1
48.5161290323 , 0.373234011764 , 4368.76931418 , 0.815789473684 , 31 , 4.2701548 , 0.161290322581 , 3.03233671103 , 2.91244396939 , 0.815789473684 , 0.353234011764 , 0.123896025108 , 0.266779112059 , 511479e7c2a3754cfe668564 , 1
50.0178571429 , 0.29568164671 , 19241.9529111 , 0.823529411765 , 53 , 5.49254364912 , 0.0892857142857 , 4.07775856827 , 2.90481304633 , 0.779411764706 , 0.27568164671 , 0.0883310229821 , 0.275957447451 , 511478ebc2a3754cfe6684c5 , 1
42.1052631579 , 0.180426151318 , 1708.25011757 , 0.826086956522 , 21 , 1.78465336887 , 0.19298245614 , 5.32656946884 , 2.79988662519 , 0.913043478261 , 0.160426151318 , 0.124569053788 , 0.396624570862 , 51148a6cc2a3754cfe669960 , 1
43.5633802817 , 0.260101525513 , 24595.7413254 , 0.946666666667 , 58 , 2.81010791547 , 0.1220657277 , 5.7739281148 , 2.81296332279 , 0.773333333333 , 0.240101525513 , 0.175534556933 , 0.361784393394 , 51147c8bc2a3754cfe6687e2 , 1
44.380952381 , 0.302982726235 , 8128.97957952 , 0.875 , 37 , 2.35189042161 , 0.126984126984 , 4.24604537903 , 2.70662680747 , 0.770833333333 , 0.282982726235 , 0.139431547356 , 0.517596588519 , 51147f9ac2a3754cfe668c31 , 1
71.3571428571 , 0.137351694286 , 1321.69261412 , 1.0 , 13 , 1.48357918304 , 0.166666666667 , 4.04024079911 , 2.62749063108 , 0.928571428571 , 0.117351694286 , 0.0526730674172 , 0.541261879438 , 51148d70c2a3754cfe669ea6 , 1
