@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute AvgPhotoDis real
@attribute CaptionPercentage real
@attribute PeopleNumber real
@attribute PercentageOfStopwordsFromTopWords real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute TheRatioOfPeopleToPhoto real
@attribute diff_AvgPhotoDis real
@attribute diff_TopWordPopularity real
@attribute diff_Entropy real
@attribute event_id string
@attribute label {1,-1}
@data
32.5 , 0.126208366944 , 0.8 , 5 , 0.0 , 0.920549812777 , 0.5 , -3.64002545285 , 0.721928094887 , 1.0 , -0.115393121686 , 0.392857142857 , 0.930733209901 , 5100c69ec2a3754648f03b67 , 1
32.6 , 0.217028859279 , 1.0 , 5 , 0.0 , 0.920923203405 , 0.2 , -3.66850653876 , 1.52192809489 , 1.0 , -0.0561063483187 , 0.0620689655172 , 0.565815273551 , 5100c8cfc2a3754648f03b6c , 1
37.6666666667 , 0.113206519339 , 0.818181818182 , 11 , 0.4 , 0.710674005077 , 0.666666666667 , -13.7106607214 , 0.439496986922 , 1.0 , -0.214166332887 , 0.516666666667 , 0.588171353222 , 5100de63c2a3754648f03b83 , 1
74.875 , 0.20993928618 , 0.8 , 10 , 0.6 , 0.777871797182 , 0.375 , -10.133949199 , 1.57095059445 , 1.0 , -0.113220057485 , 0.300925925926 , 0.573811170386 , 5100e08cc2a3754648f03b86 , 1
51.1111111111 , 0.194966031151 , 0.9 , 10 , 0.8 , 1.68877713035 , 0.222222222222 , -3.65154437894 , 1.57095059445 , 1.0 , -0.125546244721 , 0.13601532567 , 0.307212378482 , 5100e2d4c2a3754648f03b89 , 1
61.7777777778 , 0.345089711768 , 1.0 , 9 , 0.6 , 1.36605801452 , 0.222222222222 , -4.56860090005 , 2.64160416787 , 1.0 , -0.00476157551813 , 0.147222222222 , 0.374227599592 , 5100ebbdc2a3754648f03b95 , 1
34.8333333333 , 0.151659357203 , 0.75 , 8 , 0.4 , 1.20018333748 , 0.166666666667 , -4.07450688036 , 0.954434002925 , 1.0 , -0.0284618941844 , 0.0333333333333 , 0.224552004787 , 51012c88c2a3754648f03bd2 , 1
43.9 , 0.124011463641 , 0.909090909091 , 10 , 0.4 , 0.957351112474 , 0.2 , -8.80587612939 , 1.095795255 , 0.909090909091 , -0.170065136604 , 0.1 , 0.422610795403 , 51013ba0c2a3754648f03bd8 , 1
80.5714285714 , 0.328849410807 , 0.777777777778 , 9 , 0.4 , 1.17390942934 , 0.142857142857 , -4.29744587382 , 2.19715972342 , 1.0 , -0.0315313628605 , 0.00332225913621 , 0.362010257329 , 510140e4c2a3754648f03bdd , 1
43.1428571429 , 0.0721701961408 , 0.7 , 10 , 0.2 , 1.205298098 , 0.285714285714 , -5.810765651 , 0.468995593589 , 1.0 , -0.197461488041 , 0.0683229813665 , 0.35007287871 , 5101470dc2a3754648f03be2 , 1
41.9230769231 , 0.250168472319 , 0.866666666667 , 15 , 0.8 , 2.83204610201 , 0.153846153846 , -3.50747634077 , 2.20623892865 , 1.0 , -0.0787078018186 , 0.0986737400531 , 0.408154820575 , 510157d1c2a3754648f03bf4 , 1
39.4666666667 , 0.101895158593 , 0.9375 , 32 , 0.2 , 6.00652007941 , 0.6 , -3.35432642454 , 0.597454723166 , 1.0 , -0.0742670128277 , 0.378169014085 , 0.318469708084 , 51015eaac2a3754648f03bf7 , 1
31.7142857143 , 0.145888789015 , 0.875 , 16 , 0.2 , 2.82148156866 , 0.285714285714 , -3.99656612982 , 0.696212260125 , 1.0 , -0.186084026108 , 0.223214285714 , 0.803626211622 , 510165fac2a3754648f03bfc , 1
23.4375 , 0.270081667669 , 0.941176470588 , 17 , 0.0 , 2.9702351622 , 0.25 , -4.19303462619 , 1.45166076436 , 1.0 , -0.0541460092804 , 0.183823529412 , 0.561316725491 , 51016710c2a3754648f03bfd , 1
46.8823529412 , 0.291844219472 , 0.944444444444 , 18 , 1.0 , 3.13160842715 , 0.117647058824 , -3.48520796899 , 2.21329828206 , 1.0 , -0.0190207866041 , 0.0659229208925 , 0.307968646387 , 51016b7bc2a3754648f03c01 , 1
41.7586206897 , 0.138784862253 , 0.90625 , 32 , 0.2 , 6.00553577552 , 0.448275862069 , -3.71390093467 , 1.23729834482 , 1.0 , -0.0470976938103 , 0.317474174305 , 0.159292028246 , 510173e3c2a3754648f03c06 , 1
39.4166666667 , 0.233691506638 , 0.857142857143 , 13 , 0.8 , 2.81026488755 , 0.0833333333333 , -3.06802888688 , 1.75343438619 , 0.928571428571 , -0.0828263416743 , 0.031862745098 , 0.452795506683 , 5101753ec2a3754648f03c08 , 1
53.3846153846 , 0.205308781002 , 0.866666666667 , 15 , 0.4 , 2.80189011224 , 0.230769230769 , -3.92064192719 , 2.20623892865 , 1.0 , -0.115323249985 , 0.184792219275 , 0.359129395765 , 51017e0fc2a3754648f03c0e , 1
32.5 , 0.205513565398 , 1.0 , 8 , 0.6 , 0.736835007735 , 0.125 , -8.13911234255 , 1.2987949407 , 1.0 , -0.115435776903 , 0.046568627451 , 0.459742440641 , 51017f93c2a3754648f03c11 , 1
43.1111111111 , 0.337146319951 , 0.75 , 12 , 1.0 , 1.60151577036 , 0.222222222222 , -3.81159129368 , 1.95914791703 , 1.0 , -0.00419911610177 , 0.115555555556 , 0.38201099711 , 51018050c2a3754648f03c12 , 1
30.3888888889 , 0.206332775142 , 1.0 , 18 , 0.4 , 2.80189011224 , 0.611111111111 , -4.99134772928 , 1.94553055604 , 1.0 , -0.126142621409 , 0.517585931255 , 0.468201817838 , 51018161c2a3754648f03c13 , 1
82.5555555556 , 0.335783133145 , 0.9 , 10 , 0.4 , 0.864624728727 , 0.222222222222 , -9.39186424033 , 2.37095059445 , 1.0 , 0.0318406339755 , 0.0870870870871 , 0.237438060622 , 5101889ac2a3754648f03c1d , 1
39.5384615385 , 0.228678532595 , 0.764705882353 , 17 , 0.8 , 2.18599499914 , 0.230769230769 , -3.96003965937 , 2.46924078217 , 1.0 , -0.0131081560952 , 0.189102564103 , 0.174708264842 , 5101c1d7c2a3754648f03c56 , 1
37.0 , 0.158045302682 , 0.666666666667 , 9 , 0.0 , 1.31404435679 , 0.333333333333 , -5.01120229197 , 0.986426728731 , 1.0 , -0.132274696564 , 0.222222222222 , 0.496698620329 , 5101cc40c2a3754648f03c61 , 1
41.8181818182 , 0.32697121995 , 1.0 , 11 , 1.0 , 1.16087528444 , 0.0909090909091 , -4.73312904629 , 2.40400975732 , 1.0 , -0.0257542307216 , 0.0204865556978 , 0.242831755985 , 5101d76dc2a3754648f03c6b , 1
21.75 , 0.131684804639 , 1.0 , 8 , 0.0 , 1.32065206605 , 0.25 , -4.54992177226 , 1.06127812446 , 1.0 , -0.177144927013 , 0.19 , 0.801005424978 , 5101da27c2a3754648f03c6d , 1
35.1052631579 , 0.301920029151 , 1.0 , 19 , 1.0 , 2.93743096274 , 0.105263157895 , -3.3492859868 , 2.3789919869 , 1.0 , -0.017636647124 , 0.0567783094099 , 0.228840916949 , 5101f026c2a3754648f03c83 , 1
51.1666666667 , 0.258728525301 , 0.857142857143 , 14 , 0.8 , 1.38352876948 , 0.166666666667 , -4.23259382879 , 2.46772010047 , 1.0 , -0.0907058937951 , 0.0852713178295 , 0.35812530297 , 5101f2bbc2a3754648f03c84 , 1
