@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute AvgPhotoDis real
@attribute CaptionNumber real
@attribute PhotoNumber real
@attribute PercentageOfStopwordsFromTopWords real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute event_id string
@attribute label {1,-1}
@data
41.8181818182 , 0.32697121995 , 11 , 11 , 0.5 , 1.16087528444 , 0.227272727273 , -3.87171006924 , 2.40400975732 , 5101d76dc2a3754648f03c6b , 1
21.75 , 0.131684804639 , 8 , 8 , 0.0 , 1.32065206605 , 0.25 , -4.54992177226 , 1.06127812446 , 5101da27c2a3754648f03c6d , 1
35.1052631579 , 0.301920029151 , 19 , 19 , 0.7 , 2.93743096274 , 0.236842105263 , -3.3492859868 , 2.3789919869 , 5101f026c2a3754648f03c83 , 1
51.1666666667 , 0.258728525301 , 12 , 14 , 0.4 , 1.38352876948 , 0.25 , -4.23259382879 , 2.46772010047 , 5101f2bbc2a3754648f03c84 , 1
39.8181818182 , 0.23690985143 , 11 , 16 , 0.5 , 1.90665977505 , 0.227272727273 , -3.31056387064 , 1.92117969195 , 5102518ec2a3754648f03cca , 1
55.1111111111 , 0.174371510052 , 9 , 9 , 0.4 , 1.14659591122 , 0.444444444444 , -5.69694576036 , 1.44661666763 , 51025e41c2a3754648f03cd1 , 1
30.4615384615 , 0.2559864854 , 13 , 14 , 0.3 , 2.20478654554 , 0.153846153846 , -3.025244184 , 2.41379956461 , 51025ccdc2a3754648f03ccf , 1
38.4444444444 , 0.235330622784 , 9 , 9 , 0.4 , 1.26424958328 , 0.222222222222 , -4.21953037649 , 2.05881389033 , 5102a7b7c2a3754648f03d1d , 1
62.8888888889 , 0.205950445489 , 9 , 10 , 0.4 , 2.22111793798 , 0.444444444444 , -3.0344986262 , 1.97095059445 , 5102ae7ac2a3754648f03d21 , 1
42.1428571429 , 0.210258201713 , 7 , 8 , 0.2 , 1.10731891778 , 0.285714285714 , -4.60078718246 , 1.90563906223 , 5102af15c2a3754648f03d22 , 1
47.3333333333 , 0.135809252437 , 9 , 11 , 0.3 , 0.704652592737 , 0.222222222222 , -12.3884478592 , 0.439496986922 , 51031fccc2a3754648f03d83 , 1
40.8888888889 , 0.240952222467 , 9 , 9 , 0.1 , 1.32065206605 , 0.222222222222 , -5.30712348019 , 1.83659166811 , 5101de9ac2a3754648f03c70 , 1
23.7 , 0.267358333465 , 10 , 10 , 0.3 , 2.07192012975 , 0.15 , -3.06603523927 , 1.68547529723 , 5101f8cfc2a3754648f03c89 , 1
63.2222222222 , 0.291267250654 , 9 , 11 , 0.5 , 2.07193456696 , 0.277777777778 , -3.81389358051 , 2.84535093662 , 51020a17c2a3754648f03c98 , 1
58.75 , 0.180779315472 , 8 , 8 , 0.2 , 0.866141797188 , 0.25 , -8.53346035252 , 1.2987949407 , 51021ce1c2a3754648f03ca5 , 1
96.5 , 0.312518170147 , 6 , 8 , 0.3 , 1.01409230376 , 0.333333333333 , -5.30271234913 , 1.90563906223 , 51022170c2a3754648f03cab , 1
30.125 , 0.120967339209 , 8 , 8 , 0.2 , 1.96635275162 , 0.375 , -3.58126612132 , 1.06127812446 , 51026c89c2a3754648f03ce0 , 1
45.3333333333 , 0.0705785364322 , 6 , 8 , 0.3 , 0.616020233515 , 0.416666666667 , -11.7612153618 , 0.0 , 51027abdc2a3754648f03cf1 , 1
51.75 , 0.128874874902 , 8 , 8 , 0.2 , 0.86263431497 , 0.5 , -6.7293370481 , 1.40563906223 , 5102e594c2a3754648f03d54 , 1
49.75 , 0.137775439907 , 8 , 9 , 0.2 , 0.663393662907 , 0.375 , -9.3547399659 , 0.503258334776 , 5103973cc2a3754648f03dea , 1
59.8571428571 , 0.242764955379 , 7 , 8 , 0.5 , 0.597185910811 , 0.357142857143 , -11.010150844 , 2.25 , 5103b02cc2a3754648f03dff , 1
38.619047619 , 0.0542341764125 , 42 , 43 , 0.0 , 7.07621849112 , 0.309523809524 , -3.17850450494 , 0.47563396876 , 5100be98c2a3754648f03b5b , 1
79.9090909091 , 0.14312922953 , 11 , 11 , 0.7 , 0.777094747576 , 0.409090909091 , -11.7539038266 , 1.49111485006 , 5100e48bc2a3754648f03b8b , 1
52.15625 , 0.0686591955472 , 32 , 33 , 0.4 , 1.35938299541 , 0.328125 , -6.13185913775 , 0.390452130813 , 5100fb4dc2a3754648f03ba4 , 1
51.25 , 0.344583542327 , 16 , 19 , 0.7 , 2.79729040144 , 0.1875 , -3.99096905862 , 2.54232898941 , 51012773c2a3754648f03bd0 , 1
42.8571428571 , 0.187050660824 , 21 , 23 , 0.5 , 2.79729040144 , 0.333333333333 , -5.42092427454 , 1.29565952982 , 5101350ec2a3754648f03bd5 , 1
43.1428571429 , 0.190855573897 , 7 , 8 , 0.5 , 1.20267030486 , 0.214285714286 , -4.02804619569 , 1.5487949407 , 51013d60c2a3754648f03bda , 1
58.625 , 0.297527259278 , 8 , 9 , 0.4 , 0.666000429836 , 0.25 , -9.88415089684 , 2.05881389033 , 5103ca61c2a3754648f03e18 , 1
32.0714285714 , 0.214050848835 , 14 , 16 , 0.4 , 1.13732782157 , 0.214285714286 , -3.19509179318 , 1.18627812446 , 5103dcc8c2a3754648f03e29 , 1
49.25 , 0.228054849869 , 8 , 8 , 0.2 , 1.16447623332 , 0.375 , -4.02210043612 , 1.06127812446 , 51045509c2a3754648f03e91 , 1
57.5333333333 , 0.213190210827 , 15 , 17 , 0.4 , 2.97445369249 , 0.166666666667 , -3.27141289057 , 2.06355860851 , 51047e3ec2a3754648f03eba , 1
39.625 , 0.0980745798735 , 8 , 9 , 0.2 , 0.812043748023 , 0.125 , -9.98627271352 , 1.35164411515 , 5104a6f4c2a3754648f03ed0 , 1
43.5555555556 , 0.0565321023501 , 9 , 9 , 0.2 , 1.91312964428 , 0.444444444444 , -3.64436375462 , 0.503258334776 , 51050352c2a3754648f03f0d , 1
37.1428571429 , 0.16896365871 , 7 , 7 , 0.4 , 1.26865848966 , 0.285714285714 , -3.19851862449 , 0.985228136034 , 5100b40dc2a3754648f03b56 , 1
37.7777777778 , 0.168959248467 , 18 , 18 , 0.4 , 2.94132363937 , 0.305555555556 , -3.65410569165 , 1.76885383762 , 5102756ec2a3754648f03ce9 , 1
72.8 , 0.349708191246 , 10 , 10 , 0.3 , 1.65447322867 , 0.45 , -4.09780758091 , 2.17095059445 , 51027f6ec2a3754648f03cf6 , 1
28.125 , 0.272189496431 , 8 , 8 , 0.2 , 0.630134204688 , 0.125 , -10.8395118106 , 2.15563906223 , 51034f5dc2a3754648f03db7 , 1
48.4166666667 , 0.293842607595 , 12 , 15 , 0.3 , 1.99986523741 , 0.25 , -3.56949105575 , 2.01313246517 , 51048c5ec2a3754648f03ec2 , 1
45.0769230769 , 0.267242869909 , 13 , 16 , 0.5 , 2.21503057734 , 0.269230769231 , -4.04827258926 , 2.47721700146 , 51013607c2a3754648f03bd6 , 1
42.4 , 0.18064363871 , 55 , 71 , 0.4 , 1.24498461583 , 0.181818181818 , -6.12423222022 , 1.86369605361 , 51011f96c2a3754648f03bc7 , 1
37.0161290323 , 0.242571635088 , 62 , 68 , 0.7 , 2.88732916427 , 0.201612903226 , -3.09545950166 , 2.40828499215 , 51012649c2a3754648f03bcf , 1
40.6842105263 , 0.116942720698 , 38 , 42 , 0.5 , 6.00773703608 , 0.473684210526 , -5.09447609977 , 0.913353365797 , 51015b31c2a3754648f03bf5 , 1
33.487804878 , 0.107321894281 , 41 , 43 , 0.3 , 3.0012088164 , 0.439024390244 , -3.71209932658 , 0.827963812229 , 51016c74c2a3754648f03c02 , 1
44.3157894737 , 0.215272807848 , 57 , 61 , 0.5 , 3.0012088164 , 0.263157894737 , -5.04489562457 , 1.74530919586 , 51017671c2a3754648f03c09 , 1
40.7333333333 , 0.217308142698 , 15 , 15 , 0.5 , 3.02869789991 , 0.4 , -3.40850659596 , 1.90689059561 , 5101823fc2a3754648f03c14 , 1
33.2777777778 , 0.325130609403 , 18 , 19 , 0.2 , 1.91019334601 , 0.0833333333333 , -3.52907994847 , 2.63586485644 , 510183dfc2a3754648f03c16 , 1
47.2857142857 , 0.324900053183 , 21 , 23 , 0.4 , 1.91019334601 , 0.0952380952381 , -5.62310881123 , 2.5770010894 , 510187a6c2a3754648f03c1b , 1
31.3913043478 , 0.246132130373 , 23 , 28 , 0.1 , 1.60357918993 , 0.369565217391 , -5.18248371974 , 2.25642913759 , 5101b2aec2a3754648f03c4b , 1
25.8684210526 , 0.223898846846 , 38 , 43 , 0.5 , 1.47400026941 , 0.157894736842 , -3.3641143463 , 2.40639679429 , 5101b349c2a3754648f03c4c , 1
33.5925925926 , 0.0961753758325 , 27 , 33 , 0.4 , 1.3172847555 , 0.222222222222 , -7.44324552068 , 0.904820246097 , 5101ce6dc2a3754648f03c64 , 1
33.7941176471 , 0.287817805868 , 34 , 42 , 0.3 , 4.92947865015 , 0.132352941176 , -4.57031197125 , 2.5283525227 , 5101de0dc2a3754648f03c6f , 1
43.1875 , 0.265484078417 , 16 , 19 , 0.4 , 2.93583216024 , 0.1875 , -3.98408711415 , 2.35455022655 , 51021382c2a3754648f03c9e , 1
51.0158730159 , 0.115478825705 , 63 , 71 , 0.5 , 1.90483230117 , 0.198412698413 , -6.94091675692 , 1.41984546523 , 51024623c2a3754648f03cc8 , 1
60.9411764706 , 0.227700900599 , 17 , 22 , 0.7 , 2.20478654554 , 0.294117647059 , -3.93236147572 , 1.83646651594 , 510259cac2a3754648f03cce , 1
62.75 , 0.288357102843 , 12 , 13 , 0.4 , 2.4485425431 , 0.25 , -3.06185272845 , 1.66918033687 , 51026a71c2a3754648f03cdd , 1
39.125 , 0.306203816152 , 16 , 18 , 0.1 , 2.11089601833 , 0.15625 , -4.31536023173 , 2.71077708442 , 5102b073c2a3754648f03d23 , 1
53.2727272727 , 0.206911627999 , 22 , 30 , 0.4 , 0.704652592737 , 0.295454545455 , -9.55016979049 , 1.69621515461 , 51031af9c2a3754648f03d7f , 1
23.2727272727 , 0.264105737858 , 11 , 13 , 0.2 , 2.07250885658 , 0.136363636364 , -4.46657300059 , 2.28778371994 , 5101e020c2a3754648f03c72 , 1
51.5833333333 , 0.262635460365 , 12 , 13 , 0.5 , 1.92019383192 , 0.25 , -3.82024226671 , 2.49969814318 , 5101ef03c2a3754648f03c82 , 1
63.2 , 0.23074236557 , 10 , 14 , 0.4 , 1.92019383192 , 0.1 , -4.34102302507 , 2.50273617159 , 510200cfc2a3754648f03c91 , 1
33.25 , 0.262101945404 , 12 , 13 , 0.3 , 2.27149086351 , 0.166666666667 , -3.70300732367 , 2.0758692967 , 51020ba8c2a3754648f03c9a , 1
38.9411764706 , 0.29519046027 , 17 , 17 , 0.4 , 2.610816223 , 0.117647058824 , -3.59401746338 , 2.51364592936 , 51026c07c2a3754648f03cdf , 1
32.0 , 0.252665722924 , 9 , 9 , 0.2 , 1.38772140641 , 0.222222222222 , -4.58859125442 , 1.83659166811 , 51026e99c2a3754648f03ce2 , 1
32.5 , 0.0235790017409 , 8 , 8 , 0.1 , 1.96632074404 , 0.375 , -3.2530694152 , 0.5435644432 , 51027354c2a3754648f03ce7 , 1
33.25 , 0.214434919945 , 8 , 9 , 0.2 , 0.595023653252 , 0.25 , -13.4827620044 , 0.764204506509 , 51027676c2a3754648f03ceb , 1
41.5714285714 , 0.0516516488454 , 7 , 9 , 0.2 , 0.595023653252 , 0.285714285714 , -13.4827620044 , 0.0 , 51027809c2a3754648f03cee , 1
23.375 , 0.125193465496 , 16 , 17 , 0.4 , 0.595866240842 , 0.28125 , -11.9802542441 , 0.64020643336 , 5102788ec2a3754648f03cef , 1
80.1111111111 , 0.0135813374209 , 9 , 9 , 0.1 , 0.597379516697 , 0.333333333333 , -13.8282456292 , 0.0 , 51027a42c2a3754648f03cf0 , 1
46.1428571429 , 0.120407236003 , 7 , 8 , 0.4 , 1.25800765956 , 0.285714285714 , -5.17359182907 , 1.40563906223 , 5102a1a3c2a3754648f03d18 , 1
25.75 , 0.181276764615 , 8 , 9 , 0.5 , 1.25800765956 , 0.25 , -5.17359182907 , 1.6577427265 , 5102a2b4c2a3754648f03d1a , 1
40.875 , 0.185120100036 , 8 , 9 , 0.1 , 0.864269118407 , 0.3125 , -8.05672932624 , 1.89106111207 , 5102e87dc2a3754648f03d57 , 1
47.5172413793 , 0.20312412577 , 29 , 36 , 0.5 , 0.704637681547 , 0.206896551724 , -7.84402865847 , 1.81576603553 , 510320f3c2a3754648f03d85 , 1
53.6666666667 , 0.287527449791 , 30 , 35 , 0.7 , 5.24501999942 , 0.2 , -3.67728678555 , 2.74808104763 , 510328f3c2a3754648f03d8c , 1
49.8285714286 , 0.181408017595 , 35 , 42 , 0.6 , 0.661188043701 , 0.214285714286 , -10.8516367901 , 1.78266390376 , 5103566ac2a3754648f03dbd , 1
38.48 , 0.216899118434 , 25 , 30 , 0.6 , 0.664945581018 , 0.22 , -14.0678512739 , 1.90311946433 , 5103a7c5c2a3754648f03dfa , 1
47.1333333333 , 0.183579568063 , 15 , 19 , 0.4 , 0.666706893147 , 0.166666666667 , -8.73458876908 , 1.63932104979 , 5103d876c2a3754648f03e25 , 1
56.9347826087 , 0.154847059686 , 46 , 53 , 0.8 , 0.78353959444 , 0.130434782609 , -19.8757636779 , 1.67094781289 , 51043606c2a3754648f03e75 , 1
46.84375 , 0.203788796318 , 32 , 34 , 0.2 , 0.784797361475 , 0.15625 , -8.45053816006 , 1.45166076436 , 510450b9c2a3754648f03e8c , 1
51.7894736842 , 0.163174068199 , 19 , 21 , 0.6 , 0.785077957078 , 0.210526315789 , -8.45026995357 , 1.11827516077 , 51046495c2a3754648f03e9f , 1
51.275862069 , 0.172734412212 , 29 , 32 , 0.2 , 5.83703567587 , 0.293103448276 , -3.71145697246 , 1.51287578003 , 51047bd7c2a3754648f03eb8 , 1
40.6385542169 , 0.0588441647399 , 83 , 84 , 0.1 , 5.83705274819 , 0.331325301205 , -5.55312486786 , 0.314827719289 , 51048f27c2a3754648f03ec3 , 1
49.7183098592 , 0.148996475645 , 71 , 76 , 0.1 , 5.83705274819 , 0.239436619718 , -4.52520885291 , 1.61409236469 , 51049939c2a3754648f03ec7 , 1
38.1818181818 , 0.243769844443 , 11 , 13 , 0.3 , 2.04499827901 , 0.181818181818 , -3.1010816294 , 1.82302649071 , 5104a848c2a3754648f03ed1 , 1
45.4444444444 , 0.141129421796 , 9 , 10 , 0.2 , 1.38174222672 , 0.444444444444 , -5.33810323758 , 0.921928094887 , 5104a8ebc2a3754648f03ed2 , 1
65.75 , 0.0457412789258 , 8 , 8 , 0.4 , 1.76837412685 , 0.375 , -4.14855196822 , 0.0 , 5104ac15c2a3754648f03ed5 , 1
44.4054054054 , 0.0736360572353 , 37 , 37 , 0.1 , 1.90700035059 , 0.297297297297 , -4.13987000107 , 0.831074987251 , 5104d40dc2a3754648f03ef4 , 1
35.8936170213 , 0.0515132886717 , 47 , 48 , 0.4 , 1.9139520613 , 0.553191489362 , -9.85511360404 , 0.658351422456 , 5104db9fc2a3754648f03ef7 , 1
44.0363636364 , 0.0745534389101 , 55 , 56 , 0.3 , 1.91416004597 , 0.363636363636 , -6.68559886306 , 0.98913057329 , 5104e444c2a3754648f03efa , 1
43.8837209302 , 0.0951633200163 , 43 , 46 , 0.1 , 5.37738125567 , 0.313953488372 , -3.56552268281 , 1.05606930322 , 5104fa01c2a3754648f03f08 , 1
45.875 , 0.276296356073 , 8 , 11 , 0.2 , 1.95731213478 , 0.125 , -4.16703616586 , 2.23127025461 , 510500a0c2a3754648f03f0b , 1
42.4210526316 , 0.077311272941 , 38 , 38 , 0.3 , 5.37738125567 , 0.315789473684 , -4.49534330781 , 0.643355497588 , 510502dbc2a3754648f03f0c , 1
35.4117647059 , 0.0669297421735 , 85 , 89 , 0.2 , 7.07851108113 , 0.429411764706 , -4.27392696051 , 0.638341855307 , 5100b729c2a3754648f03b57 , 1
48.5384615385 , 0.24086984887 , 26 , 27 , 0.4 , 3.06668857931 , 0.346153846154 , -5.28875501856 , 1.95822916867 , 5101e239c2a3754648f03c74 , 1
41.487804878 , 0.257608033049 , 41 , 47 , 0.5 , 2.64125748085 , 0.146341463415 , -3.50387588129 , 2.45957799513 , 5101ebb3c2a3754648f03c7e , 1
48.0869565217 , 0.247438269728 , 23 , 26 , 0.4 , 2.93579031857 , 0.195652173913 , -6.15012916007 , 2.39758191118 , 51020961c2a3754648f03c97 , 1
44.8666666667 , 0.280307288146 , 15 , 17 , 0.5 , 3.2615469073 , 0.166666666667 , -3.03562098051 , 2.06355860851 , 5102a738c2a3754648f03d1c , 1
30.6666666667 , 0.252109503751 , 21 , 23 , 0.3 , 3.02462650954 , 0.0952380952381 , -5.41245913883 , 2.22817119434 , 5102e135c2a3754648f03d50 , 1
40.8 , 0.0952006181126 , 25 , 27 , 0.4 , 5.98313445302 , 0.28 , -3.21227603483 , 1.12127655364 , 5102ec99c2a3754648f03d5a , 1
36.6875 , 0.229884605258 , 16 , 18 , 0.4 , 0.658138198718 , 0.1875 , -11.0153463898 , 1.92745122496 , 51032e93c2a3754648f03d91 , 1
58.2222222222 , 0.201583874883 , 9 , 10 , 0.3 , 1.48385747894 , 0.611111111111 , -4.31814296062 , 1.36096404744 , 51036bcdc2a3754648f03dce , 1
33.1 , 0.243075283154 , 10 , 13 , 0.4 , 1.95176732229 , 0.2 , -3.49121462511 , 1.98777337149 , 5103e6aec2a3754648f03e2e , 1
41.2916666667 , 0.221041709867 , 24 , 29 , 0.6 , 5.53771849669 , 0.145833333333 , -3.0917712199 , 2.3364200867 , 51040194c2a3754648f03e42 , 1
63.1111111111 , 0.221915910839 , 9 , 11 , 0.4 , 2.18994627932 , 0.277777777778 , -3.01841413314 , 1.86763389097 , 510417c5c2a3754648f03e58 , 1
31.9375 , 0.171759915168 , 16 , 20 , 0.3 , 3.10468599493 , 0.15625 , -5.04730724896 , 1.15401577307 , 510426d2c2a3754648f03e63 , 1
39.0714285714 , 0.291903393402 , 14 , 14 , 0.6 , 3.1051861954 , 0.178571428571 , -3.59810454202 , 2.11796317531 , 51042883c2a3754648f03e65 , 1
45.0 , 0.143325686223 , 10 , 10 , 0.4 , 0.959867408436 , 0.2 , -3.79860297367 , 1.52192809489 , 51042c9ac2a3754648f03e6a , 1
59.4285714286 , 0.16028374187 , 14 , 14 , 0.7 , 0.960140023655 , 0.25 , -7.39277151083 , 1.42991117098 , 51042d77c2a3754648f03e6b , 1
77.4444444444 , 0.231579172355 , 9 , 11 , 0.4 , 0.960140023655 , 0.388888888889 , -3.22671249709 , 2.04037339369 , 5104300cc2a3754648f03e6e , 1
35.0 , 0.103284843424 , 39 , 42 , 0.4 , 5.83703567587 , 0.217948717949 , -4.05409664627 , 1.22041519799 , 5104814fc2a3754648f03ebd , 1
51.4761904762 , 0.102969793289 , 42 , 43 , 0.1 , 5.83703567587 , 0.27380952381 , -5.59597517842 , 1.01870881068 , 510489f2c2a3754648f03ec0 , 1
38.7037037037 , 0.144497409042 , 27 , 28 , 0.2 , 6.11855112377 , 0.277777777778 , -3.35856413708 , 1.23420483734 , 5104b924c2a3754648f03ee3 , 1
45.7313432836 , 0.103084653662 , 67 , 71 , 0.3 , 6.32128921252 , 0.388059701493 , -3.42674198141 , 0.923325430598 , 5104bcddc2a3754648f03ee5 , 1
49.3571428571 , 0.0740392339304 , 28 , 28 , 0.2 , 6.47426479032 , 0.392857142857 , -3.22909217444 , 0.589626181187 , 5104c719c2a3754648f03ee9 , 1
33.36 , 0.121470253875 , 25 , 27 , 0.2 , 6.47426479032 , 0.36 , -3.07463448197 , 0.94516960912 , 5104c9edc2a3754648f03eeb , 1
47.125 , 0.200216802892 , 8 , 10 , 0.3 , 1.89811469583 , 0.375 , -3.00467250163 , 2.12192809489 , 5100eb2fc2a3754648f03b94 , -1
42.5 , 0.219410231744 , 8 , 8 , 0.2 , 1.46484602961 , 0.3125 , -3.76816648557 , 1.75 , 51031a76c2a3754648f03d7e , -1
38.7 , 0.316150977396 , 10 , 12 , 0.2 , 1.72653705156 , 0.15 , -3.65414383193 , 2.28415912785 , 510239fdc2a3754648f03cbe , -1
50.2 , 0.318353939966 , 10 , 11 , 0.4 , 1.07786100729 , 0.2 , -5.06421343323 , 2.04037339369 , 5103fefac2a3754648f03e40 , -1
33.4285714286 , 0.268561870297 , 7 , 8 , 0.6 , 0.907082491335 , 0.285714285714 , -5.04437284578 , 2.25 , 5103f554c2a3754648f03e38 , -1
27.0 , 0.154305970542 , 5 , 8 , 0.3 , 1.3905758864 , 0.2 , -3.12368610495 , 1.2987949407 , 5104af61c2a3754648f03ed9 , -1
54.0 , 0.271188762216 , 5 , 9 , 0.1 , 0.886511892495 , 0.6 , -6.67881663182 , 2.05881389033 , 51044b55c2a3754648f03e86 , -1
56.8333333333 , 0.272054388335 , 6 , 8 , 0.3 , 0.992041982135 , 0.333333333333 , -5.55123664178 , 1.75 , 51029502c2a3754648f03d0a , -1
46.625 , 0.185369743404 , 8 , 8 , 0.3 , 1.30172174945 , 0.3125 , -3.59381014965 , 1.2987949407 , 5104410bc2a3754648f03e7c , -1
35.125 , 0.330914780257 , 8 , 8 , 0.1 , 1.71916510406 , 0.25 , -3.05898744692 , 2.15563906223 , 5101a432c2a3754648f03c3b , -1
62.5555555556 , 0.301647136144 , 9 , 9 , 0.1 , 1.72142659297 , 0.277777777778 , -3.08508165688 , 2.725480557 , 51027ec9c2a3754648f03cf5 , -1
44.7727272727 , 0.276463822004 , 22 , 25 , 0.7 , 2.71460306966 , 0.136363636364 , -5.6515675536 , 2.53868857045 , 51022c1fc2a3754648f03cb3 , -1
40.0 , 0.221200421847 , 8 , 8 , 0.0 , 0.979328560153 , 0.1875 , -4.04151447188 , 1.2987949407 , 51044489c2a3754648f03e80 , -1
37.0 , 0.243494240259 , 17 , 20 , 0.6 , 2.34509835397 , 0.176470588235 , -4.97310587198 , 2.46595732095 , 5101fa05c2a3754648f03c8a , -1
57.0 , 0.263177624285 , 8 , 8 , 0.2 , 0.800930803335 , 0.25 , -7.27600423821 , 1.90563906223 , 51043462c2a3754648f03e73 , -1
58.4285714286 , 0.206301283034 , 14 , 18 , 0.3 , 1.35318442394 , 0.25 , -3.23778248973 , 1.93998247436 , 51043fdbc2a3754648f03e7b , -1
43.0 , 0.311279400031 , 6 , 9 , 0.0 , 1.27497215095 , 0.166666666667 , -3.42965998134 , 2.725480557 , 5102b26cc2a3754648f03d24 , -1
62.5 , 0.317438642018 , 8 , 9 , 0.2 , 1.61196504922 , 0.125 , -3.05295556806 , 2.41938194565 , 5103e72ac2a3754648f03e2f , -1
39.5 , 0.270487946322 , 10 , 13 , 0.4 , 1.41267857258 , 0.2 , -4.23795144665 , 2.19968779473 , 5102c1a2c2a3754648f03d31 , -1
50.1428571429 , 0.174693901386 , 7 , 8 , 0.6 , 1.36803415065 , 0.285714285714 , -3.6334232891 , 0.5435644432 , 5104d240c2a3754648f03ef3 , -1
56.0 , 0.23239780942 , 11 , 13 , 0.2 , 1.94955134766 , 0.227272727273 , -4.81431679525 , 1.8843135278 , 5100e8c5c2a3754648f03b91 , -1
41.85 , 0.267487006274 , 20 , 23 , 0.3 , 2.13851757181 , 0.175 , -5.54921357862 , 2.25483110965 , 51042151c2a3754648f03e5d , -1
