@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute AvgPhotoDis real
@attribute CaptionPercentage real
@attribute PeopleNumber real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute TheRatioOfPeopleToPhoto real
@attribute label {1,-1}
@data
73.125 , 0.210452345587 , 0.888888888889 , 5 , 2.11345012298 , 0.333333333333 , 3.6566529312 , 0.918295834054 , 0.555555555556 , 1
48.75 , 0.132000633418 , 0.75 , 15 , 1.03951254227 , 0.277777777778 , 5.18084780877 , 1.19819241104 , 0.9375 , 1
47.8732394366 , 0.328724623899 , 0.946666666667 , 61 , 1.21359213603 , 0.145539906103 , 5.04711108513 , 2.3930065836 , 0.813333333333 , 1
57.8 , 0.344592499947 , 0.9375 , 13 , 1.77830348798 , 0.2 , 3.61390221715 , 2.48345859334 , 0.8125 , 1
30.0454545455 , 0.17169598073 , 0.916666666667 , 15 , 2.85602869458 , 0.378787878788 , 3.88088064971 , 1.86170223254 , 0.625 , 1
62.3170731707 , 0.195328298363 , 0.97619047619 , 36 , 1.36387696242 , 0.219512195122 , 3.96707818263 , 1.81643247374 , 0.857142857143 , 1
45.8709677419 , 0.313600365268 , 0.815789473684 , 28 , 1.89439962346 , 0.118279569892 , 4.53140076273 , 2.52865343746 , 0.736842105263 , 1
47.8181818182 , 0.305411809242 , 0.6875 , 27 , 3.50567799116 , 0.121212121212 , 3.20830384402 , 2.89031953111 , 0.84375 , 1
42.1395348837 , 0.345317430119 , 0.877551020408 , 122 , 2.39012289642 , 0.046511627907 , 5.42520021277 , 2.85304771226 , 0.829931972789 , 1
40.5 , 0.0826829618854 , 1.0 , 3 , 0.733908772435 , 0.333333333333 , 8.86354820968 , 0.5435644432 , 0.375 , 1
45.28125 , 0.370276785767 , 0.888888888889 , 31 , 2.16580834911 , 0.0833333333333 , 4.32137773189 , 2.61126932878 , 0.861111111111 , 1
44.380952381 , 0.302982726235 , 0.875 , 37 , 2.35189042161 , 0.126984126984 , 4.24604537903 , 2.45332895256 , 0.770833333333 , 1
49.1034482759 , 0.313527496025 , 0.935483870968 , 22 , 2.69705812532 , 0.114942528736 , 3.76190156137 , 2.3021640714 , 0.709677419355 , 1
49.75 , 0.0734719808586 , 0.888888888889 , 8 , 0.880226838511 , 0.416666666667 , 7.87438548496 , 1.22439444541 , 0.888888888889 , 1
43.40625 , 0.24516583881 , 0.932038834951 , 96 , 5.75981729468 , 0.0868055555556 , 4.54465599865 , 2.22156667046 , 0.932038834951 , 1
70.4210526316 , 0.235979815001 , 1.0 , 17 , 1.51765030688 , 0.245614035088 , 4.7951185022 , 2.07507422317 , 0.894736842105 , 1
75.0909090909 , 0.146246248072 , 1.0 , 3 , 0.378467904465 , 0.30303030303 , 21.6948861949 , 0.439496986922 , 0.272727272727 , 1
49.6666666667 , 0.233125652202 , 0.882352941176 , 17 , 1.42718099791 , 0.177777777778 , 4.37689756474 , 2.33602534061 , 1.0 , 1
49.125 , 0.243083388454 , 1.0 , 8 , 0.914287106764 , 0.291666666667 , 7.2366072749 , 1.5487949407 , 1.0 , 1
48.7209302326 , 0.348785186655 , 0.843137254902 , 39 , 2.79776852137 , 0.077519379845 , 5.2054368134 , 2.56200818138 , 0.764705882353 , 1
81.875 , 0.346093306403 , 1.0 , 11 , 0.920137957901 , 0.270833333333 , 6.61400870629 , 2.17742128383 , 0.6875 , 1
33.0555555556 , 0.221924090735 , 0.9 , 15 , 0.675781909749 , 0.12962962963 , 10.8652367025 , 1.97095059445 , 0.75 , 1
50.0322580645 , 0.398950737245 , 0.96875 , 27 , 1.79068994806 , 0.0645161290323 , 4.86801329445 , 2.08748876637 , 0.84375 , 1
51.7142857143 , 0.252531615665 , 0.859649122807 , 41 , 0.951286709564 , 0.102040816327 , 6.15304147896 , 2.2849673699 , 0.719298245614 , 1
42.8205128205 , 0.27905252694 , 0.78 , 42 , 3.48664593601 , 0.0854700854701 , 4.48772410508 , 2.66412217354 , 0.84 , 1
60.0 , 0.293080558883 , 1.0 , 8 , 1.9492147278 , 0.181818181818 , 4.1773122323 , 2.00488616409 , 0.727272727273 , 1
35.0 , 0.311294142087 , 0.875 , 5 , 1.32491052302 , 0.285714285714 , 4.1745458511 , 2.40563906223 , 0.625 , 1
49.4242424242 , 0.308112380688 , 0.868421052632 , 34 , 4.14656968829 , 0.10101010101 , 3.44125382264 , 2.71269866008 , 0.894736842105 , 1
48.75 , 0.283032498546 , 1.0 , 6 , 0.598747919459 , 0.125 , 10.6132166673 , 1.40563906223 , 0.75 , 1
42.1724137931 , 0.217805551187 , 0.935483870968 , 25 , 1.07558102931 , 0.172413793103 , 6.7012345227 , 1.99904661766 , 0.806451612903 , 1
34.9333333333 , 0.269458544725 , 0.772058823529 , 88 , 4.25152650797 , 0.0761904761905 , 5.43360736591 , 2.31559053196 , 0.647058823529 , 1
42.1428571429 , 0.405514312332 , 0.875 , 15 , 2.38340931067 , 0.119047619048 , 3.04542056702 , 2.65563906223 , 0.9375 , 1
55.0588235294 , 0.215488198816 , 0.809523809524 , 19 , 2.54229339816 , 0.137254901961 , 4.17425742765 , 2.20107873559 , 0.904761904762 , 1
43.6031746032 , 0.213467849431 , 0.954545454545 , 33 , 1.17851532484 , 0.26455026455 , 6.31685100617 , 1.81153829406 , 0.5 , 1
50.1111111111 , 0.130036268579 , 0.692307692308 , 9 , 1.13662842032 , 0.185185185185 , 6.09517716591 , 0.995727452085 , 0.692307692308 , 1
38.3636363636 , 0.281309775002 , 0.814814814815 , 24 , 2.93326246232 , 0.0909090909091 , 3.90511509292 , 2.47304896607 , 0.888888888889 , 1
40.75 , 0.00619903328112 , 1.0 , 1 , 1.31762920306 , 1.0 , 5.72605234557 , 0.0 , 0.0833333333333 , 1
50.1 , 0.247284726818 , 1.0 , 9 , 1.16316342462 , 0.133333333333 , 3.50996810613 , 1.84643934467 , 0.9 , 1
49.9759615385 , 0.24522531292 , 0.896551724138 , 182 , 6.73045955632 , 0.230769230769 , 5.06981212303 , 2.11178025197 , 0.784482758621 , 1
58.875 , 0.284084477531 , 1.0 , 6 , 0.776495580969 , 0.25 , 6.58950619503 , 1.81127812446 , 0.75 , 1
48.9423076923 , 0.297161367722 , 0.881355932203 , 46 , 1.92146769851 , 0.185897435897 , 5.2893648008 , 2.72791455292 , 0.779661016949 , 1
51.9347826087 , 0.290458136463 , 0.836363636364 , 48 , 3.1267855811 , 0.0797101449275 , 6.57369572324 , 2.44007091553 , 0.872727272727 , 1
85.875 , 0.200736828008 , 1.0 , 10 , 1.80496591753 , 0.166666666667 , 6.85806431164 , 1.71709077475 , 0.416666666667 , 1
35.8275862069 , 0.315879946461 , 0.90625 , 29 , 1.80379689729 , 0.103448275862 , 5.27498712145 , 2.41864503331 , 0.90625 , 1
47.4285714286 , 0.365469615894 , 0.756756756757 , 30 , 5.82617695131 , 0.0833333333333 , 3.28020217665 , 2.77213419083 , 0.810810810811 , 1
74.4285714286 , 0.286861451701 , 0.875 , 7 , 0.937943996044 , 0.190476190476 , 6.71973163501 , 1.81127812446 , 0.875 , 1
43.7272727273 , 0.30883471536 , 0.846153846154 , 33 , 3.33549993653 , 0.10101010101 , 4.10111155093 , 2.7718659046 , 0.846153846154 , 1
39.65 , 0.266588694394 , 0.952380952381 , 18 , 2.30127463965 , 0.166666666667 , 4.00084375007 , 1.49419343049 , 0.857142857143 , 1
55.5 , 0.325465037585 , 0.785714285714 , 23 , 4.958664848 , 0.121212121212 , 3.02551299383 , 2.57416474302 , 0.821428571429 , 1
58.3157894737 , 0.25106518358 , 0.791666666667 , 18 , 1.64757633087 , 0.175438596491 , 4.44990949598 , 2.29693710975 , 0.75 , 1
43.0731707317 , 0.330303357391 , 0.901098901099 , 77 , 1.07071417532 , 0.0691056910569 , 6.19544346126 , 3.02736329251 , 0.846153846154 , 1
36.7575757576 , 0.300510976508 , 0.868421052632 , 31 , 7.0791546353 , 0.111111111111 , 3.11275321778 , 2.5725751903 , 0.815789473684 , 1
50.4545454545 , 0.348438002364 , 0.916666666667 , 9 , 0.765561415308 , 0.121212121212 , 9.570907161 , 2.35538854221 , 0.75 , 1
64.4545454545 , 0.31375923273 , 0.846153846154 , 12 , 1.62139470277 , 0.212121212121 , 4.84214783408 , 2.49969814318 , 0.923076923077 , 1
33.6956521739 , 0.291789083196 , 0.793103448276 , 19 , 2.69263063071 , 0.159420289855 , 4.60926231458 , 1.19970353471 , 0.655172413793 , 1
46.9375 , 0.324361801848 , 0.888888888889 , 16 , 1.40679840981 , 0.1875 , 4.09785838171 , 2.39358230972 , 0.888888888889 , 1
48.9090909091 , 0.202419689194 , 1.0 , 8 , 1.03920942506 , 0.181818181818 , 5.22150894099 , 1.86763389097 , 0.727272727273 , 1
38.4444444444 , 0.19290944288 , 0.818181818182 , 20 , 1.68024252441 , 0.0925925925926 , 4.9951198207 , 1.29272721476 , 0.909090909091 , 1
46.9166666667 , 0.335592176027 , 0.72 , 38 , 2.29960038188 , 0.111111111111 , 5.1551957234 , 2.6548343046 , 0.76 , 1
63.5 , 0.144062953299 , 1.0 , 12 , 1.68024416195 , 0.305555555556 , 3.85545751177 , 1.55458516934 , 1.0 , 1
75.85 , 0.270426458666 , 1.0 , 18 , 0.942386767348 , 0.1 , 5.14367624072 , 2.50160949706 , 0.9 , 1
52.5666666667 , 0.149785952795 , 0.9375 , 25 , 1.67373936629 , 0.166666666667 , 5.39258723728 , 1.4515093752 , 0.78125 , 1
31.9444444444 , 0.0346392488424 , 1.0 , 13 , 2.59118741245 , 0.407407407407 , 4.47181343129 , 0.0 , 0.722222222222 , 1
32.9333333333 , 0.136854399962 , 0.9375 , 14 , 1.68024682815 , 0.133333333333 , 5.55369085552 , 1.19819241104 , 0.875 , 1
41.45 , 0.0887087722862 , 0.952380952381 , 47 , 0.882702440584 , 0.275 , 13.9639322874 , 1.61456367397 , 0.559523809524 , 1
46.6666666667 , 0.251264331267 , 0.884615384615 , 61 , 6.258273843 , 0.135265700483 , 3.86650864524 , 2.35707043919 , 0.782051282051 , 1
54.2142857143 , 0.239454062186 , 0.636363636364 , 19 , 3.49633062442 , 0.119047619048 , 3.50093182128 , 2.90194695925 , 0.863636363636 , 1
24.375 , 0.230998985263 , 0.8 , 10 , 1.77396609286 , 0.208333333333 , 3.26741507445 , 2.12192809489 , 1.0 , 1
36.3714285714 , 0.243590054008 , 0.972222222222 , 26 , 1.07784922979 , 0.161904761905 , 8.32555518294 , 1.82261032409 , 0.722222222222 , 1
29.6734693878 , 0.358176607033 , 0.907407407407 , 45 , 3.50567799116 , 0.108843537415 , 4.56107442385 , 3.01773079156 , 0.833333333333 , 1
49.1428571429 , 0.133959043169 , 0.933333333333 , 28 , 1.38428910741 , 0.166666666667 , 6.82816754185 , 1.25804025369 , 0.933333333333 , 1
36.2307692308 , 0.291175052898 , 0.928571428571 , 12 , 1.51509707114 , 0.205128205128 , 5.05182406468 , 2.55665670746 , 0.857142857143 , 1
70.9047619048 , 0.276947148444 , 0.65625 , 25 , 2.17781601763 , 0.0952380952381 , 3.55948242076 , 2.21633104939 , 0.78125 , 1
48.2 , 0.330217828831 , 0.833333333333 , 21 , 1.64208861239 , 0.1 , 3.77908500667 , 2.23993437833 , 0.875 , 1
54.4666666667 , 0.325161799507 , 0.810810810811 , 27 , 2.05156875589 , 0.0888888888889 , 5.38472485011 , 2.56021381707 , 0.72972972973 , 1
39.8461538462 , 0.179460939587 , 0.866666666667 , 14 , 1.14493518963 , 0.205128205128 , 6.0439703259 , 0.836640741941 , 0.933333333333 , 1
36.4565217391 , 0.368380789848 , 0.884615384615 , 42 , 3.29744336764 , 0.0724637681159 , 3.50694901975 , 2.81086725209 , 0.807692307692 , 1
51.7346938776 , 0.128930181728 , 0.960784313725 , 36 , 0.880226838511 , 0.360544217687 , 13.8501053456 , 1.78297067101 , 0.705882352941 , 1
49.5818181818 , 0.374631951277 , 0.797101449275 , 57 , 4.56453890104 , 0.0969696969697 , 4.5406122461 , 2.80758795833 , 0.826086956522 , 1
14.375 , 0.250125891209 , 0.8 , 8 , 1.07640540239 , 0.125 , 3.21476751113 , 1.57095059445 , 0.8 , 1
52.9666666667 , 0.291547942804 , 0.857142857143 , 33 , 2.69742457748 , 0.144444444444 , 3.61883300823 , 2.25481776609 , 0.942857142857 , 1
41.6222222222 , 0.352505079856 , 0.9 , 47 , 4.566770762 , 0.0740740740741 , 3.25157512626 , 2.55830087186 , 0.94 , 1
49.4838709677 , 0.16405175727 , 0.885714285714 , 31 , 1.31219401586 , 0.150537634409 , 6.32411884137 , 1.55877196235 , 0.885714285714 , 1
58.5 , 0.233743355815 , 0.375 , 6 , 0.758987353833 , 0.277777777778 , 9.58375680683 , 2.0217822216 , 0.375 , 1
57.6666666667 , 0.35568954074 , 0.857142857143 , 12 , 2.48053420628 , 0.166666666667 , 3.68344245589 , 2.69238060245 , 0.857142857143 , 1
48.5161290323 , 0.373234011764 , 0.815789473684 , 31 , 4.2701548 , 0.161290322581 , 3.03233671103 , 2.76544270443 , 0.815789473684 , 1
46.6595744681 , 0.321262233232 , 0.88679245283 , 43 , 2.74565716457 , 0.0851063829787 , 4.35154164976 , 2.21419507527 , 0.811320754717 , 1
28.7567567568 , 0.131946291897 , 0.860465116279 , 38 , 1.14578266777 , 0.306306306306 , 5.21312595164 , 1.29543945642 , 0.883720930233 , 1
62.7857142857 , 0.313118513905 , 0.875 , 14 , 2.01675762838 , 0.142857142857 , 3.2513260099 , 2.47721700146 , 0.875 , 1
60.75 , 0.324016956008 , 1.0 , 7 , 0.88688107904 , 0.25 , 6.20575900744 , 2.25 , 0.875 , 1
40.3230769231 , 0.33631997459 , 0.833333333333 , 60 , 2.30762255849 , 0.0820512820513 , 4.79973411028 , 2.30599864556 , 0.769230769231 , 1
79.75 , 0.262621997603 , 0.869565217391 , 20 , 1.81670929946 , 0.133333333333 , 3.68468385103 , 2.01162989037 , 0.869565217391 , 1
87.1 , 0.314421188435 , 0.833333333333 , 10 , 1.2036898909 , 0.233333333333 , 4.32617283976 , 2.25162916739 , 0.833333333333 , 1
49.8571428571 , 0.379782514482 , 0.913043478261 , 21 , 2.30179176726 , 0.0952380952381 , 4.04757984019 , 3.01247989075 , 0.913043478261 , 1
39.8 , 0.313198248069 , 0.803571428571 , 39 , 6.98869043208 , 0.0740740740741 , 3.18554161879 , 2.4705512829 , 0.696428571429 , 1
48.5 , 0.225793205268 , 0.619047619048 , 28 , 1.1452201916 , 0.128205128205 , 5.38712869948 , 1.80728766082 , 0.666666666667 , 1
39.0930232558 , 0.236091030291 , 0.895833333333 , 42 , 2.62077076003 , 0.0697674418605 , 5.3483423646 , 2.2492871429 , 0.875 , 1
25.6 , 0.146563925061 , 0.909090909091 , 8 , 0.68117346394 , 0.2 , 9.29074357094 , 1.67293303187 , 0.727272727273 , 1
87.8571428571 , 0.305244358503 , 0.777777777778 , 9 , 0.857817965064 , 0.142857142857 , 5.99355572765 , 2.725480557 , 1.0 , 1
36.0 , 0.325223905095 , 1.0 , 11 , 0.998272645755 , 0.153846153846 , 6.02914156597 , 1.91434118361 , 0.846153846154 , 1
42.2352941176 , 0.129030553478 , 0.894736842105 , 16 , 1.68024249562 , 0.137254901961 , 4.09969303684 , 0.590723918641 , 0.842105263158 , 1
58.6666666667 , 0.249501139152 , 0.75 , 7 , 0.860065276087 , 0.277777777778 , 4.87292010957 , 1.90563906223 , 0.875 , 1
41.248 , 0.193836061799 , 0.89605734767 , 229 , 5.86843189721 , 0.192 , 5.40215365069 , 1.97021412415 , 0.820788530466 , 1
49.6842105263 , 0.143399506193 , 1.0 , 21 , 1.68024305913 , 0.0964912280702 , 3.77193638497 , 1.46745796485 , 0.552631578947 , 1
45.3666666667 , 0.320128829535 , 0.9375 , 27 , 2.72330152279 , 0.0888888888889 , 5.15213416371 , 2.93780684744 , 0.84375 , 1
38.7857142857 , 0.348392098048 , 0.933333333333 , 12 , 1.85765349156 , 0.142857142857 , 3.59561502564 , 2.68924642851 , 0.8 , 1
41.2254901961 , 0.33975857706 , 0.879310344828 , 102 , 2.96929391114 , 0.062091503268 , 4.61007845577 , 2.79016390123 , 0.879310344828 , 1
50.3333333333 , 0.326041795079 , 0.9375 , 28 , 2.9957504478 , 0.111111111111 , 4.38127557176 , 2.55684970414 , 0.875 , 1
49.9122807018 , 0.323633875263 , 0.850746268657 , 53 , 1.3327449678 , 0.0526315789474 , 5.48973841189 , 2.75124749868 , 0.791044776119 , 1
59.5384615385 , 0.232700301192 , 0.928571428571 , 7 , 0.839574464346 , 0.410256410256 , 6.68308651892 , 1.92118549659 , 0.5 , 1
48.2222222222 , 0.230230632711 , 0.794117647059 , 29 , 2.18266007402 , 0.123456790123 , 5.57678783445 , 1.29433577731 , 0.852941176471 , 1
50.656 , 0.257999736174 , 0.880281690141 , 132 , 2.42146847448 , 0.109333333333 , 6.57988518896 , 2.53254154359 , 0.929577464789 , 1
27.8181818182 , 0.23084498366 , 0.916666666667 , 8 , 0.887653878628 , 0.151515151515 , 4.89196396601 , 2.12581458369 , 0.666666666667 , 1
42.1052631579 , 0.180426151318 , 0.826086956522 , 21 , 1.78465336887 , 0.19298245614 , 5.32656946884 , 2.33379987012 , 0.913043478261 , 1
38.6097560976 , 0.353749905472 , 0.891304347826 , 41 , 2.7277832147 , 0.121951219512 , 5.10830290582 , 2.62664063071 , 0.891304347826 , 1
50.0740740741 , 0.284248849264 , 0.915254237288 , 42 , 6.92265717723 , 0.0679012345679 , 3.48752752123 , 2.27672382059 , 0.71186440678 , 1
36.9375 , 0.282362830078 , 0.888888888889 , 13 , 3.17347027041 , 0.125 , 3.05679556977 , 2.10773525262 , 0.722222222222 , 1
69.9285714286 , 0.301795476313 , 0.933333333333 , 15 , 2.05667305124 , 0.142857142857 , 4.23763347412 , 2.6825887305 , 1.0 , 1
37.2941176471 , 0.277466822947 , 0.944444444444 , 17 , 1.97026287467 , 0.117647058824 , 3.55378942222 , 2.43552050428 , 0.944444444444 , 1
79.1666666667 , 0.335814517798 , 0.75 , 6 , 0.834047381546 , 0.166666666667 , 5.37367333705 , 1.2987949407 , 0.75 , 1
43.6666666667 , 0.285353110485 , 0.9 , 18 , 1.92394615462 , 0.12962962963 , 4.49510694248 , 2.60370169606 , 0.9 , 1
46.0588235294 , 0.320610047009 , 0.85 , 18 , 2.39667633353 , 0.0980392156863 , 3.46186491569 , 2.52612074684 , 0.9 , 1
52.5 , 0.117357771962 , 0.888888888889 , 9 , 1.68024256569 , 0.25 , 3.57151866283 , 1.35164411515 , 1.0 , 1
42.0 , 0.243103857109 , 0.538461538462 , 9 , 1.00661029062 , 0.285714285714 , 5.08729469677 , 2.71929452567 , 0.692307692308 , 1
65.6875 , 0.249011814726 , 0.842105263158 , 15 , 1.30884035956 , 0.125 , 5.09359246507 , 1.91820843415 , 0.789473684211 , 1
45.8125 , 0.252760890147 , 0.8 , 15 , 2.1774615157 , 0.1875 , 3.63233361713 , 1.91924070464 , 0.75 , 1
32.8333333333 , 0.334887911899 , 0.947368421053 , 17 , 2.43866613657 , 0.12962962963 , 3.17374264021 , 2.58205991058 , 0.894736842105 , 1
46.3544303797 , 0.32293511246 , 0.951807228916 , 58 , 1.42882390486 , 0.0464135021097 , 4.34893891575 , 2.75011309667 , 0.698795180723 , 1
30.7777777778 , 0.137131321994 , 0.947368421053 , 11 , 2.31930050301 , 0.148148148148 , 3.54689595197 , 0.590723918641 , 0.578947368421 , 1
37.1739130435 , 0.281147821249 , 0.938775510204 , 37 , 2.95640079824 , 0.0652173913043 , 6.3449098752 , 2.71414623907 , 0.755102040816 , 1
97.6666666667 , 0.288777251434 , 0.84375 , 22 , 0.95060262774 , 0.16049382716 , 12.9504478414 , 2.65332550219 , 0.6875 , 1
35.5454545455 , 0.257963797762 , 0.891891891892 , 28 , 5.69636839771 , 0.0909090909091 , 3.08098818365 , 2.51714278887 , 0.756756756757 , 1
36.5714285714 , 0.103395343127 , 0.7 , 8 , 1.06084871997 , 0.380952380952 , 6.31986914377 , 0.468995593589 , 0.8 , 1
71.3571428571 , 0.137351694286 , 1.0 , 13 , 1.48357918304 , 0.166666666667 , 4.04024079911 , 1.49261406802 , 0.928571428571 , 1
48.5526315789 , 0.235199772529 , 0.974358974359 , 31 , 2.5262945807 , 0.0877192982456 , 3.83235544046 , 2.56474282564 , 0.794871794872 , 1
32.6 , 0.266073666216 , 1.0 , 10 , 1.33910833778 , 0.1 , 3.16887836416 , 2.44643934467 , 1.0 , 1
45.9259259259 , 0.237263393484 , 0.84375 , 23 , 4.22564762998 , 0.111111111111 , 3.37945885813 , 1.93401236825 , 0.71875 , 1
89.7777777778 , 0.224709071128 , 0.75 , 10 , 1.47957531901 , 0.296296296296 , 4.69815876089 , 2.29248125036 , 0.833333333333 , 1
59.2142857143 , 0.40990799593 , 0.933333333333 , 14 , 1.48202015499 , 0.119047619048 , 5.54356454465 , 2.54925539717 , 0.933333333333 , 1
72.5 , 0.15350777763 , 1.0 , 4 , 0.994957398291 , 0.541666666667 , 5.10685360682 , 0.5435644432 , 0.5 , 1
45.2835820896 , 0.289335469457 , 0.881578947368 , 68 , 3.67734827701 , 0.0298507462687 , 4.6716933702 , 2.82194432497 , 0.894736842105 , 1
51.8461538462 , 0.205446770446 , 0.866666666667 , 13 , 1.84511884588 , 0.153846153846 , 3.49367385933 , 1.37527936554 , 0.866666666667 , 1
76.125 , 0.35843759889 , 0.727272727273 , 8 , 2.69730831198 , 0.208333333333 , 3.36920009011 , 2.29989639117 , 0.727272727273 , 1
38.8 , 0.331187930515 , 0.555555555556 , 5 , 1.84756876986 , 0.2 , 3.1641803045 , 2.05881389033 , 0.555555555556 , 1
38.5333333333 , 0.330589563885 , 0.9375 , 14 , 1.63413081877 , 0.133333333333 , 4.77874440832 , 2.52439747035 , 0.875 , 1
65.7096774194 , 0.294025720799 , 0.939393939394 , 32 , 4.071779385 , 0.0645161290323 , 3.04593233158 , 2.70244828557 , 0.969696969697 , 1
51.5309734513 , 0.339848440673 , 0.941666666667 , 89 , 1.6076599008 , 0.106194690265 , 5.49918543077 , 3.07719823108 , 0.741666666667 , 1
41.0 , 0.333188807537 , 1.0 , 8 , 1.40161313967 , 0.166666666667 , 3.52112828844 , 1.90563906223 , 1.0 , 1
49.9189189189 , 0.413522532277 , 0.948717948718 , 34 , 2.63259798655 , 0.0540540540541 , 4.08723622737 , 2.98730855462 , 0.871794871795 , 1
68.8372093023 , 0.261584400185 , 1.0 , 36 , 2.6849495669 , 0.193798449612 , 4.61417183559 , 1.38336363544 , 0.837209302326 , 1
40.9259259259 , 0.348558605166 , 0.89010989011 , 72 , 2.4846900849 , 0.0781893004115 , 4.42870830155 , 2.75119535527 , 0.791208791209 , 1
41.4444444444 , 0.218493657857 , 0.818181818182 , 9 , 0.560714398719 , 0.222222222222 , 10.6431660854 , 2.11807820935 , 0.818181818182 , 1
34.0 , 0.214364862783 , 0.888888888889 , 9 , 1.14633592233 , 0.166666666667 , 6.25739295245 , 2.11328333429 , 1.0 , 1
39.625 , 0.295419091825 , 0.8 , 15 , 3.14957170016 , 0.0833333333333 , 4.26028050855 , 2.35887184845 , 0.75 , 1
42.2727272727 , 0.366995589086 , 0.846153846154 , 11 , 1.77150605915 , 0.151515151515 , 3.57681461936 , 2.28778371994 , 0.846153846154 , 1
