@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute AvgPhotoDis real
@attribute AvgPhotoDisbyCap real
@attribute CaptionPercentage real
@attribute PeopleNumber real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute TheRatioOfPeopleToPhoto real
@attribute diff_AvgPhotoDis real
@attribute diff_TopWordPopularity real
@attribute diff_Entropy real
@attribute tfidf1 real
@attribute tfidf2 real
@attribute tfidf3 real
@attribute NumberOfHashtages1 real
@attribute NumberOfHashtages2 real
@attribute NumberOfHashtages3 real
@attribute NumberOfPhotsoContaingTopWord1 real
@attribute NumberOfPhotsoContaingTopWord2 real
@attribute NumberOfPhotsoContaingTopWord3 real
@attribute ID string
@attribute label {1,-1}
@data
50.656 , 0.257999736174 , 99701.4507341 , 0.880281690141 , 132 , 2.42146847448 , 0.109333333333 , 6.57988518896 , 2.59888228117 , 0.929577464789 , 0.237999736174 , 0.242782690976 , 0.509784759433 , 0.440715293392 , 0.326862469316 , 0.303076427214 , 3.68181818182 , 4.73333333333 , 4.0 , 22 , 15 , 11 , 51148308c2a3754cfe668f8e , 1
41.248 , 0.193836061799 , 384045.260797 , 0.89605734767 , 229 , 5.86843189721 , 0.192 , 5.40215365069 , 2.04599317665 , 0.820788530466 , 0.173836061799 , 0.531780991428 , 1.14190237001 , 1.44647760008 , 0.422871833583 , 0.373990777302 , 1.74038461538 , 1.5 , 3.68 , 104 , 34 , 25 , 51147952c2a3754cfe6684ee , 1
45.8125 , 0.252760890147 , 1280.88156615 , 0.8 , 15 , 2.1774615157 , 0.1875 , 3.63233361713 , 2.60335761633 , 0.75 , 0.232760890147 , 0.0961598023621 , 0.544430961827 , 1.0217035705 , 0.403982558162 , 0.389846441857 , 2.66666666667 , 1.66666666667 , 1.66666666667 , 6 , 3 , 3 , 51147facc2a3754cfe668c48 , 1
51.7142857143 , 0.252531615665 , 16948.7713252 , 0.859649122807 , 41 , 0.951286709564 , 0.102040816327 , 6.15304147896 , 2.50954980663 , 0.719298245614 , 0.232531615665 , 0.119656390038 , 0.643849755845 , 0.646779382614 , 0.505776451453 , 0.333617492409 , 1.07142857143 , 1.0 , 3.4 , 14 , 12 , 5 , 51148bb8c2a3754cfe669bd6 , 1
47.8732394366 , 0.328724623899 , 35438.098013 , 0.946666666667 , 61 , 1.21359213603 , 0.145539906103 , 5.04711108513 , 2.54029507791 , 0.813333333333 , 0.308724623899 , 0.220381390431 , 0.578989598268 , 1.08047775817 , 0.815038377691 , 0.159148067741 , 1.2 , 1.26315789474 , 2.25 , 20 , 19 , 4 , 51148712c2a3754cfe669570 , 1
79.75 , 0.262621997603 , 2521.81868033 , 0.869565217391 , 20 , 1.81670929946 , 0.133333333333 , 3.68468385103 , 2.61030486524 , 0.869565217391 , 0.242621997603 , 0.0461353588871 , 0.549995883285 , 0.864124091505 , 0.475593852878 , 0.451477647196 , 2.5 , 3.5 , 0.5 , 4 , 2 , 2 , 51148a80c2a3754cfe66997f , 1
43.7192982456 , 0.278470040193 , 20743.5439739 , 0.91935483871 , 53 , 3.00913386378 , 0.0818713450292 , 3.78112761007 , 2.63793268771 , 0.854838709677 , 0.258470040193 , 0.0988310017226 , 0.502343148551 , 0.445122128061 , 0.218861160341 , 0.14586246414 , 0.714285714286 , 0.714285714286 , 2.25 , 7 , 7 , 4 , 51147caac2a3754cfe668801 , 1
68.8372093023 , 0.261584400185 , 12553.6382819 , 1.0 , 36 , 2.6849495669 , 0.186046511628 , 4.61417183559 , 1.9763727094 , 0.837209302326 , 0.241584400185 , 0.282400798018 , 1.15051378648 , 1.14050631126 , 0.844914629708 , 0.836570127145 , 0.111111111111 , 2.55555555556 , 1.77777777778 , 9 , 9 , 9 , 51148f61c2a3754cfe66a1aa , 1
62.3170731707 , 0.195328298363 , 11024.0382239 , 0.97619047619 , 36 , 1.36387696242 , 0.19512195122 , 3.96707818263 , 2.33386490796 , 0.857142857143 , 0.175328298363 , 0.249669733336 , 0.90491134828 , 1.06323623597 , 0.95017982038 , 0.644150198131 , 2.90909090909 , 2.54545454545 , 4.0 , 11 , 11 , 6 , 51148d4dc2a3754cfe669e6d , 1
42.1395348837 , 0.345317430119 , 106674.260013 , 0.877551020408 , 122 , 2.39012289642 , 0.046511627907 , 5.42520021277 , 2.88963548633 , 0.829931972789 , 0.325317430119 , 0.117356443691 , 0.287883681603 , 0.24176523526 , 0.144772934939 , 0.140819104951 , 2.0 , 0.428571428571 , 1.42857142857 , 7 , 7 , 7 , 51147a4fc2a3754cfe66858e , 1
85.875 , 0.200736828008 , 3192.98198164 , 1.0 , 10 , 1.80496591753 , 0.166666666667 , 6.85806431164 , 2.49612600353 , 0.416666666667 , 0.180736828008 , 0.156058632453 , 0.706671884536 , 0.983511805514 , 0.720103409587 , 0.659193447338 , 2.5 , 2.0 , 2.5 , 4 , 4 , 4 , 511486b7c2a3754cfe6694e2 , 1
48.5161290323 , 0.373234011764 , 6317.80564225 , 0.815789473684 , 31 , 4.2701548 , 0.161290322581 , 3.03233671103 , 2.91244396939 , 0.815789473684 , 0.353234011764 , 0.123896025108 , 0.266779112059 , 0.518495430406 , 0.28067570456 , 0.266544450167 , 10.6666666667 , 7.4 , 7.75 , 6 , 5 , 4 , 511479e7c2a3754cfe668564 , 1
